"繁"	"简"	"国际音标"	"吴语拼音"	"备注"	"调类"	"调值"								
"笛"	"笛"	"diɪʔ23"	"diq8"		8	23		"d"	"iq"	"d"	"iɪʔ"			
"糴"	"糴"	"diɪʔ23"	"diq8"		8	23		"d"	"iq"	"d"	"iɪʔ"			
"歷"	"历"	"liɪʔ23"	"liq8"		8	23		"l"	"iq"	"l"	"iɪʔ"			
"績"	"绩"	"tsiɪʔ5"	"tsiq7"		7	5		"ts"	"iq"	"ts"	"iɪʔ"			
"戚"	"戚"	"tsʰiɪʔ5"	"tshiq7"		7	5		"tsh"	"iq"	"tsʰ"	"iɪʔ"			
"析"	"析"	"siɪʔ5"	"siq7"		7	5		"s"	"iq"	"s"	"iɪʔ"			
"錫"	"锡"	"siɪʔ5"	"siq7"		7	5		"s"	"iq"	"s"	"iɪʔ"			
"蜥"	"蜥"	"siɪʔ5"	"siq7"		7	5		"s"	"iq"	"s"	"iɪʔ"			
"蜴"	"蜴"	"ɦiʌk23"	"yeoq8"		8	23		"y"	"eoq"	"ɦ"	"iʌk"			
"激"	"激"	"tɕiʌk5"	"cieoq7"		7	5		"c"	"ieoq"	"tɕ"	"iʌk"			
"擊"	"击"	"tɕiʌk5"	"cieoq7"		7	5		"c"	"ieoq"	"tɕ"	"iʌk"			
"喫"	"吃"	"tɕʰiʌk5"	"chieoq7"	"~饭。"	7	5		"ch"	"ieoq"	"tɕʰ"	"iʌk"			
"吃"	"吃"	"tɕʰiɪʔ5"	"chiq7"	"口~。"	7	5		"ch"	"iq"	"tɕʰ"	"iɪʔ"			
"礦"	"矿"	"kʰuɒ̃35"	"khuaon5"		5	35		"kh"	"uaon"	"kʰ"	"uɒ̃"			
"橫"	"横"	"βã22"	"van2"		2	22		"v"	"an"	"β"	"ã"			
"橫"	"横"	"βɒ̃22"	"vaon2"	"~山（江苏苏州地名，太湖岛屿）。"	2	22		"v"	"aon"	"β"	"ɒ̃"			
"轟"	"轰"	"hoŋ53"	"hon1"	"【文读】"	1	53		"h"	"on"	"h"	"oŋ"			
"轟"	"轰"	"ɸã53"	"fan1"	"【白读】"	1	53		"f"	"an"	"ɸ"	"ã"			
"宏"	"宏"	"ɦoŋ22"	"ghon2"		2	22		"gh"	"on"	"ɦ"	"oŋ"			
"觥"	"觥"	"koŋ53"	"kon1"		1	53		"k"	"on"	"k"	"oŋ"			
"奣"	"奣"	"kuɒ̃44"	"kuaon3"	"~子（江苏昆山地名）。"	3	44		"k"	"uaon"	"k"	"uɒ̃"			
"獲"	"获"	"βʌk23"	"veoq8"		8	23		"v"	"eoq"	"β"	"ʌk"			
"劃"	"划"	"βɑk23"	"vaq8"	"计~；~一刀。"	8	23		"v"	"aq"	"β"	"ɑk"			
"摑"	"掴"	"kuɑk5"	"kuaq7"		7	5		"k"	"uaq"	"k"	"uɑk"			
"兄"	"兄"	"ɕioŋ53"	"shion1"		1	53		"sh"	"ion"	"ɕ"	"ioŋ"			
"榮"	"荣"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"永"	"永"	"ioŋ44"	"ion3"		3	44			"ion"		"ioŋ"			
"泳"	"泳"	"ioŋ44"	"ion3"		3	44			"ion"		"ioŋ"			
"詠"	"咏"	"ioŋ44"	"ion3"		3	44			"ion"		"ioŋ"			
"傾"	"倾"	"tɕʰiʌŋ53"	"chieon1"		1	53		"ch"	"ieon"	"tɕʰ"	"iʌŋ"			
"頃"	"顷"	"tɕʰiʌŋ44"	"chieon3"		3	44		"ch"	"ieon"	"tɕʰ"	"iʌŋ"			
"瓊"	"琼"	"dʑioŋ22"	"jion2"		2	22		"j"	"ion"	"dʑ"	"ioŋ"			
"營"	"营"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"疫"	"疫"	"ɦiok23"	"yoq8"		8	23		"y"	"oq"	"ɦ"	"iok"			
"役"	"役"	"ɦiok23"	"yoq8"		8	23		"y"	"oq"	"ɦ"	"iok"			
"螢"	"萤"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"瑩"	"莹"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"熒"	"荧"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"憬"	"憬"	"tɕioŋ44"	"cion3"		3	44		"c"	"ion"	"tɕ"	"ioŋ"			
"嵊"	"嵊"	"zəŋ13"	"zen6"		6	13		"z"	"en"	"z"	"əŋ"			
"篷"	"篷"	"boŋ22"	"bon2"		2	22		"b"	"on"	"b"	"oŋ"			
"蓬"	"蓬"	"boŋ22"	"bon2"		2	22		"b"	"on"	"b"	"oŋ"			
"蒙"	"蒙"	"moŋ22"	"mon2"		2	22		"m"	"on"	"m"	"oŋ"			
"東"	"东"	"ɗoŋ53"	"ton1"		1	53		"t"	"on"	"ɗ"	"oŋ"			
"董"	"董"	"ɗoŋ44"	"ton3"		3	44		"t"	"on"	"ɗ"	"oŋ"			
"懂"	"懂"	"ɗoŋ44"	"ton3"		3	44		"t"	"on"	"ɗ"	"oŋ"			
"凍"	"冻"	"ɗoŋ35"	"ton5"		5	35		"t"	"on"	"ɗ"	"oŋ"			
"棟"	"栋"	"ɗoŋ35"	"ton5"		5	35		"t"	"on"	"ɗ"	"oŋ"			
"通"	"通"	"tʰoŋ53"	"thon1"		1	53		"th"	"on"	"tʰ"	"oŋ"			
"桶"	"桶"	"doŋ213"	"don4"		4	213		"d"	"on"	"d"	"oŋ"			
"痛"	"痛"	"tʰoŋ35"	"thon5"		5	35		"th"	"on"	"tʰ"	"oŋ"			
"同"	"同"	"doŋ22"	"don2"		2	22		"d"	"on"	"d"	"oŋ"			
"銅"	"铜"	"doŋ22"	"don2"		2	22		"d"	"on"	"d"	"oŋ"			
"童"	"童"	"doŋ22"	"don2"		2	22		"d"	"on"	"d"	"oŋ"			
"動"	"动"	"doŋ213"	"don4"		4	213		"d"	"on"	"d"	"oŋ"			
"洞"	"洞"	"doŋ13"	"don6"		6	13		"d"	"on"	"d"	"oŋ"			
"籠"	"笼"	"loŋ22"	"lon2"		2	22		"l"	"on"	"l"	"oŋ"			
"聾"	"聋"	"loŋ22"	"lon2"		2	22		"l"	"on"	"l"	"oŋ"			
"攏"	"拢"	"loŋ213"	"lon4"		4	213		"l"	"on"	"l"	"oŋ"			
"弄"	"弄"	"loŋ13"	"lon6"		6	13		"l"	"on"	"l"	"oŋ"			
"總"	"总"	"tsoŋ44"	"tson3"		3	44		"ts"	"on"	"ts"	"oŋ"			
"粽"	"粽"	"tsoŋ35"	"tson5"		5	35		"ts"	"on"	"ts"	"oŋ"			
"聰"	"聪"	"tsʰoŋ53"	"tshon1"		1	53		"tsh"	"on"	"tsʰ"	"oŋ"			
"蔥"	"葱"	"tsʰoŋ53"	"tshon1"		1	53		"tsh"	"on"	"tsʰ"	"oŋ"			
"囪"	"囱"	"tsʰoŋ53"	"tshon1"		1	53		"tsh"	"on"	"tsʰ"	"oŋ"			
"叢"	"丛"	"zoŋ22"	"zon2"		2	22		"z"	"on"	"z"	"oŋ"			
"送"	"送"	"soŋ35"	"son5"		5	35		"s"	"on"	"s"	"oŋ"			
"公"	"公"	"koŋ53"	"kon1"		1	53		"k"	"on"	"k"	"oŋ"			
"工"	"工"	"koŋ53"	"kon1"		1	53		"k"	"on"	"k"	"oŋ"			
"功"	"功"	"koŋ53"	"kon1"		1	53		"k"	"on"	"k"	"oŋ"			
"攻"	"攻"	"koŋ53"	"kon1"		1	53		"k"	"on"	"k"	"oŋ"			
"貢"	"贡"	"koŋ35"	"kon5"		5	35		"k"	"on"	"k"	"oŋ"			
"空"	"空"	"kʰoŋ53"	"khon1"		1	53		"kh"	"on"	"kʰ"	"oŋ"			
"孔"	"孔"	"kʰoŋ44"	"khon3"		3	44		"kh"	"on"	"kʰ"	"oŋ"			
"控"	"控"	"kʰoŋ35"	"khon5"		5	35		"kh"	"on"	"kʰ"	"oŋ"			
"空"	"空"	"kʰoŋ35"	"khon5"		5	35		"kh"	"on"	"kʰ"	"oŋ"			
"烘"	"烘"	"hoŋ53"	"hon1"		1	53		"h"	"on"	"h"	"oŋ"			
"哄"	"哄"	"hoŋ53"	"hon1"	"~堂大笑。"	1	53		"h"	"on"	"h"	"oŋ"			
"哄"	"哄"	"hoŋ44"	"hon3"	"~骗。"	3	44		"h"	"on"	"h"	"oŋ"			
"哄"	"哄"	"hoŋ35"	"hon5"	"起~。"	5	35		"h"	"on"	"h"	"oŋ"			
"紅"	"红"	"ɦoŋ22"	"ghon2"		2	22		"gh"	"on"	"ɦ"	"oŋ"			
"洪"	"洪"	"ɦoŋ22"	"ghon2"		2	22		"gh"	"on"	"ɦ"	"oŋ"			
"鴻"	"鸿"	"ɦoŋ22"	"ghon2"		2	22		"gh"	"on"	"ɦ"	"oŋ"			
"虹"	"虹"	"ɦoŋ22"	"ghon2"		2	22		"gh"	"on"	"ɦ"	"oŋ"			
"翁"	"翁"	"oŋ53"	"on1"		1	53			"on"		"oŋ"			
"撲"	"扑"	"pʰok5"	"phoq7"		7	5		"ph"	"oq"	"pʰ"	"ok"			
"僕"	"仆"	"pʰok5"	"phoq7"	"~倒。"	7	5		"ph"	"oq"	"pʰ"	"ok"			
"僕"	"仆"	"bok23"	"boq8"	"~人。"	8	23		"b"	"oq"	"b"	"ok"			
"木"	"木"	"mɒk23"	"maoq8"		8	23		"m"	"aoq"	"m"	"ɒk"			
"禿"	"秃"	"tʰok5"	"thoq7"		7	5		"th"	"oq"	"tʰ"	"ok"			
"獨"	"独"	"dok23"	"doq8"		8	23		"d"	"oq"	"d"	"ok"			
"讀"	"读"	"dok23"	"doq8"	"~书。"	8	23		"d"	"oq"	"d"	"ok"			
"讀"	"读"	"dɤ13"	"deu6"	"句~。"	6	13		"d"	"eu"	"d"	"ɤ"			
"鹿"	"鹿"	"lok23"	"loq8"		8	23		"l"	"oq"	"l"	"ok"			
"祿"	"禄"	"lok23"	"loq8"		8	23		"l"	"oq"	"l"	"ok"			
"族"	"族"	"zok23"	"zoq8"		8	23		"z"	"oq"	"z"	"ok"			
"速"	"速"	"sok5"	"soq7"		7	5		"s"	"oq"	"s"	"ok"			
"谷"	"谷"	"kok5"	"koq7"	"山~。"	7	5		"k"	"oq"	"k"	"ok"			
"谷"	"谷"	"ɦiok23"	"yoq8"	"吐~浑。"	8	23		"y"	"oq"	"ɦ"	"iok"			
"穀"	"谷"	"kok5"	"koq7"	"稻~。"	7	5		"k"	"oq"	"k"	"ok"			
"哭"	"哭"	"kʰok5"	"khoq7"		7	5		"kh"	"oq"	"kʰ"	"ok"			
"屋"	"屋"	"ok5"	"oq7"		7	5			"oq"		"ok"			
"屋"	"屋"	"βəʔ5"	"veq7"	"~里。"	7	5		"v"	"eq"	"β"	"əʔ"			
"冬"	"冬"	"ɗoŋ53"	"ton1"		1	53		"t"	"on"	"ɗ"	"oŋ"			
"統"	"统"	"tʰoŋ44"	"thon3"		3	44		"th"	"on"	"tʰ"	"oŋ"			
"儂"	"侬"	"noŋ13"	"non6"	"第二人称单数。"	6	13		"n"	"on"	"n"	"oŋ"			
"儂"	"侬"	"noŋ22"	"non2"	"吴~软语。"	2	22		"n"	"on"	"n"	"oŋ"			
"農"	"农"	"noŋ22"	"non2"		2	22		"n"	"on"	"n"	"oŋ"			
"膿"	"脓"	"noŋ22"	"non2"		2	22		"n"	"on"	"n"	"oŋ"			
"宗"	"宗"	"tsoŋ53"	"tson1"		1	53		"ts"	"on"	"ts"	"oŋ"			
"綜"	"综"	"tsoŋ53"	"tson1"		1	53		"ts"	"on"	"ts"	"oŋ"			
"鬆"	"松"	"soŋ53"	"son1"	"~紧；放~；肉~。"	1	53		"s"	"on"	"s"	"oŋ"			
"宋"	"宋"	"soŋ35"	"son5"		5	35		"s"	"on"	"s"	"oŋ"			
"沃"	"沃"	"βɒk5"	"vaoq7"		7	5		"v"	"aoq"	"β"	"ɒk"			
"督"	"督"	"ɗok5"	"toq7"		7	5		"t"	"oq"	"ɗ"	"ok"			
"篤"	"笃"	"ɗok5"	"toq7"		7	5		"t"	"oq"	"ɗ"	"ok"			
"毒"	"毒"	"dok23"	"doq8"		8	23		"d"	"oq"	"d"	"ok"			
"酷"	"酷"	"kʰok5"	"khoq7"		7	5		"kh"	"oq"	"kʰ"	"ok"			
"風"	"风"	"hoŋ53"	"hon1"		1	53		"h"	"on"	"h"	"oŋ"			
"瘋"	"疯"	"hoŋ53"	"hon1"		1	53		"h"	"on"	"h"	"oŋ"			
"諷"	"讽"	"hoŋ35"	"hon5"		5	35		"h"	"on"	"h"	"oŋ"			
"豐"	"丰"	"hoŋ53"	"hon1"		1	53		"h"	"on"	"h"	"oŋ"			
"豐"	"丰"	"ɦoŋ22"	"ghon2"	"兆~花园（上海市中山公园的口语说法）。"	2	22		"gh"	"on"	"ɦ"	"oŋ"			
"馮"	"冯"	"ɦoŋ22"	"ghon2"		2	22		"gh"	"on"	"ɦ"	"oŋ"			
"鳳"	"凤"	"ɦoŋ13"	"ghon6"		6	13		"gh"	"on"	"ɦ"	"oŋ"			
"鳳"	"凤"	"boŋ13"	"bon6"	"~仙花。"	6	13		"b"	"on"	"b"	"oŋ"			
"夢"	"梦"	"mɒ̃13"	"maon6"	"【白读】"	6	13		"m"	"aon"	"m"	"ɒ̃"			
"夢"	"梦"	"moŋ13"	"mon6"	"【文读】"	6	13		"m"	"on"	"m"	"oŋ"			
"隆"	"隆"	"loŋ22"	"lon2"		2	22		"l"	"on"	"l"	"oŋ"			
"中"	"中"	"tsoŋ53"	"tson1"		1	53		"ts"	"on"	"ts"	"oŋ"			
"中"	"中"	"tsoŋ35"	"tson5"	"射~。"	5	35		"ts"	"on"	"ts"	"oŋ"			
"忠"	"忠"	"tsoŋ53"	"tson1"		1	53		"ts"	"on"	"ts"	"oŋ"			
"蟲"	"虫"	"zoŋ22"	"zon2"		2	22		"z"	"on"	"z"	"oŋ"			
"仲"	"仲"	"zoŋ13"	"zon6"		6	13		"z"	"on"	"z"	"oŋ"			
"崇"	"崇"	"zoŋ22"	"zon2"		2	22		"z"	"on"	"z"	"oŋ"			
"終"	"终"	"tsoŋ53"	"tson1"		1	53		"ts"	"on"	"ts"	"oŋ"			
"眾"	"众"	"tsoŋ35"	"tson5"		5	35		"ts"	"on"	"ts"	"oŋ"			
"充"	"充"	"tsʰoŋ53"	"tshon1"		1	53		"tsh"	"on"	"tsʰ"	"oŋ"			
"絨"	"绒"	"ȵioŋ22"	"gnion2"		2	22		"gn"	"ion"	"ȵ"	"ioŋ"			
"弓"	"弓"	"tɕioŋ53"	"cion1"		1	53		"c"	"ion"	"tɕ"	"ioŋ"			
"躬"	"躬"	"koŋ53"	"kon1"		1	53		"k"	"on"	"k"	"oŋ"			
"宮"	"宫"	"koŋ53"	"kon1"		1	53		"k"	"on"	"k"	"oŋ"			
"窮"	"穷"	"dʑioŋ22"	"jion2"		2	22		"j"	"ion"	"dʑ"	"ioŋ"			
"熊"	"熊"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"雄"	"雄"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"福"	"福"	"hok5"	"hoq7"		7	5		"h"	"oq"	"h"	"ok"			
"復"	"复"	"ɦok23"	"ghoq8"	"~兴。"	8	23		"gh"	"oq"	"ɦ"	"ok"			
"複"	"复"	"hok5"	"hoq7"	"重~。"	7	5		"h"	"oq"	"h"	"ok"			
"復"	"复"	"βɤ13"	"veu6"	"【文读】唧唧~唧唧。"	6	13		"v"	"eu"	"β"	"ɤ"			
"腹"	"腹"	"hok5"	"hoq7"		7	5		"h"	"oq"	"h"	"ok"			
"覆"	"覆"	"hok5"	"hoq7"		7	5		"h"	"oq"	"h"	"ok"			
"服"	"服"	"ɦok23"	"ghoq8"		8	23		"gh"	"oq"	"ɦ"	"ok"			
"伏"	"伏"	"ɦok23"	"ghoq8"		8	23		"gh"	"oq"	"ɦ"	"ok"			
"目"	"目"	"mɒk23"	"maoq8"		8	23		"m"	"aoq"	"m"	"ɒk"			
"牧"	"牧"	"mɒk23"	"maoq8"		8	23		"m"	"aoq"	"m"	"ɒk"			
"六"	"六"	"lok23"	"loq8"		8	23		"l"	"oq"	"l"	"ok"			
"陸"	"陆"	"lok23"	"loq8"		8	23		"l"	"oq"	"l"	"ok"			
"肅"	"肃"	"sok5"	"soq7"		7	5		"s"	"oq"	"s"	"ok"			
"宿"	"宿"	"sok5"	"soq7"		7	5		"s"	"oq"	"s"	"ok"			
"竹"	"竹"	"tsok5"	"tsoq7"		7	5		"ts"	"oq"	"ts"	"ok"			
"築"	"筑"	"tsok5"	"tsoq7"		7	5		"ts"	"oq"	"ts"	"ok"			
"畜"	"畜"	"tsʰok5"	"tshoq7"	"~牲。"	7	5		"tsh"	"oq"	"tsʰ"	"ok"			
"逐"	"逐"	"zok23"	"zoq8"		8	23		"z"	"oq"	"z"	"ok"			
"軸"	"轴"	"dʑiok23"	"jioq8"		8	23		"j"	"ioq"	"dʑ"	"iok"			
"縮"	"缩"	"sɒk5"	"saoq7"		7	5		"s"	"aoq"	"s"	"ɒk"			
"矗"	"矗"	"tsʰok5"	"tshoq7"		7	5		"tsh"	"oq"	"tsʰ"	"ok"			
"祝"	"祝"	"tsok5"	"tsoq7"		7	5		"ts"	"oq"	"ts"	"ok"			
"粥"	"粥"	"tsok5"	"tsoq7"		7	5		"ts"	"oq"	"ts"	"ok"			
"叔"	"叔"	"sok5"	"soq7"		7	5		"s"	"oq"	"s"	"ok"			
"熟"	"熟"	"zok23"	"zoq8"		8	23		"z"	"oq"	"z"	"ok"			
"肉"	"肉"	"ȵiok23"	"gnioq8"		8	23		"gn"	"ioq"	"ȵ"	"iok"			
"菊"	"菊"	"tɕiok5"	"cioq7"		7	5		"c"	"ioq"	"tɕ"	"iok"			
"麴"	"麴"	"tɕʰiok5"	"chioq7"		7	5		"ch"	"ioq"	"tɕʰ"	"iok"			
"畜"	"畜"	"ɕiok5"	"shioq7"	"~牧业。"	7	5		"sh"	"ioq"	"ɕ"	"iok"			
"蓄"	"蓄"	"ɕiok5"	"shioq7"		7	5		"sh"	"ioq"	"ɕ"	"iok"			
"育"	"育"	"ɦiok23"	"yoq8"		8	23		"y"	"oq"	"ɦ"	"iok"			
"育"	"育"	"ȵiok23"	"gnioq8"	"养~巷（江苏苏州地名）。"	8	23		"gn"	"ioq"	"ȵ"	"iok"			
"葑"	"葑"	"ɸu53"	"fu1"	"~门（苏州城门）。"	1	53		"f"	"u"	"ɸ"	"u"			
"葑"	"葑"	"hoŋ53"	"hon1"		1	53		"h"	"on"	"h"	"oŋ"			
"封"	"封"	"hoŋ53"	"hon1"		1	53		"h"	"on"	"h"	"oŋ"			
"峰"	"峰"	"hoŋ53"	"hon1"		1	53		"h"	"on"	"h"	"oŋ"			
"鋒"	"锋"	"hoŋ53"	"hon1"		1	53		"h"	"on"	"h"	"oŋ"			
"蜂"	"蜂"	"hoŋ53"	"hon1"		1	53		"h"	"on"	"h"	"oŋ"			
"捧"	"捧"	"pʰoŋ44"	"phon3"		3	44		"ph"	"on"	"pʰ"	"oŋ"			
"逢"	"逢"	"ɦoŋ22"	"ghon2"		2	22		"gh"	"on"	"ɦ"	"oŋ"			
"縫"	"缝"	"ɦoŋ22"	"ghon2"	"裁~。"	2	22		"gh"	"on"	"ɦ"	"oŋ"			
"縫"	"缝"	"ɦoŋ13"	"ghon6"	"一条~。"	6	13		"gh"	"on"	"ɦ"	"oŋ"			
"奉"	"奉"	"ɦoŋ213"	"ghon4"		4	213		"gh"	"on"	"ɦ"	"oŋ"			
"濃"	"浓"	"ȵioŋ22"	"gnion2"		2	22		"gn"	"ion"	"ȵ"	"ioŋ"			
"龍"	"龙"	"loŋ22"	"lon2"		2	22		"l"	"on"	"l"	"oŋ"			
"踪"	"踪"	"tsoŋ53"	"tson1"		1	53		"ts"	"on"	"ts"	"oŋ"			
"縱"	"纵"	"tsoŋ35"	"tson5"		5	35		"ts"	"on"	"ts"	"oŋ"			
"從"	"从"	"zoŋ22"	"zon2"		2	22		"z"	"on"	"z"	"oŋ"			
"從"	"从"	"tsʰoŋ53"	"tshon1"	"~容。"	1	53		"tsh"	"on"	"tsʰ"	"oŋ"			
"松"	"松"	"soŋ53"	"son1"	"~树。"	1	53		"s"	"on"	"s"	"oŋ"			
"松"	"松"	"soŋ53"	"son1"	"~江（上海地名）；~阳（浙江地名）；~陵（江苏吴江地名）。"	1	53		"s"	"on"	"s"	"oŋ"			
"誦"	"诵"	"zoŋ13"	"zon6"		6	13		"z"	"on"	"z"	"oŋ"			
"頌"	"颂"	"zoŋ13"	"zon6"		6	13		"z"	"on"	"z"	"oŋ"			
"訟"	"讼"	"zoŋ13"	"zon6"		6	13		"z"	"on"	"z"	"oŋ"			
"寵"	"宠"	"tsʰoŋ44"	"tshon3"		3	44		"tsh"	"on"	"tsʰ"	"oŋ"			
"重"	"重"	"zoŋ13"	"zon6"	"~量。"	6	13		"z"	"on"	"z"	"oŋ"			
"重"	"重"	"zoŋ22"	"zon2"	"~复。"	2	22		"z"	"on"	"z"	"oŋ"			
"鐘"	"钟"	"tsoŋ53"	"tson1"		1	53		"ts"	"on"	"ts"	"oŋ"			
"種"	"种"	"tsoŋ44"	"tson3"	"~子。"	3	44		"ts"	"on"	"ts"	"oŋ"			
"腫"	"肿"	"tsoŋ44"	"tson3"		3	44		"ts"	"on"	"ts"	"oŋ"			
"種"	"种"	"tsoŋ35"	"tson5"	"~田。"	5	35		"ts"	"on"	"ts"	"oŋ"			
"衝"	"冲"	"tsʰoŋ53"	"tshon1"		1	53		"tsh"	"on"	"tsʰ"	"oŋ"			
"舂"	"舂"	"tsʰoŋ53"	"tshon1"		1	53		"tsh"	"on"	"tsʰ"	"oŋ"			
"供"	"供"	"koŋ53"	"kon1"	"【文读】~给。"	1	53		"k"	"on"	"k"	"oŋ"			
"供"	"供"	"koŋ35"	"kon5"	"【文读】~佛；上~。"	5	35		"k"	"on"	"k"	"oŋ"			
"供"	"供"	"tɕioŋ35"	"cion5"	"【白读】坐，坐如被供奉状，赖着不走。带贬义，作詈语用。"	5	35		"c"	"ion"	"tɕ"	"ioŋ"			
"拱"	"拱"	"koŋ44"	"kon3"		3	44		"k"	"on"	"k"	"oŋ"			
"鞏"	"巩"	"koŋ44"	"kon3"		3	44		"k"	"on"	"k"	"oŋ"			
"恐"	"恐"	"kʰoŋ44"	"khon3"		3	44		"kh"	"on"	"kʰ"	"oŋ"			
"共"	"共"	"goŋ13"	"gon6"		6	13		"g"	"on"	"g"	"oŋ"			
"兇"	"凶"	"ɕioŋ53"	"shion1"		1	53		"sh"	"ion"	"ɕ"	"ioŋ"			
"胸"	"胸"	"ɕioŋ53"	"shion1"		1	53		"sh"	"ion"	"ɕ"	"ioŋ"			
"擁"	"拥"	"ioŋ44"	"ion3"		3	44			"ion"		"ioŋ"			
"雍"	"雍"	"ioŋ44"	"ion3"		3	44			"ion"		"ioŋ"			
"邕"	"邕"	"ioŋ53"	"ion1"		1	53			"ion"		"ioŋ"			
"庸"	"庸"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"溶"	"溶"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"蓉"	"蓉"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"榕"	"榕"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"容"	"容"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"勇"	"勇"	"ioŋ44"	"ion3"		3	44			"ion"		"ioŋ"			
"湧"	"涌"	"ioŋ44"	"ion3"		3	44			"ion"		"ioŋ"			
"用"	"用"	"ɦioŋ13"	"yon6"		6	13		"y"	"on"	"ɦ"	"ioŋ"			
"綠"	"绿"	"lok23"	"loq8"		8	23		"l"	"oq"	"l"	"ok"			
"錄"	"录"	"lok23"	"loq8"		8	23		"l"	"oq"	"l"	"ok"			
"足"	"足"	"tsok5"	"tsoq7"		7	5		"ts"	"oq"	"ts"	"ok"			
"促"	"促"	"tsʰok5"	"tshoq7"		7	5		"tsh"	"oq"	"tsʰ"	"ok"			
"粟"	"粟"	"sok5"	"soq7"		7	5		"s"	"oq"	"s"	"ok"			
"俗"	"俗"	"zok23"	"zoq8"		8	23		"z"	"oq"	"z"	"ok"			
"續"	"续"	"zok23"	"zoq8"		8	23		"z"	"oq"	"z"	"ok"			
"燭"	"烛"	"tsok5"	"tsoq7"		7	5		"ts"	"oq"	"ts"	"ok"			
"囑"	"嘱"	"tsok5"	"tsoq7"		7	5		"ts"	"oq"	"ts"	"ok"			
"觸"	"触"	"tsʰok5"	"tshoq7"		7	5		"tsh"	"oq"	"tsʰ"	"ok"			
"贖"	"赎"	"zok23"	"zoq8"		8	23		"z"	"oq"	"z"	"ok"			
"束"	"束"	"sok5"	"soq7"		7	5		"s"	"oq"	"s"	"ok"			
"屬"	"属"	"zok23"	"zoq8"		8	23		"z"	"oq"	"z"	"ok"			
"辱"	"辱"	"zok23"	"zoq8"		8	23		"z"	"oq"	"z"	"ok"			
"褥"	"褥"	"ȵiok23"	"gnioq8"		8	23		"gn"	"ioq"	"ȵ"	"iok"			
"曲"	"曲"	"tɕʰiok5"	"chioq7"		7	5		"ch"	"ioq"	"tɕʰ"	"iok"			
"局"	"局"	"dʑiok23"	"jioq8"		8	23		"j"	"ioq"	"dʑ"	"iok"			
"玉"	"玉"	"ȵiok23"	"gnioq8"		8	23		"gn"	"ioq"	"ȵ"	"iok"			
"獄"	"狱"	"ȵiok23"	"gnioq8"		8	23		"gn"	"ioq"	"ȵ"	"iok"			
"欲"	"欲"	"ɦiok23"	"yoq8"		8	23		"y"	"oq"	"ɦ"	"iok"			
"浴"	"浴"	"ɦiok23"	"yoq8"		8	23		"y"	"oq"	"ɦ"	"iok"			
"翟"	"翟"	"zɑk23"	"zaq8"		8	23		"z"	"aq"	"z"	"ɑk"			
"翟"	"翟"	"diɪʔ23"	"diq8"		8	23		"d"	"iq"	"d"	"iɪʔ"			
"翟"	"翟"	"di22"	"di2"	"诸~（本名“紫堤”，上海闵行地名）。"	2	22		"d"	"i"	"d"	"i"			
"隄"	"隄"	"di22"	"di2"		2	22		"d"	"i"	"d"	"i"			
"啥"	"啥"	"sɑ35"	"sa5"	"疑问词。"	5	35		"s"	"a"	"s"	"ɑ"			
"泗"	"泗"	"sɿ35"	"sy5"		5	35		"s"	"y"	"s"	"ɿ"			
"薇"	"薇"	"bi22"	"bi2"	"【白读】蔷~花。"	2	22		"b"	"i"	"b"	"i"			
"薇"	"薇"	"βi22"	"vi2"	"【文读】紫~。"	2	22		"v"	"i"	"β"	"i"			
"召"	"召"	"zɔ13"	"zau6"		6	13		"z"	"au"	"z"	"ɔ"			
"召"	"召"	"dɔ13"	"dau6"	"三~址（上海金山地名）。"	6	13		"d"	"au"	"d"	"ɔ"			
"奢"	"奢"	"ɕiɑ53"	"shia1"	"~遮（聪明）。"	1	53		"sh"	"ia"	"ɕ"	"iɑ"			
"奢"	"奢"	"siɔ53"	"siau1"	"~侈。"	1	53		"s"	"iau"	"s"	"iɔ"			
"穗"	"穗"	"zɿ13"	"zy6"	"【白读】稻~头。"	6	13		"z"	"y"	"z"	"ɿ"			
"穗"	"穗"	"zø13"	"zoe6"	"【文读】"	6	13		"z"	"oe"	"z"	"ø"			
"宕"	"宕"	"dɒ̃13"	"daon6"		6	13		"d"	"aon"	"d"	"ɒ̃"			
