			中山石岐話			南蓢白話			珠海唐家話												
	方		f	ɔŋ	55	f	ɔŋ	45	f	ɔŋ	55										
	防		f	ɔŋ	51	f	ɔŋ	51	f	ɔŋ	51										
	房		f	ɔŋ	51	f	ɔŋ	51	f	ɔŋ	51										
	坊		f	ɔŋ	55	f	ɔŋ	45	f	ɔŋ	55	街坊									
	坊		f	ɔŋ	51	f	ɔŋ	51	f	ɔŋ	51	堤坊									
	亡		m	ɔŋ	51	m	ɔŋ	51	m	ɔŋ	51										
	望		m	ɔŋ	33	m	ɔŋ	33	m	ɔŋ	22										
	芒		m	ɔŋ	51	m	ɔŋ	51	m	ɔŋ	51	光芒									
	芒		m	ɔŋ	55	m	ɔŋ	45	m	ɔŋ	55	芒果									
	妨		f	ɔŋ	51	f	ɔŋ	51	f	ɔŋ	51										
	芳		f	ɔŋ	55	f	ɔŋ	45	f	ɔŋ	55										
	強		kʰ	œŋ	51	kʰ	iɔŋ	51	kʰ	œŋ	51	強壯									
	強		kʰ	œŋ	213	kʰ	iɔŋ	21	kʰ	œŋ	21	勉強									
	強		k	œŋ	33	k	iɔŋ	33	k	œŋ	22	倔強									
	狂		kʰ	ɔŋ	51	kʷʰ	ɔŋ	51	kʰ	ɔŋ	51										
	兩		l	œŋ	213	l	iɔŋ	21	l	œŋ	21										
	獎		ts	œŋ	213	ts	iɔŋ	21	ts	œŋ	21										
	槳		ts	œŋ	213	ts	iɔŋ	21	ts	œŋ	21										
	想		s	œŋ	213	s	iɔŋ	21	s	œŋ	21										
	橡		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22										
	像		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22										
	象		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22										
	仗		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22										
	仗																				
	杖		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22										
	丈		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22										
	愴		tsʰ	ɔŋ	33	tsʰ	ɔŋ	33	tsʰ	ɔŋ	22										
	爽		s	ɔŋ	213	s	ɔŋ	21	s	ɔŋ	21										
	掌		ts	œŋ	213	ts	iɔŋ	21	ts	œŋ	21										
	敞		tsʰ	ɔŋ	213	tsʰ	ɔŋ	21	tsʰ	ɔŋ	21										
	廠		tsʰ	ɔŋ	213	tsʰ	ɔŋ	21	tsʰ	ɔŋ	21										
	上		s	œŋ	213	s	iɔŋ	21	s	œŋ	21	上山									
	上		s	œŋ	33	s	iɔŋ	33	s	œŋ	22	上面									
	賞		s	œŋ	213	s	iɔŋ	21	s	œŋ	21										
	壤		j	ɔŋ	33	j	ɔŋ	33	j	œŋ	22										
	壤		j	ɔŋ	213	j	ɔŋ	21	j	œŋ	21										
	逛		kʷʰ	aŋ	33	kʷʰ	aŋ	33	kʰ	aŋ	22										
	逛		kʰ	ɔŋ	51	kʷʰ	ɔŋ	51	kʰ	ɔŋ	51	文讀									
	襁		kʰ	œŋ	213	kʰ	iɔŋ	21	kʰ	œŋ	21										
	獷		k	ɔŋ	213	kʷ	ɔŋ	21	k	ɔŋ	21										
	仰		j	ɔŋ	213	j	ɔŋ	21	j	œŋ	21	信仰									
	仰		ŋ	ɔŋ	213	ŋ	ɔŋ	21	ŋ	ɔŋ	21	仰頭									
	嚮		h	œŋ	33	h	iɔŋ	33	h	œŋ	22										
	響		h	œŋ	213	h	iɔŋ	21	h	œŋ	21										
	饗		h	œŋ	213	h	iɔŋ	21	h	œŋ	21										
	枉		w	ɔŋ	213	w	ɔŋ	21	w	ɔŋ	21										
	往		w	ɔŋ	213	w	ɔŋ	21	w	ɔŋ	21										
	癢		j	ɔŋ	213	j	ɔŋ	21	j	œŋ	21										
	養		j	ɔŋ	213	j	ɔŋ	21	j	œŋ	21										
	放		f	ɔŋ	33	f	ɔŋ	33	f	ɔŋ	22										
	惘		m	ɔŋ	213	m	ɔŋ	21	m	ɔŋ	21										
	網		m	ɔŋ	213	m	ɔŋ	21	m	ɔŋ	21										
	仿		f	ɔŋ	213	f	ɔŋ	21	f	ɔŋ	21										
	紡		f	ɔŋ	213	f	ɔŋ	21	f	ɔŋ	21										
	釀		j	ɔŋ	33	j	ɔŋ	33	j	œŋ	22										
	亮		l	œŋ	33	l	iɔŋ	33	l	œŋ	22										
	掠		l	œk	3	l	iɔk	2	l	œk	2										
	諒		l	œŋ	33	l	iɔŋ	33	l	œŋ	22										
	醬		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22										
	匠		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22										
	帳		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22										
	脹		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22										
	悵		tsʰ	œŋ	33	tsʰ	iɔŋ	33	tsʰ	œŋ	22										
	暢		tsʰ	œŋ	33	tsʰ	iɔŋ	33	tsʰ	œŋ	22										
	暢		tʰ	œŋ	33	tʰ	iɔŋ	33	tʰ	œŋ	22	白讀									
	壯		ts	ɔŋ	33	ts	ɔŋ	33	ts	ɔŋ	22										
	狀		ts	ɔŋ	33	ts	ɔŋ	33	ts	ɔŋ	22										
	唱		tsʰ	œŋ	33	tsʰ	iɔŋ	33	tsʰ	œŋ	22										
	向		h	œŋ	33	h	iɔŋ	33	h	œŋ	22										
	讓		j	ɔŋ	33	j	ɔŋ	33	j	œŋ	22										
	況		kʰ	ɔŋ	33	kʷʰ	ɔŋ	33	kʰ	ɔŋ	22										
	況		f	ɔŋ	33				f	ɔŋ	22										
	旺		w	ɔŋ	33	w	ɔŋ	33	w	ɔŋ	22										
	漾		j	ɔŋ	33	j	ɔŋ	33	j	œŋ	22										
	妄		m	ɔŋ	213	m	ɔŋ	21	m	ɔŋ	21										
	忘		m	ɔŋ	51	m	ɔŋ	51	m	ɔŋ	51										
	訪		f	ɔŋ	213	f	ɔŋ	21	f	ɔŋ	21										
	略		l	œk	3	l	iɔk	2	l	œk	2										
	雀		ts	œk	3	ts	iɔk	2	ts	œk	5										
	爵		ts	œk	3	ts	iɔk	2	ts	œk	5										
	鵲		ts	œk	3	ts	iɔk	2	ts	œk	5										
	嚼		ts	œk	3	ts	iɔk	2	ts	œk	5										
	削		s	œk	3	s	iɔk	2	s	œk	5										
	酌		ts	œk	3	ts	iɔk	2	ts	œk	5										
	灼		tsʰ	œk	3	tsʰ	iɔk	2	tsʰ	œk	5										
	勺		s	œk	3	s	iɔk	2	s	œk	5										
	綽		tsʰ	œk	3	tsʰ	iɔk	2	tsʰ	œk	5										
	爍		s	œk	3	s	iɔk	2	s	œk	2										
	溺		n	ɪk	3	n	ɐk	2	n	ɐk	2	溺死									
	溺		n	iu	33	n	iu	33	n	iu	22	便溺									
	箬		j	ɔk	3	j	ɔk	2	j	œk	2										
	弱		j	ɔk	3	j	ɔk	2	j	œk	2										
	腳		k	œk	3	k	iɔk	2	k	œk	5										
	卻		kʰ	œk	3	kʰ	iɔk	2	kʰ	œk	5										
	瘧		j	ɔk	3	j	ɔk	2	j	œk	2										
	虐		j	ɔk	3	j	ɔk	2	j	œk	2										
	謔		j	ɔk	3	j	ɔk	2	j	œk	2										
	躍		j	ɔk	3	j	ɔk	2	j	œk	2										
	藥		j	ɔk	3	j	ɔk	2	j	œk	2										
	鑰		j	ɔk	3	j	ɔk	2	j	œk	2										
	獰		n	ɪŋ	51	n	ɐŋ	51	n	ɐŋ	51										
	趟		tʰ	ɔŋ	33	tʰ	ɔŋ	33	tʰ	ɔŋ	22										
	瞠		tsʰ	aŋ	55	tsʰ	aŋ	45	tsʰ	aŋ	55										
	盯		t	iaŋ	55	t	iaŋ	45	t	ɛŋ	55	白讀									
	盯		t	ɪŋ	55	t	ɐŋ	45	t	ɐŋ	55	文讀									
	澄		tsʰ	ɪŋ	51	tsʰ	ɐŋ	51	tsʰ	ɐŋ	51										
	鎗		tsʰ	œŋ	55	tsʰ	iɔŋ	45	tsʰ	œŋ	55										
	崢		ts	ɐŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	牲		s	ɐŋ	55	s	ɐŋ	45	s	ɐŋ	55										
	笙		s	ɐŋ	55	s	ɐŋ	45	s	ɐŋ	55										
	猩		s	ɪŋ	55	s	ɐŋ	45	s	ɐŋ	55										
	甥		s	ɐŋ	55	s	ɐŋ	45	s	ɐŋ	55										
	生		s	ɐŋ	55	s	ɐŋ	45	s	ɐŋ	55	文讀									
	生		s	aŋ	55	s	aŋ	45	s	aŋ	55	白讀									
	羹		k	ɐŋ	55	k	ɐŋ	45	k	ɐŋ	55										
	更		k	ɐŋ	55	k	ɐŋ	45	k	ɐŋ	55	更改									
	更		k	aŋ	55	k	aŋ	45	k	aŋ	55	三更半夜									
	更		k	ɐŋ	33	k	ɐŋ	33	k	ɐŋ	22	更加									
	埂		k	ɐŋ	213	k	ɐŋ	21	k	ɐŋ	21										
	庚		k	ɐŋ	55	k	ɐŋ	45	k	ɐŋ	55										
	京		k	ɪŋ	55	k	ɐŋ	45	k	ɐŋ	55										
	驚		k	ɪŋ	55	k	ɐŋ	45	k	ɐŋ	55	文讀									
	驚		k	iaŋ	55	k	iaŋ	45	k	ɛŋ	55	白讀									
	荊		k	ɪŋ	55	k	ɐŋ	45	k	ɐŋ	55										
	坑		h	aŋ	55	h	aŋ	45	h	aŋ	55										
	卿		h	ɪŋ	55	h	ɐŋ	45	h	ɐŋ	55										
	迎		ŋ	ɪŋ	51	ŋ	ɐŋ	51	ŋ	ɐŋ	51										
	亨		h	ɐŋ	55	h	ɐŋ	45	h	ɐŋ	55										
	亨		h	aŋ	55	h	aŋ	45	h	aŋ	55	翠亨									
	兄		h	ɪŋ	55	h	ɐŋ	45	h	ɐŋ	55										
	衡		h	ɐŋ	51	h	ɐŋ	51	h	ɐŋ	51										
	瑛			ɪŋ	55		ɐŋ	45		ɐŋ	55										
	英			ɪŋ	55		ɐŋ	45		ɐŋ	55										
	瑩			ɪŋ	51		ɐŋ	51		ɐŋ	51										
	榮			ɪŋ	51		ɐŋ	51		ɐŋ	51										
	嶸			ɪŋ	51		ɐŋ	51		ɐŋ	51										
	兵		p	ɪŋ	55	p	ɐŋ	45	p	ɐŋ	55										
	棚		pʰ	aŋ	51	pʰ	aŋ	51	pʰ	aŋ	51										
	榜		p	ɔŋ	213	p	ɔŋ	21	p	ɔŋ	21										
	膨		pʰ	aŋ	51	pʰ	aŋ	51	pʰ	aŋ	51										
	澎		pʰ	aŋ	51	pʰ	aŋ	51	pʰ	aŋ	51										
	彭		pʰ	aŋ	51	pʰ	aŋ	51	pʰ	aŋ	51										
	評		pʰ	ɪŋ	51	pʰ	ɐŋ	51	pʰ	ɐŋ	51										
	坪		pʰ	ɪŋ	51	pʰ	ɐŋ	51	pʰ	ɐŋ	51										
	盲		m	aŋ	51	m	aŋ	51	m	aŋ	51										
	鳴		m	ɪŋ	51	m	ɐŋ	51	m	ɐŋ	51										
	盟		m	ɐŋ	51	m	ɐŋ	51	m	ɐŋ	51										
	明		m	ɪŋ	51	m	ɐŋ	51	m	ɐŋ	51										
	擎		kʰ	ɪŋ	51	kʰ	ɐŋ	51	kʰ	ɐŋ	51										
	鯨		kʰ	ɪŋ	51	kʰ	ɐŋ	51	kʰ	ɐŋ	51										
	檸		n	ɪŋ	51	n	ɐŋ	51	n	ɐŋ	51										
	打		t	a	213	t	a	21	t	a	21	打人									
	打		t	a	55	t	a	45	t	a	55	一打									
	省		s	ɪŋ	213	s	ɐŋ	21	s	ɐŋ	21	反省									
	省		s	aŋ	213	s	aŋ	21	s	aŋ	21	廣東省									
	哽		k	ɐŋ	213	k	ɐŋ	21	k	ɐŋ	21										
	礦		kʰ	ɔŋ	33	kʷʰ	ɔŋ	33	kʰ	ɔŋ	22										
	梗		k	ɐŋ	213	k	ɐŋ	21	k	ɐŋ	21	文讀									
	梗		kʷʰ	aŋ	213	kʷʰ	aŋ	21	kʰ	aŋ	21	白讀									
	境		k	ɪŋ	213	k	ɐŋ	21	k	ɐŋ	21										
	警		k	ɪŋ	213	k	ɐŋ	21	k	ɐŋ	21										
	憬		k	ɪŋ	213	k	ɐŋ	21	k	ɐŋ	21										
	景		k	ɪŋ	213	k	ɐŋ	21	k	ɐŋ	21										
	杏		h	ɐŋ	33	h	ɐŋ	33	h	ɐŋ	22										
	影		j	aŋ	213	j	aŋ	21	j	ɛŋ	21	白讀									
	影		j	ɪŋ	213	j	ɐŋ	21	j	ɐŋ	21	文讀									
	影			ɪŋ	213																
	永		w	ɪŋ	213	w	ɐŋ	21	w	ɐŋ	21										
	炳		p	ɪŋ	213	p	ɐŋ	21	p	ɐŋ	21										
	秉		p	ɪŋ	213	p	ɐŋ	21	p	ɐŋ	21										
	丙		p	ɪŋ	213	p	ɐŋ	21	p	ɐŋ	21										
	猛		m	ɐŋ	213	m	ɐŋ	21	m	ɐŋ	21	文讀									
	猛		m	aŋ	213	m	aŋ	21	m	aŋ	21	白讀									
	蜢		m	ɐŋ	213	m	ɐŋ	21	m	ɐŋ	21	文讀									
	蜢		m	aŋ	213	m	aŋ	21	m	aŋ	21	白讀									
	皿		m	ɪŋ	213	m	ɐŋ	21	m	ɐŋ	21										
	敬		k	ɪŋ	33	k	ɐŋ	33	k	ɐŋ	22										
	鏡		k	iaŋ	33	k	iaŋ	33	k	ɛŋ	22										
	竟		k	ɪŋ	213	k	ɐŋ	21	k	ɐŋ	21										
	慶		h	ɪŋ	33	h	ɐŋ	33	h	ɐŋ	22										
	詠		w	ɪŋ	33	w	ɐŋ	33	w	ɐŋ	22										
	泳		w	ɪŋ	33	w	ɐŋ	33	w	ɐŋ	22										
	柄		p	ɪŋ	213	p	ɐŋ	21	p	ɐŋ	21	文讀									
	柄		p	iaŋ	33	p	iaŋ	33	p	ɛŋ	22	白讀									
	病		p	ɪŋ	33	p	ɐŋ	33	p	ɐŋ	22	文讀									
	病		p	iaŋ	33	p	iaŋ	33	p	ɛŋ	22	白讀									
	孟		m	ɐŋ	33	m	ɐŋ	33	m	ɐŋ	22										
	命		m	ɪŋ	33	m	ɐŋ	33	m	ɐŋ	22	文讀									
	命		m	iaŋ	33	m	iaŋ	33	m	ɛŋ	22	白讀									
	競		k	ɪŋ	33	k	ɐŋ	33	k	ɐŋ	22										
	坼		tsʰ	ak	3	tsʰ	ak	2	tsʰ	ak	5										
	宅		ts	ɐk	3	ts	ɐk	2	ts	ak	2										
	澤		ts	ɐk	3	ts	ɐk	2	ts	ak	2										
	擇		ts	ɐk	3	ts	ɐk	2	ts	ak	2										
	嘖		ts	ak	3	ts	ak	2	ts	ak	5										
	蚱		ts	a	33	ts	a	33	ts	a	22										
	窄		ts	ak	3	ts	ak	2	ts	ak	5										
	骼		k	ak	3	k	ak	2	k	ak	5										
	喀		h	ak	3	h	ak	2	h	ak	5										
	客					h	ɐk	2													
	客		h	ak	3	h	ak	2	h	ak	5										
	隙		kʷ	ɪk	5	kʷ	ɐk	5	k	ɐk	5										
	額		ŋ	ak	3	ŋ	ak	2	ŋ	ak	2										
	逆		ŋ	ɐk	3	ŋ	ɐk	2	ŋ	ɐk	2										
	赫		h	ak	5	h	ak	5	h	ak	5										
	柏		p	ak	3	p	ak	2	p	ak	5										
	伯		p	ak	3	p	ak	2	p	ak	5										
	百		p	ak	3	p	ak	2	p	ak	5										
	迫		p	ɪk	5	p	ɐk	5	p	ɐk	5	訓讀逼									
	迫		p	ak	5	p	ak	5	p	ak	5										
	帛		p	ak	3	p	ak	2	p	ak	2										
	白		p	ak	3	p	ak	2	p	ak	2										
	驀		m	ak	3	m	ak	2	m	ak	2										
	陌		m	ak	3	m	ak	2	m	ak	2										
	佰		p	ak	3	p	ak	2	p	ak	5										
	珀		pʰ	ak	3	pʰ	ak	2	pʰ	ak	5										
	拍		pʰ	ak	3	pʰ	ak	2	pʰ	ak	5										
	劇		kʰ	iak	3	kʰ	iak	2	kʰ	ɛk	2										
	丁		t	ɪŋ	55	t	ɐŋ	45	t	ɐŋ	55										
	瞪		t	ɐŋ	55	t	ɐŋ	45	t	ɐŋ	55										
	橙		tsʰ	aŋ	51	tsʰ	aŋ	51	tsʰ	aŋ	51										
	爭		ts	ɐŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	猙		ts	ɐŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	箏		ts	ɐŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	耕		k	ɐŋ	55	k	ɐŋ	45	k	ɐŋ	55										
	耕		k	aŋ	55	k	aŋ	45	k	aŋ	55										
	鏗		h	ɐŋ	55	h	ɐŋ	45	h	ɐŋ	55										
	轟		kʷ	ɐŋ	55	kʷ	ɐŋ	45	k	ɐŋ	55										
	閎		w	ɐŋ	51	w	ɐŋ	51	w	ɐŋ	51										
	宏		w	ɐŋ	51	w	ɐŋ	51	w	ɐŋ	51										
	莖		k	ɪŋ	33	k	ɐŋ	33	k	ɐŋ	22										
	鶯			ɐŋ	55		ɐŋ	45		ɐŋ	55										
	鸚			ɪŋ	55		ɐŋ	45		ɐŋ	55										
	罌			aŋ	55		aŋ	45		aŋ	55	容器									
	罌			ɐŋ	55		ɐŋ	45		ɐŋ	55	罌粟									
	櫻			ɪŋ	55		ɐŋ	45		ɐŋ	55										
	拼		pʰ	ɪŋ	55	pʰ	ɐŋ	45	pʰ	ɐŋ	55										
	繃		p	ɐŋ	55	p	ɐŋ	45	p	ɐŋ	55	繃帶									
	繃		m	ɐŋ	55	m	ɐŋ	45	m	ɐŋ	55	繃著臉									
	庄		ts	ɔŋ	55	ts	ɔŋ	45	ts	ɔŋ	55										
	萌		m	ɐŋ	51	m	ɐŋ	51	m	ɐŋ	51										
	砰		pʰ	ɪŋ	55	pʰ	ɐŋ	45	pʰ	ɐŋ	55										
	耿		k	ɐŋ	213	k	ɐŋ	21	k	ɐŋ	21										
	倖		h	ɐŋ	33	h	ɐŋ	33	h	ɐŋ	22										
	幸		h	ɐŋ	33	h	ɐŋ	33	h	ɐŋ	22										
	諍		ts	ɐŋ	33	ts	ɐŋ	33	ts	ɐŋ	22										
	硬		ŋ	aŋ	33	ŋ	aŋ	33	ŋ	aŋ	22										
	迸		pʰ	ɪŋ	33	pʰ	ɐŋ	33	pʰ	ɐŋ	22										
	摘		ts	ak	3	ts	ak	2	ts	ak	2										
	責		ts	ak	3	ts	ak	2	ts	ak	5										
	冊		tsʰ	ak	3	tsʰ	ak	2	tsʰ	ak	5										
	策		tsʰ	ak	3	tsʰ	ak	2	tsʰ	ak	5										
	隔		k	ak	3	k	ak	2	k	ak	5										
	革		k	ɐk	3	k	ɐk	2	k	ak	5										
	獲		w	ɔk	3	w	ɔk	2	w	ɔk	2										
	核		h	ɐt	3	h	ɐt	2	h	ɐt	2										
	核		w	ɐt	3	w	ɐt	2	w	ɐt	2	果核									
	劃		w	ak	3	w	ak	2	w	ak	2										
	厄			ɐk	5		ɐk	5		ɐk	5										
	麥		m	ak	3	m	ak	2	m	ak	2										
	脈		m	ɐk	3	m	ɐk	2	m	ak	2										
	精		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	文讀									
	精		ts	iaŋ	55	ts	iaŋ	45	ts	ɛŋ	55	白讀									
	菁		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	睛		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	蜻		tsʰ	ɪŋ	55	tsʰ	ɐŋ	45	tsʰ	ɐŋ	55										
	晶		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	清		tsʰ	ɪŋ	55	tsʰ	ɐŋ	45	tsʰ	ɐŋ	55										
	情		tsʰ	ɪŋ	51	tsʰ	ɐŋ	51	tsʰ	ɐŋ	51										
	請		tsʰ	ɪŋ	213	tsʰ	ɐŋ	21	tsʰ	ɐŋ	21	文讀									
	請		tsʰ	iaŋ	213	tsʰ	iaŋ	21	tsʰ	ɛŋ	21	白讀									
	晴		tsʰ	ɪŋ	51	tsʰ	ɐŋ	51	tsʰ	ɐŋ	51										
	正		ts	iaŋ	33	ts	iaŋ	33	ts	ɛŋ	22	好正									
	正		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	正月									
	正		ts	ɪŋ	33	ts	ɐŋ	33	ts	ɐŋ	22	正午									
	怔		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	征		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	誠		s	ɪŋ	51	s	ɐŋ	51	s	ɐŋ	51										
	成		s	ɪŋ	51	s	ɐŋ	51	s	ɐŋ	51	成功									
	成		s	iaŋ	51	s	iaŋ	51	s	ɛŋ	51	成日									
	城		s	ɪŋ	51	s	ɐŋ	51	s	ɐŋ	51	文讀									
	城		s	iaŋ	51	s	iaŋ	51	s	ɛŋ	51	白讀									
	盛		s	ɪŋ	33	s	ɐŋ	33	s	ɐŋ	22	旺盛									
	盛		s	ɪŋ	51	s	ɐŋ	51	s	ɐŋ	51	盛湯									
	聲		s	ɪŋ	55	s	ɐŋ	45	s	ɐŋ	55	文讀									
	聲		s	iaŋ	55	s	iaŋ	45	s	ɛŋ	55	白讀									
	頃		kʰ	ɪŋ	213	kʰ	ɐŋ	21	kʰ	ɐŋ	21										
	傾		kʰ	ɪŋ	55	kʰ	ɐŋ	45	kʰ	ɐŋ	55										
	輕		h	ɪŋ	55	h	ɐŋ	45	h	ɐŋ	55	文讀									
	輕		h	iaŋ	55	h	iaŋ	45	h	ɛŋ	55	白讀									
	輕		kʰ	ɪŋ	55	kʰ	ɐŋ	45	kʰ	ɐŋ	55										
	縈			ɪŋ	51		ɐŋ	51		ɐŋ	51										
	嬰			ɪŋ	55		ɐŋ	45		ɐŋ	55										
	營			ɪŋ	51		ɐŋ	51		ɐŋ	51										
	盈			ɪŋ	51		ɐŋ	51		ɐŋ	51										
	贏		j	aŋ	51	j	aŋ	51	j	ɛŋ	51										
	贏			ɪŋ	51		ɐŋ	51		ɐŋ	51	文讀									
	屏		pʰ	ɪŋ	51	pʰ	ɐŋ	51	pʰ	ɐŋ	51	屏幕									
	屏		p	ɪŋ	213	p	ɐŋ	21	p	ɐŋ	21	屏除									
	并		pʰ	ɪŋ	33	pʰ	ɐŋ	33	pʰ	ɐŋ	22	合并									
	并		p	ɪŋ	33	p	ɐŋ	33	p	ɐŋ	22	并且									
	名		m	ɪŋ	51	m	ɐŋ	51	m	ɐŋ	51	文讀									
	名		m	iaŋ	51	m	iaŋ	51	m	ɛŋ	51	白讀									
	瓊		kʰ	ɪŋ	51	kʰ	ɐŋ	51	kʰ	ɐŋ	51										
	頸		k	iaŋ	213	k	iaŋ	21	k	ɛŋ	21										
	嶺		l	iaŋ	213	l	iaŋ	21	l	ɛŋ	21	南嶺									
	嶺		l	ɪŋ	213	l	ɐŋ	21	l	ɐŋ	21	嶺南									
	領		l	ɪŋ	213	l	ɐŋ	21	l	ɐŋ	21	文讀									
	領		l	iaŋ	213	l	iaŋ	21	l	ɛŋ	21	白讀									
	井		ts	ɪŋ	213	ts	ɐŋ	21	ts	ɐŋ	21	文讀									
	井		ts	iaŋ	213	ts	iaŋ	21	ts	ɛŋ	21	白讀									
	睜		ts	ɐŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	阱		ts	ɪŋ	33	ts	ɐŋ	33	ts	ɐŋ	22										
	靖		ts	ɪŋ	33	ts	ɐŋ	33	ts	ɐŋ	22										
	靜		ts	ɪŋ	33	ts	ɐŋ	33	ts	ɐŋ	22										
	整		ts	ɪŋ	213	ts	ɐŋ	21	ts	ɐŋ	21										
	潁		w	ɪŋ	33	w	ɐŋ	33	w	ɐŋ	22										
	穎		w	ɪŋ	33	w	ɐŋ	33	w	ɐŋ	22										
	餅		p	iaŋ	213	p	iaŋ	21	p	ɛŋ	21										
	併		pʰ	ɪŋ	33	pʰ	ɐŋ	33	pʰ	ɐŋ	22										
	併		p	ɪŋ	33	p	ɐŋ	33	p	ɐŋ	22										
	淨		ts	ɪŋ	33	ts	ɐŋ	33	ts	ɐŋ	22	文讀									
	淨		ts	iaŋ	33	ts	iaŋ	33	ts	ɛŋ	22	白讀									
	性		s	ɪŋ	33	s	ɐŋ	33	s	ɐŋ	22										
	姓		s	ɪŋ	33	s	ɐŋ	33	s	ɐŋ	22	文讀									
	姓		s	iaŋ	33	s	iaŋ	33	s	ɛŋ	22	白讀									
	政		ts	ɪŋ	33	ts	ɐŋ	33	ts	ɐŋ	22										
	聖		s	ɪŋ	33	s	ɐŋ	33	s	ɐŋ	22										
	勁		k	ɪŋ	33	k	ɐŋ	33	k	ɐŋ	22										
	摒		p	ɪŋ	213	p	ɐŋ	21	p	ɐŋ	21										
	聘		pʰ	ɪŋ	33	pʰ	ɐŋ	33	pʰ	ɐŋ	22										
	娉		pʰ	ɪŋ	55																
	跡		ts	ɪk	5	ts	ɐk	5	ts	ɐk	5										
	蹟		ts	ɪk	5	ts	ɐk	5	ts	ɐk	5										
	脊		ts	iak	3	ts	iak	2	ts	ɛk	2										
	瘠		ts	iak	3	ts	iak	2	ts	ɛk	2										
	籍		ts	ɪk	3	ts	ɐk	2	ts	ɐk	2										
	惜		s	iak	3	s	iak	2	s	ɛk	2	白，指疼爱									
	惜		s	ɪk	5	s	ɐk	5	s	ɐk	5										
	昔		s	ɪk	5	s	ɐk	5	s	ɐk	5										
	汐		ts	ɪk	3	ts	ɐk	2	ts	ɐk	2										
	夕		ts	ɪk	3	ts	ɐk	2	ts	ɐk	2										
	蓆		ts	iak	3	ts	iak	2	ts	ɛk	2										
	席		ts	iak	3	ts	iak	2	ts	ɛk	2	涼席									
	席		ts	ɪk	3	ts	ɐk	2	ts	ɐk	2	席位									
	隻		ts	iak	3	ts	iak	2	ts	ɛk	2										
	尺		tsʰ	iak	3	tsʰ	iak	2	tsʰ	ɛk	2										
	赤		tsʰ	ɪk	5	tsʰ	ɐk	5	tsʰ	ɐk	5	文讀									
	赤		tsʰ	iak	3	tsʰ	iak	2	tsʰ	ɛk	2	白讀									
	碩		s	iak	3	s	iak	2	s	ɛk	2										
	石		s	iak	3	s	iak	2	s	ɛk	2										
	釋		s	ɪk	5	s	ɐk	5	s	ɐk	5										
	適		s	ɪk	5	s	ɐk	5	s	ɐk	5										
	益			ɪk	5		ɐk	5		ɐk	5										
	亦			ɪk	3		ɐk	2		ɐk	2										
	疫		w	ɪk	3		ɐk	2		ɐk	2										
	疫			ɪk	3																
	液			ɪk	3		ɐk	2		ɐk	2										
	奕			ɪk	3		ɐk	2		ɐk	2										
	驛			ɪk	3		ɐk	2		ɐk	2										
	腋			ɪk	3		ɐk	2		ɐk	2										
	繹			ɪk	3		ɐk	2		ɐk	2										
	睪																				
	睪																				
	譯			ɪk	3		ɐk	2		ɐk	2										
	蜴			ɪk	3		ɐk	2		ɐk	2										
	役		w	ɪk	3		ɐk	2		ɐk	2										
	役			ɪk	3																
	璧		p	ɪk	5	p	ɐk	5	p	ɐk	5										
	闢		pʰ	ɪk	5	pʰ	ɐk	5	pʰ	ɐk	5										
	僻		pʰ	ɪk	5	pʰ	ɐk	5	pʰ	ɐk	5										
	楨		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	貞		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	禎		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	偵		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	程		tsʰ	ɪŋ	51	tsʰ	ɐŋ	51	tsʰ	ɐŋ	51										
	呈		tsʰ	ɪŋ	51	tsʰ	ɐŋ	51	tsʰ	ɐŋ	51										
	逞		tsʰ	ɪŋ	213	tsʰ	ɐŋ	21	tsʰ	ɐŋ	21										
