繁	簡	IPA	IPA無調	拼音	調值	解釋													
□		Ǿuəŋ⁵¹	Ǿuəŋ	uen3	51	大魚游過水面時出現的漩渦													
魂	魂	Ǿuəŋ³⁴	Ǿuəŋ	uen2B	34														
餛	馄	Ǿuəŋ³⁴	Ǿuəŋ	uen2B	34														
渾	浑	Ǿuəŋ³⁴	Ǿuəŋ	uen2B	34	~水													
橫	横	Ǿuəŋ³⁴	Ǿuəŋ	uen2B	34	白													
君	君	tʃyŋ⁴⁴	tʃyŋ	ciun1	44														
軍	军	tʃyŋ⁴⁴	tʃyŋ	ciun1	44														
均	均	tʃyŋ⁴⁴	tʃyŋ	ciun1	44														
鈞	钧	tʃyŋ⁴⁴	tʃyŋ	ciun1	44														
皸	皲	tʃyŋ⁴⁴	tʃyŋ	ciun1	44														
龜	龟	tʃyŋ⁴⁴	tʃyŋ	ciun1	44														
尊	尊	tʃyŋ⁴⁴	tʃyŋ	ciun1	44														
遵	遵	tʃyŋ⁴⁴	tʃyŋ	ciun1	44														
菌	菌	tʃyŋ⁴⁴	tʃyŋ	ciun1	44	細~													
諄	谆	tʃyŋ⁴⁴	tʃyŋ	ciun1	44														
巾	巾	tʃyŋ⁴⁴	tʃyŋ	ciun1	44	頭~（孝帽）													
金	金	tʃyŋ⁴⁴	tʃyŋ	ciun1	44	~針（菜）													
準	准	tʃyŋ⁵¹	tʃyŋ	ciun3	51														
准	准	tʃyŋ⁵¹	tʃyŋ	ciun3	51	批~													
儘	尽	tʃyŋ⁵¹	tʃyŋ	ciun3	51	~喫，~前頭坐													
□		tʃyŋ⁵¹	tʃyŋ	ciun3	51	繩子、線等單位長度的迴旋數													
□		tʃyŋ⁵¹	tʃyŋ	ciun3	51	稱物時秤尾高，又叫[ɕiɪ̃⁴⁴]													
俊	俊	tʃyŋ³²⁴	tʃyŋ	ciun5	324														
駿	骏	tʃyŋ³²⁴	tʃyŋ	ciun5	324														
儁	俊	tʃyŋ³²⁴	tʃyŋ	ciun5	324														
晉	晋	tʃyŋ³²⁴	tʃyŋ	ciun5	324														
進	进	tʃyŋ³²⁴	tʃyŋ	ciun5	324														
峻	峻	tʃyŋ³²⁴	tʃyŋ	ciun5	324														
浚	浚	tʃyŋ³²⁴	tʃyŋ	ciun5	324														
竣	竣	tʃyŋ³²⁴	tʃyŋ	ciun5	324														
稕	稕	tʃyŋ³²⁴	tʃyŋ	ciun5	324	上~，增大捻度													
村	村	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44														
春	春	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44														
椿	椿	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44														
蟶	蛏	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44	毛~，貝類的一種													
逡	逡	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44														
皴	皴	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44														
竣	竣	tʃʰyŋ⁴⁴	tʃʰyŋ	chiun1	44	老													
蠢	蠢	tʃʰyŋ⁵¹	tʃʰyŋ	chiun3	51														
惷	惷	tʃʰyŋ⁵¹	tʃʰyŋ	chiun3	51														
忖	忖	tʃʰyŋ⁵¹	tʃʰyŋ	chiun3	51														
寸	寸	tʃʰyŋ³²⁴	tʃʰyŋ	chiun5	324														
舂	舂	tʃʰyŋ³²⁴	tʃʰyŋ	chiun5	324	又音，~稻													
稱	称	tʃʰyŋ³²⁴	tʃʰyŋ	chiun5	324	又音，~心如意													
襯	衬	tʃʰyŋ³²⁴	tʃʰyŋ	chiun5	324	幫~													
羣	群	dʒyŋ¹¹³	dʒyŋ	jiun2A	113														
裠	裙	dʒyŋ¹¹³	dʒyŋ	jiun2A	113														
帬	裙	dʒyŋ¹¹³	dʒyŋ	jiun2A	113														
群	群	dʒyŋ¹¹³	dʒyŋ	jiun2A	113														
裙	裙	dʒyŋ¹¹³	dʒyŋ	jiun2A	113														
芹	芹	dʒyŋ¹¹³	dʒyŋ	jiun2A	113	~菜													
琴	琴	dʒyŋ¹¹³	dʒyŋ	jiun2A	113	人名常用字													
禽	禽	dʒyŋ¹¹³	dʒyŋ	jiun2A	113														
擒	擒	dʒyŋ¹¹³	dʒyŋ	jiun2A	113														
檎	檎	dʒyŋ¹¹³	dʒyŋ	jiun2A	113														
郡	郡	dʒyŋ²¹³	dʒyŋ	jiun6	213														
窘	窘	dʒyŋ²¹³	dʒyŋ	jiun6	213														
勳	勋	ʃyŋ⁴⁴	ʃyŋ	shiun1	44														
熏	熏	ʃyŋ⁴⁴	ʃyŋ	shiun1	44														
薰	薰	ʃyŋ⁴⁴	ʃyŋ	shiun1	44														
燻	熏	ʃyŋ⁴⁴	ʃyŋ	shiun1	44	同熏													
荀	荀	ʃyŋ⁴⁴	ʃyŋ	shiun1	44	姓氏													
勛	勋	ʃyŋ⁴⁴	ʃyŋ	shiun1	44	同勳													
伸	伸	ʃyŋ⁴⁴	ʃyŋ	shiun1	44	~腰扭肚，伸懶腰													
深	深	ʃyŋ⁴⁴	ʃyŋ	shiun1	44	又音													
醺	醺	ʃyŋ⁴⁴	ʃyŋ	shiun1	44														
筍	笋	ʃyŋ⁵¹	ʃyŋ	shiun3	51														
笋	笋	ʃyŋ⁵¹	ʃyŋ	shiun3	51	同筍													
省	省	ʃyŋ⁵¹	ʃyŋ	shiun3	51	江蘇~；反~；~親													
醒	醒	ʃyŋ⁵¹	ʃyŋ	shiun3	51	白，~覺，睡醒了													
損	损	ʃyŋ⁵¹	ʃyŋ	shiun3	51														
隼	隼	ʃyŋ⁵¹	ʃyŋ	shiun3	51														
榫	榫	ʃyŋ⁵¹	ʃyŋ	shiun3	51	投~													
蕈	蕈	ʃyŋ⁵¹	ʃyŋ	shiun3	51														
髓	髓	ʃyŋ⁵¹	ʃyŋ	shiun3	51	骨~													
訓	训	ʃyŋ³²⁴	ʃyŋ	shiun5	324														
巽	巽	ʃyŋ³²⁴	ʃyŋ	shiun5	324														
舜	舜	ʃyŋ³²⁴	ʃyŋ	shiun5	324														
瞬	瞬	ʃyŋ³²⁴	ʃyŋ	shiun5	324														
迅	迅	ʃyŋ³²⁴	ʃyŋ	shiun5	324														
訊	讯	ʃyŋ³²⁴	ʃyŋ	shiun5	324	~堂													
遜	逊	ʃyŋ³²⁴	ʃyŋ	shiun5	324														
詢	询	ʃyŋ³²⁴	ʃyŋ	shiun5	324														
尋	寻	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113	文													
秦	秦	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113														
存	存	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113														
詢	询	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113	又音													
循	循	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113														
巡	巡	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113														
馴	驯	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113														
純	纯	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113														
鶉	鹑	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113														
醇	醇	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113														
脣	唇	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113	白													
旬	旬	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113														
蓴	莼	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113														
蒓	莼	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113														
淳	淳	ʒyŋ¹¹³	ʒyŋ	zhiun2A	113														
吮	吮	ʒyŋ²³¹	ʒyŋ	zhiun4	231														
菌	菌	ʒyŋ²³¹	ʒyŋ	zhiun4	231	白，呂四四甲字表皆作菌，本字或爲蕈													
蕈	蕈	ʒyŋ²³¹	ʒyŋ	zhiun4	231	白													
腎	肾	ʒyŋ²¹³	ʒyŋ	zhiun6	213														
慎	慎	ʒyŋ²¹³	ʒyŋ	zhiun6	213														
愼	慎	ʒyŋ²¹³	ʒyŋ	zhiun6	213														
殉	殉	ʒyŋ²¹³	ʒyŋ	zhiun6	213														
順	顺	ʒyŋ²¹³	ʒyŋ	zhiun6	213														
閏	闰	ʒyŋ²¹³	ʒyŋ	zhiun6	213														
潤	润	ʒyŋ²¹³	ʒyŋ	zhiun6	213														
徇	徇	ʒyŋ²¹³	ʒyŋ	zhiun6	213														
贇	赟	Ǿyŋ⁴⁴	Ǿyŋ	iun1	44	人名用字													
氳	氲	Ǿyŋ⁴⁴	Ǿyŋ	iun1	44														
尹	尹	Ǿyŋ⁵¹	Ǿyŋ	iun3	51	姓氏													
允	允	Ǿyŋ⁵¹	Ǿyŋ	iun3	51														
隕	陨	Ǿyŋ⁵¹	Ǿyŋ	iun3	51														
殞	殒	Ǿyŋ⁵¹	Ǿyŋ	iun3	51														
醞	酝	Ǿyŋ³²⁴	Ǿyŋ	iun5	324														
勻	匀	Ǿyŋ³⁴	Ǿyŋ	iun2B	34														
云	云	Ǿyŋ³⁴	Ǿyŋ	iun2B	34	子曰詩~													
雲	云	Ǿyŋ³⁴	Ǿyŋ	iun2B	34														
芸	芸	Ǿyŋ³⁴	Ǿyŋ	iun2B	34	~豆													
蕓	芸	Ǿyŋ³⁴	Ǿyŋ	iun2B	34	~薹													
耘	耘	Ǿyŋ³⁴	Ǿyŋ	iun2B	34														
𦔐	𦔐	Ǿyŋ³⁴	Ǿyŋ	iun2B	34	同耘													
盈	盈	Ǿyŋ³⁴	Ǿyŋ	iun2B	34														
贏	赢	Ǿyŋ³⁴	Ǿyŋ	iun2B	34														
嬴	嬴	Ǿyŋ³⁴	Ǿyŋ	iun2B	34														
瀛	瀛	Ǿyŋ³⁴	Ǿyŋ	iun2B	34														
楹	楹	Ǿyŋ³⁴	Ǿyŋ	iun2B	34														
蘊	蕴	Ǿyŋ³²⁴	Ǿyŋ	iun5	324														
熨	熨	ɦyŋ²¹³	ɦyŋ	yun6	213	~斗													
韻	韵	ɦyŋ²¹³	ɦyŋ	yun6	213														
運	运	ɦyŋ²¹³	ɦyŋ	yun6	213														
暈	晕	ɦyŋ²¹³	ɦyŋ	yun6	213														
孕	孕	ɦyŋ²¹³	ɦyŋ	yun6	213														
邊	边	piɪ̃⁴⁴	piɪ̃	pien1	44														
編	编	piɪ̃⁴⁴	piɪ̃	pien1	44														
砭	砭	piɪ̃⁴⁴	piɪ̃	pien1	44														
鞭	鞭	piɪ̃⁴⁴	piɪ̃	pien1	44														
蝙	蝙	piɪ̃⁴⁴	piɪ̃	pien1	44														
鯿	鳊	piɪ̃⁴⁴	piɪ̃	pien1	44	~魚													
□		piɪ̃⁴⁴	piɪ̃	pien1	44	比：他~我小													
煸	煸	piɪ̃⁴⁴	piɪ̃	pien1	44	烹調方法，燒魚先用油煎一下													
扁	扁	piɪ̃⁵¹	piɪ̃	pien3	51														
藊	藊	piɪ̃⁵¹	piɪ̃	pien3	51	~豆													
匾	匾	piɪ̃⁵¹	piɪ̃	pien3	51														
貶	贬	piɪ̃⁵¹	piɪ̃	pien3	51														
變	变	piɪ̃³²⁴	piɪ̃	pien5	324														
遍	遍	piɪ̃³²⁴	piɪ̃	pien5	324														
徧	遍	piɪ̃³²⁴	piɪ̃	pien5	324														
偏	偏	pʰiɪ̃⁴⁴	pʰiɪ̃	phien1	44														
篇	篇	pʰiɪ̃⁴⁴	pʰiɪ̃	phien1	44														
翩	翩	pʰiɪ̃⁴⁴	pʰiɪ̃	phien1	44														
扁	扁	pʰiɪ̃⁴⁴	pʰiɪ̃	phien1	44	~舟													
片	片	pʰiɪ̃⁴⁴	pʰiɪ̃	phien1	44	~子													
騙	骗	pʰiɪ̃³²⁴	pʰiɪ̃	phien5	324														
片	片	pʰiɪ̃³²⁴	pʰiɪ̃	phien5	324														
遍	遍	pʰiɪ̃³²⁴	pʰiɪ̃	phien5	324	一~													
便	便	biɪ̃¹¹³	biɪ̃	bien2A	113	~宜；大腹~~													
駢	骈	biɪ̃¹¹³	biɪ̃	bien2A	113														
胼	胼	biɪ̃¹¹³	biɪ̃	bien2A	113														
蹁	蹁	biɪ̃¹¹³	biɪ̃	bien2A	113	~韆													
辮	辫	biɪ̃²¹³	biɪ̃	bien6	213														
辯	辩	biɪ̃²¹³	biɪ̃	bien6	213														
辨	辨	biɪ̃²¹³	biɪ̃	bien6	213														
弁	弁	biɪ̃²¹³	biɪ̃	bien6	213														
卞	卞	biɪ̃²¹³	biɪ̃	bien6	213														
汴	汴	biɪ̃²¹³	biɪ̃	bien6	213														
便	便	biɪ̃²¹³	biɪ̃	bien6	213	~利													
扁	扁	biɪ̃²¹³	biɪ̃	bien6	213	~鵲													
鶣	𬸜	biɪ̃²¹³	biɪ̃	bien6	213														
免	免	ʔmiɪ̃⁵¹	ʔmiɪ̃	mien3	51														
勉	勉	ʔmiɪ̃⁵¹	ʔmiɪ̃	mien3	51														
娩	娩	ʔmiɪ̃⁵¹	ʔmiɪ̃	mien3	51														
丏	丏	ʔmiɪ̃⁵¹	ʔmiɪ̃	mien3	51														
冕	冕	ʔmiɪ̃⁵¹	ʔmiɪ̃	mien3	51														
緬	缅	ʔmiɪ̃⁵¹	ʔmiɪ̃	mien3	51														
湎	湎	ʔmiɪ̃⁵¹	ʔmiɪ̃	mien3	51														
靦	䩄	ʔmiɪ̃⁵¹	ʔmiɪ̃	mien3	51	~腆													
鮸	𩾃	ʔmiɪ̃⁵¹	ʔmiɪ̃	mien3	51	~魚													
黽	黾	ʔmiɪ̃⁵¹	ʔmiɪ̃	mien3	51														
澠	渑	ʔmiɪ̃⁵¹	ʔmiɪ̃	mien3	51														
棉	棉	ʔmiɪ̃³⁴	ʔmiɪ̃	mien2B	34														
綿	绵	ʔmiɪ̃³⁴	ʔmiɪ̃	mien2B	34														
眠	眠	ʔmiɪ̃³⁴	ʔmiɪ̃	mien2B	34														
面	面	miɪ̃²¹³	miɪ̃	mien6	213	~子													
麪	面	miɪ̃²¹³	miɪ̃	mien6	213	~條													
麵	面	miɪ̃²¹³	miɪ̃	mien6	213	同麪													
顛	颠	tiɪ̃⁴⁴	tiɪ̃	tien1	44														
顚	颠	tiɪ̃⁴⁴	tiɪ̃	tien1	44	同顛													
巔	巅	tiɪ̃⁴⁴	tiɪ̃	tien1	44														
癲	癫	tiɪ̃⁴⁴	tiɪ̃	tien1	44														
瘨	癫	tiɪ̃⁴⁴	tiɪ̃	tien1	44	巔本字													
掂	掂	tiɪ̃⁴⁴	tiɪ̃	tien1	44														
敁	敁	tiɪ̃⁴⁴	tiɪ̃	tien1	44	~份量													
點	点	tiɪ̃⁵¹	tiɪ̃	tien3	51														
典	典	tiɪ̃⁵¹	tiɪ̃	tien3	51														
腆	腆	tiɪ̃⁵¹	tiɪ̃	tien3	51	靦~，又音													
碘	碘	tiɪ̃⁵¹	tiɪ̃	tien3	51														
店	店	tiɪ̃³²⁴	tiɪ̃	tien5	324														
惦	惦	tiɪ̃³²⁴	tiɪ̃	tien5	324														
墊	垫	tiɪ̃³²⁴	tiɪ̃	tien5	324	墊（動詞）：~來身頭（墊在身上）													
踮	踮	tiɪ̃³²⁴	tiɪ̃	tien5	324														
玷	玷	tiɪ̃³²⁴	tiɪ̃	tien5	324														
天	天	tʰiɪ̃⁴⁴	tʰiɪ̃	thien1	44														
添	添	tʰiɪ̃⁴⁴	tʰiɪ̃	thien1	44														
舔	舔	tʰiɪ̃⁵¹	tʰiɪ̃	thien3	51														
腆	腆	tʰiɪ̃⁵¹	tʰiɪ̃	thien3	51	靦~													
靦	䩄	tʰiɪ̃⁵¹	tʰiɪ̃	thien3	51														
忝	忝	tʰiɪ̃⁵¹	tʰiɪ̃	thien3	51														
掭	掭	tʰiɪ̃³²⁴	tʰiɪ̃	thien5	324	~筆													
舚	舚	tʰiɪ̃³²⁴	tʰiɪ̃	thien5	324	舌頭伸出（口）													
㐁	㐁	tʰiɪ̃³²⁴	tʰiɪ̃	thien5	324	蛇~子，蛇舌													
田	田	diɪ̃¹¹³	diɪ̃	dien2A	113														
鿬	鿬	diɪ̃¹¹³	diɪ̃	dien2A	113														
甜	甜	diɪ̃¹¹³	diɪ̃	dien2A	113														
恬	恬	diɪ̃¹¹³	diɪ̃	dien2A	113														
鈿	钿	diɪ̃¹¹³	diɪ̃	dien2A	113														
填	填	diɪ̃¹¹³	diɪ̃	dien2A	113														
塡	填	diɪ̃¹¹³	diɪ̃	dien2A	113														
滇	滇	diɪ̃¹¹³	diɪ̃	dien2A	113														
闐	阗	diɪ̃¹¹³	diɪ̃	dien2A	113														
殿	殿	diɪ̃²¹³	diɪ̃	dien6	213														
殄	殄	diɪ̃²¹³	diɪ̃	dien6	213														
墊	垫	diɪ̃²¹³	diɪ̃	dien6	213	訓作㼭													
簟	簟	diɪ̃²¹³	diɪ̃	dien6	213	~蓆													
㼭	㼭	diɪ̃²¹³	diɪ̃	dien6	213														
電	电	diɪ̃²¹³	diɪ̃	dien6	213														
奠	奠	diɪ̃²¹³	diɪ̃	dien6	213														
澱	淀	diɪ̃²¹³	diɪ̃	dien6	213	沈~													
淀	淀	diɪ̃²¹³	diɪ̃	dien6	213														
甸	甸	diɪ̃²¹³	diɪ̃	dien6	213														
佃	佃	diɪ̃²¹³	diɪ̃	dien6	213														
靛	靛	diɪ̃²¹³	diɪ̃	dien6	213														
臉	脸	ʔniɪ̃⁵¹	ʔniɪ̃	nien3	51														
輦	辇	ʔniɪ̃⁵¹	ʔniɪ̃	nien3	51														
攆	撵	ʔniɪ̃⁵¹	ʔniɪ̃	nien3	51	又音													
兩	两	ʔniɪ̃⁵¹	ʔniɪ̃	nien3	51														
輛	辆	ʔniɪ̃⁵¹	ʔniɪ̃	nien3	51														
倆	俩	ʔniɪ̃⁵¹	ʔniɪ̃	nien3	51														
魎	魉	ʔniɪ̃⁵¹	ʔniɪ̃	nien3	51														
連	连	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
鰱	鲢	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
漣	涟	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
蓮	莲	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
聯	联	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
䏈	联	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34	聯本字													
廉	廉	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
鐮	镰	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
濂	濂	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
簾	帘	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34	~子													
帘	帘	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34	酒~													
奩	奁	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
匳	奁	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34	同奩													
良	良	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
涼	凉	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
量	量	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34	動詞，~長短													
糧	粮	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
梁	梁	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34	姓氏													
樑	梁	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
粱	粱	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
憐	怜	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
褳	裢	ʔniɪ̃³⁴	ʔniɪ̃	nien2B	34														
斂	敛	niɪ̃²¹³	niɪ̃	nien6	213														
殮	殓	niɪ̃²¹³	niɪ̃	nien6	213														
練	练	niɪ̃²¹³	niɪ̃	nien6	213														
煉	炼	niɪ̃²¹³	niɪ̃	nien6	213														
鍊	炼	niɪ̃²¹³	niɪ̃	nien6	213														
楝	楝	niɪ̃²¹³	niɪ̃	nien6	213														
鏈	链	niɪ̃²¹³	niɪ̃	nien6	213														
瀲	潋	niɪ̃²¹³	niɪ̃	nien6	213														
戀	恋	niɪ̃²¹³	niɪ̃	nien6	213														
亮	亮	niɪ̃²¹³	niɪ̃	nien6	213														
諒	谅	niɪ̃²¹³	niɪ̃	nien6	213														
量	量	niɪ̃²¹³	niɪ̃	nien6	213	數~													
晾	晾	niɪ̃²¹³	niɪ̃	nien6	213														
踉	踉	niɪ̃²¹³	niɪ̃	nien6	213														
煎	煎	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
兼	兼	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
間	间	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44	文，中~													
肩	肩	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
箋	笺	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
蒹	蒹	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
緘	缄	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
堅	坚	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
尖	尖	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
鑯	鑯	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44	尖本字													
殲	歼	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
漸	渐	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44	西學東~													
艱	艰	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
姦	奸	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
奸	奸	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
僉	佥	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
菅	菅	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44	~茅草													
犍	犍	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44	~小菜													
搛	搛	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
沾	沾	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44	~親帶故													
霑	霑	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
占	占	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
詹	詹	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44	姓氏													
瞻	瞻	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
氈	毡	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
䌠	䌠	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44	~酸													
薑	姜	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
姜	姜	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44	姓氏													
韁	缰	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
繮	缰	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
疆	疆	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
畕	疆	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
僵	僵	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
殭	殭	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
漿	浆	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
糨	糨	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44														
將	将	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44	~來													
墘	墘	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44	上，旁邊，裏，附近：頭~，腳~，身~，上~，下~													
舷	舷	tɕiɪ̃⁴⁴	tɕiɪ̃	cien1	44	上，旁邊，裏，附近：頭~，腳~，身~，上~，下~													
檢	检	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
簡	简	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
鐗	锏	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
鐧	锏	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
剪	剪	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
翦	翦	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
謇	謇	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
繭	茧	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
柬	柬	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
減	减	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51	文													
撿	捡	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
瞼	睑	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
趼	趼	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51	老~													
戩	戬	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
毽	毽	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
挸	挸	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51	揩洗：~布，洗碗布													
展	展	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
輾	辗	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
搌	搌	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
獎	奖	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
槳	桨	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
蔣	蒋	tɕiɪ̃⁵¹	tɕiɪ̃	cien3	51														
建	建	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
薦	荐	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
澗	涧	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
見	见	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
牮	牮	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324	屋斜使正													
間	间	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324	~割，文													
諫	谏	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
僭	僭	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
濺	溅	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
箭	箭	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
佔	占	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324	~領													
戰	战	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
醬	酱	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
將	将	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324	大~													
劍	剑	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
鑑	鉴	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
鑒	鉴	tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324														
□		tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324	~帬，舊時婦女穿的													
□		tɕiɪ̃³²⁴	tɕiɪ̃	cien5	324	斜插進去													
簽	签	tɕʰiɪ̃⁴⁴	tɕʰiɪ̃	chien1	44	~字													
籤	签	tɕʰiɪ̃⁴⁴	tɕʰiɪ̃	chien1	44	抽~													
𠠃	𠠃	tɕʰiɪ̃⁴⁴	tɕʰiɪ̃	chien1	44	切削													
槧	椠	tɕʰiɪ̃⁴⁴	tɕʰiɪ̃	chien1	44	削皮													
鋟	锓	tɕʰiɪ̃⁴⁴	tɕʰiɪ̃	chien1	44	刻、彫：~圖章、~花板													
銓	铨	tɕʰiɪ̃⁴⁴	tɕʰiɪ̃	chien1	44														
詮	诠	tɕʰiɪ̃⁴⁴	tɕʰiɪ̃	chien1	44														
荃	荃	tɕʰiɪ̃⁴⁴	tɕʰiɪ̃	chien1	44														
悛	悛	tɕʰiɪ̃⁴⁴	tɕʰiɪ̃	chien1	44														
謙	谦	tɕʰiɪ̃⁴⁴	tɕʰiɪ̃	chien1	44														
