"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"
"3442"	"橛"	"橛"	"kuak阳入"	"文"	""	""
"3443"	"橛"	"橛"	"kiak阴入"	"又"	""	""
"3444"	"橛"	"橛"	"kueʔ阳入"	"白"	""	""
"3445"	"月"	"月"	"guak阳入"	"文"	""	""
"3446"	"月"	"月"	"gueʔ阳入"	"白"	""	""
"3447"	"噦"	"哕"	"ueʔ阴入"	""	""	""
"3448"	"越"	"越"	"uak阳入"	"文"	""	""
"3449"	"越"	"越"	"huaʔ阳入"	"替"	""	""
"3450"	"曰"	"曰"	"uak阴入"	""	""	""
"3451"	"曰"	"曰"	"iak阴入"	"又"	""	""
"3452"	"粵"	"粤"	"uak阳入"	""	""	""
"3453"	"決"	"决"	"kuak阴入"	""	""	""
"3454"	"訣"	"诀"	"kuak阴入"	""	""	""
"3455"	"缺"	"缺"	"kʰueʔ阴入"	"白"	""	""
"3456"	"缺"	"缺"	"kʰiʔ阴入"	"白"	""	""
"3457"	"血"	"血"	"huak阴入"	"文"	""	""
"3458"	"血"	"血"	"hueʔ阴入"	"白"	""	""
"3459"	"穴"	"穴"	"hiak阳入"	""	""	""
"3460"	"吞"	"吞"	"tʰuŋ阴平"	""	""	""
"3461"	"根"	"根"	"kiŋ阴平"	""	""	""
"3462"	"跟"	"跟"	"kiŋ阴平"	""	""	""
"3463"	"墾"	"垦"	"kʰiaŋ阴上"	""	""	""
"3464"	"懇"	"恳"	"kʰiaŋ阴上"	""	""	""
"3465"	"齦"	"龈"	"ŋiŋ阳平"	""	""	""
"3466"	"痕"	"痕"	"huŋ阳平"	""	""	""
"3467"	"很"	"很"	"hiŋ阴上"	""	""	""
"3468"	"恨"	"恨"	"hiŋ阳上"	""	""	""
"3469"	"恩"	"恩"	"iŋ阴平"	""	""	""
"3470"	"彬"	"彬"	"piŋ阴平"	""	""	""
"3471"	"賓"	"宾"	"piŋ阴平"	""	""	""
"3472"	"檳"	"槟"	"piŋ阴平"	""	""	""
"3473"	"殯"	"殡"	"piŋ去声"	""	""	""
"3474"	"貧"	"贫"	"pʰiŋ阳平"	""	""	""
"3475"	"頻"	"频"	"pʰiŋ阳平"	""	""	""
"3476"	"牝"	"牝"	"pʰiŋ阴上"	""	""	""
"3477"	"閩"	"闽"	"maŋ阳平"	""	""	""
"3478"	"民"	"民"	"miŋ阳平"	""	""	""
"3479"	"泯"	"泯"	"miŋ阳平"	""	""	""
"3480"	"敏"	"敏"	"miaŋ阴上"	""	""	""
"3481"	"憫"	"悯"	"miŋ阴上"	""	""	""
"3482"	"鄰"	"邻"	"liŋ阳平"	""	""	""
"3483"	"鱗"	"鳞"	"liŋ阳平"	"文"	""	""
"3484"	"鱗"	"鳞"	"laŋ阳平"	"白"	""	""
"3485"	"鱗"	"鳞"	"laŋ阴平"	"又"	""	""
"3486"	"磷"	"磷"	"liŋ阳平"	""	""	""
"3487"	"吝"	"吝"	"liaŋ阳上"	""	""	""
"3488"	"津"	"津"	"tsiŋ阴平"	""	""	""
"3489"	"盡"	"尽"	"tsiŋ阳上"	""	""	""
"3490"	"進"	"进"	"tsiŋ去声"	""	""	""
"3491"	"晉"	"晋"	"tsiŋ去声"	""	""	""
"3492"	"親"	"亲"	"tsʰiŋ阴平"	""	""	""
"3493"	"秦"	"秦"	"tsʰiŋ阳平"	""	""	""
"3494"	"辛"	"辛"	"siŋ阴平"	""	""	""
"3495"	"新"	"新"	"siŋ阴平"	""	""	""
"3496"	"薪"	"薪"	"siŋ阴平"	""	""	""
"3497"	"信"	"信"	"siŋ去声"	"文"	""	""
"3498"	"信"	"信"	"siaŋ去声"	"白"	""	""
"3499"	"訊"	"讯"	"siŋ去声"	""	""	""
"3500"	"珍"	"珍"	"tiŋ阴平"	""	""	""
"3501"	"珍"	"珍"	"tsiŋ阴平"	"训读真字"	""	""
"3502"	"鎮"	"镇"	"tiŋ去声"	""	""	""
"3503"	"鎮"	"镇"	"tiaŋ去声"	""	""	""
"3504"	"趁"	"趁"	"tʰaŋ去声"	"白"	""	""
"3505"	"趁"	"趁"	"tsiŋ阴平"	"文"	""	""
"3506"	"陳"	"陈"	"tiŋ阳平"	"文"	""	""
"3507"	"陳"	"陈"	"tʰiŋ阳平"	"文"	""	""
"3508"	"陳"	"陈"	"tsʰiŋ阳平"	"文"	""	""
"3509"	"塵"	"尘"	"tiŋ阳平"	"文"	""	""
"3510"	"塵"	"尘"	"tʰuŋ阳平"	"白"	""	""
"3511"	"陣"	"阵"	"tiŋ去声"	"文"	""	""
"3512"	"陣"	"阵"	"tsuŋ去声"	"白"	""	""
"3513"	"陣"	"阵"	"tsuŋ阳平"	"又"	""	""
"3514"	"榛"	"榛"	"tsiŋ阴平"	""	""	""
"3515"	"臻"	"臻"	"tsiŋ阴平"	""	""	""
"3516"	"襯"	"衬"	"tsʰiŋ去声"	""	""	""
"3517"	"真"	"真"	"tsiŋ阴平"	""	""	""
"3518"	"診"	"诊"	"tsiŋ阴上"	""	""	""
"3519"	"疹"	"疹"	"tsiŋ阴上"	""	""	""
"3520"	"振"	"振"	"tsiŋ阴上"	"文"	""	""
"3521"	"振"	"振"	"tiŋ阴上"	"白"	""	""
"3522"	"振"	"振"	"tuŋ去声"	"白"	""	""
"3523"	"震"	"震"	"tsiŋ阴上"	"文"	""	""
"3524"	"震"	"震"	"tuŋ去声"	"白"	""	""
"3525"	"娠"	"娠"	"siŋ阳平"	""	""	""
"3526"	"神"	"神"	"siŋ阳平"	""	""	""
"3527"	"身"	"身"	"siŋ阴平"	""	""	""
"3528"	"申"	"申"	"siŋ阴平"	""	""	""
"3529"	"伸"	"伸"	"siŋ阴平"	"文"	""	""
"3530"	"伸"	"伸"	"tsʰuŋ阴平"	"白"	""	""
"3531"	"辰"	"辰"	"siŋ阳平"	""	""	""
"3532"	"晨"	"晨"	"siŋ阳平"	""	""	""
"3533"	"臣"	"臣"	"tsʰiŋ阳平"	""	""	""
"3534"	"腎"	"肾"	"siaŋ阳上"	""	""	""
"3535"	"慎"	"慎"	"siŋ阴上"	""	""	""
"3536"	"人"	"人"	"dziŋ阳平"	"文"	""	""
"3537"	"人"	"人"	"naŋ阳平"	"训读侬"	""	""
"3538"	"仁"	"仁"	"dziŋ阳平"	""	""	""
"3539"	"忍"	"忍"	"dzim阴上"	"文"	""	""
"3540"	"忍"	"忍"	"luŋ阴上"	"白"	""	""
"3541"	"認"	"认"	"dziŋ去声"	""	""	""
"3542"	"刃"	"刃"	"dzim阴上"	""	""	""
"3543"	"巾"	"巾"	"kiŋ阴平"	""	""	""
"3544"	"緊"	"紧"	"kiŋ阴上"	""	""	""
"3545"	"僅"	"仅"	"kiŋ阴上"	""	""	""
"3546"	"銀"	"银"	"ŋiŋ阳平"	""	""	""
"3547"	"釁"	"衅"	"hiaŋ去声"	""	""	""
"3548"	"因"	"因"	"iŋ阴平"	""	""	""
"3549"	"姻"	"姻"	"iŋ阴平"	""	""	""
"3550"	"印"	"印"	"iŋ去声"	""	""	""
"3551"	"寅"	"寅"	"iŋ阳平"	""	""	""
"3552"	"引"	"引"	"iŋ阴上"	""	""	""
"3553"	"斤"	"斤"	"kiŋ阴平"	""	""	""
"3554"	"筋"	"筋"	"kiŋ阴平"	""	""	""
"3555"	"謹"	"谨"	"kiŋ阴上"	""	""	""
"3556"	"勁"	"劲"	"keŋ去声"	"文"	""	""
"3557"	"勁"	"劲"	"kẽ去声"	"白"	""	""
"3558"	"勤"	"勤"	"kʰiŋ阳平"	""	""	""
"3559"	"芹"	"芹"	"kʰiŋ阳平"	""	""	""
"3560"	"近"	"近"	"kiŋ阳上"	""	""	""
"3561"	"欣"	"欣"	"hiŋ阴平"	""	""	""
"3562"	"殷"	"殷"	"iŋ阴平"	""	""	""
"3563"	"隱"	"隐"	"iŋ阴上"	""	""	""
"3564"	"筆"	"笔"	"pik阴入"	""	""	""
"3565"	"畢"	"毕"	"pik阳入"	""	""	""
"3566"	"必"	"必"	"pik阴入"	""	""	""
"3567"	"匹"	"匹"	"pʰik阴入"	""	""	""
"3568"	"弼"	"弼"	"pik阳入"	""	""	""
"3569"	"密"	"密"	"mik阳入"	"文"	""	""
"3570"	"密"	"密"	"bak阳入"	"白"	""	""
"3571"	"蜜"	"蜜"	"mik阳入"	"文"	""	""
"3572"	"蜜"	"蜜"	"bik阳入"	"又"	""	""
"3573"	"昵"	"昵"	"nik阳入"	""	""	""
"3574"	"栗"	"栗"	"liak阳入"	"文"	""	""
"3575"	"栗"	"栗"	"lak阳入"	"白"	""	""
"3576"	"七"	"七"	"tsʰik阴入"	"文"	""	""
"3577"	"七"	"七"	"tsʰiak阴入"	"白"	""	""
"3578"	"漆"	"漆"	"tsʰik阴入"	"文"	""	""
"3579"	"漆"	"漆"	"tsʰak阴入"	"白"	""	""
"3580"	"疾"	"疾"	"tsik阳入"	""	""	""
"3581"	"悉"	"悉"	"sik阴入"	""	""	""
"3582"	"膝"	"膝"	"sik阴入"	""	""	""
"3583"	"窒"	"窒"	"tiak阴入"	""	""	""
"3584"	"窒"	"窒"	"tʰak阴入"	"替"	""	""
"3585"	"侄"	"侄"	"tiak阳入"	""	""	""
"3586"	"秩"	"秩"	"tiak阴入"	""	""	""
"3587"	"瑟"	"瑟"	"sik阴入"	"文"	""	""
"3588"	"瑟"	"瑟"	"siak阴入"	"白"	""	""
"3589"	"虱"	"虱"	"sak阴入"	""	""	""
"3590"	"質"	"质"	"tsik阴入"	"文"	""	""
"3591"	"質"	"质"	"tsioʔ阴入"	"白"	""	""
"3592"	"實"	"实"	"sik阳入"	"文"	""	""
"3593"	"實"	"实"	"tsak阳入"	"白"	""	""
"3594"	"失"	"失"	"sik阴入"	""	""	""
"3595"	"室"	"室"	"sik阴入"	""	""	""
"3596"	"日"	"日"	"dzik阳入"	""	""	""
"3597"	"吉"	"吉"	"kiak阴入"	""	""	""
"3598"	"詰"	"诘"	"kʰiak阴入"	""	""	""
"3599"	"一"	"一"	"ik阴入"	""	""	""
"3600"	"一"	"一"	"tsik阳入"	"替"	""	""
"3601"	"一"	"一"	"tsek阳入"	"替"	""	""
"3602"	"乙"	"乙"	"ik阴入"	""	""	""
"3603"	"逸"	"逸"	"ik阳入"	""	""	""
"3604"	"訖"	"讫"	"ŋik阴入"	""	""	""
"3605"	"乞"	"乞"	"kʰik阴入"	"文"	""	""
"3606"	"乞"	"乞"	"kʰiʔ阴入"	"白"	""	""
"3607"	"迄"	"迄"	"ŋik阴入"	""	""	""
"3608"	"奔"	"奔"	"puŋ阴平"	""	""	""
"3609"	"本"	"本"	"pŋ阴上"	""	""	""
"3610"	"噴"	"喷"	"pʰuŋ去声"	""	""	""
"3611"	"盆"	"盆"	"pʰuŋ阳平"	""	""	""
"3612"	"笨"	"笨"	"puŋ阴上"	""	""	""
"3613"	"門"	"门"	"mŋ阳平"	""	""	""
"3614"	"悶"	"闷"	"buŋ去声"	""	""	""
"3615"	"敦"	"敦"	"tuŋ阴平"	""	""	""
"3616"	"墩"	"墩"	"tuŋ阴平"	""	""	""
"3617"	"頓"	"顿"	"tuŋ去声"	"文"	""	""
"3618"	"頓"	"顿"	"tŋ去声"	"白"	""	""
"3619"	"褪"	"褪"	"tʰŋ去声"	""	""	""
"3620"	"屯"	"屯"	"tuŋ阴平"	""	""	""
"3621"	"屯"	"屯"	"tʰuŋ阴平"	""	""	""
"3622"	"豚"	"豚"	"tʰuŋ阳平"	""	""	""
"3623"	"飩"	"饨"	"tʰuŋ阴平"	""	""	""
"3624"	"臀"	"臀"	"tʰuŋ阳平"	""	""	""
"3625"	"囤"	"囤"	"tuŋ阳上"	""	""	""
"3626"	"沌"	"沌"	"tuŋ阳上"	""	""	""
"3627"	"沌"	"沌"	"tuaŋ阳上"	""	""	""
"3628"	"盾"	"盾"	"tuŋ阴上"	""	""	""
"3629"	"鈍"	"钝"	"tuŋ去声"	""	""	""
"3630"	"遁"	"遁"	"tuŋ阳上"	""	""	""
"3631"	"嫩"	"嫩"	"nuŋ去声"	""	""	""
"3632"	"論"	"论"	"luŋ去声"	""	""	""
"3633"	"崙"	"仑"	"luŋ阳平"	""	""	""
"3634"	"尊"	"尊"	"tsuŋ阴平"	""	""	""
"3635"	"尊"	"尊"	"tsŋ阴平"	"又"	""	""
"3636"	"村"	"村"	"tsʰuŋ阴平"	"文"	""	""
"3637"	"村"	"村"	"tsʰŋ阴平"	"白"	""	""
"3638"	"忖"	"忖"	"tsʰuŋ阴上"	""	""	""
"3639"	"寸"	"寸"	"tsʰuŋ去声"	""	""	""
"3640"	"存"	"存"	"tsʰuŋ阳平"	""	""	""
"3641"	"蹲"	"蹲"	"tsʰuŋ阳平"	""	""	""
"3642"	"蹲"	"蹲"	"tuŋ阴平"	"又"	""	""
"3643"	"孫"	"孙"	"suŋ阴平"	"文"	""	""
"3644"	"損"	"损"	"suŋ阴上"	""	""	""
"3645"	"遜"	"逊"	"suŋ去声"	""	""	""
"3646"	"昆"	"昆"	"kʰuŋ阴平"	""	""	""
"3647"	"崑"	"昆"	"kʰuŋ阴平"	""	""	""
"3648"	"滾"	"滚"	"kuŋ阴上"	""	""	""
"3649"	"棍"	"棍"	"kuŋ去声"	""	""	""
"3650"	"坤"	"坤"	"kʰuŋ阴平"	""	""	""
"3651"	"捆"	"捆"	"kʰuŋ阴上"	""	""	""
"3652"	"困"	"困"	"kʰuŋ去声"	""	""	""
"3653"	"昏"	"昏"	"huŋ阴平"	"文"	""	""
"3654"	"昏"	"昏"	"hŋ阴平"	"白"	""	""
"3655"	"婚"	"婚"	"huŋ阴平"	""	""	""
"3656"	"魂"	"魂"	"huŋ阳平"	""	""	""
"3657"	"餛"	"馄"	"tʰuŋ阴平"	""	""	""
"3658"	"混"	"混"	"huŋ阳上"	""	""	""
"3659"	"渾"	"浑"	"huŋ阳平"	""	""	""
"3660"	"渾"	"浑"	"huŋ阳上"	""	""	""
"3661"	"温"	"温"	"uŋ阴平"	""	""	""
"3662"	"瘟"	"瘟"	"uŋ阴平"	""	""	""
"3663"	"穩"	"稳"	"uŋ阴上"	""	""	""
"3664"	"倫"	"伦"	"luŋ阳平"	""	""	""
"3665"	"淪"	"沦"	"luŋ阳平"	""	""	""
"3666"	"輪"	"轮"	"luŋ阳平"	""	""	""
"3667"	"遵"	"遵"	"tsuŋ阴平"	""	""	""
"3668"	"俊"	"俊"	"tsuŋ去声"	""	""	""
"3669"	"竣"	"竣"	"tsuŋ去声"	""	""	""
"3670"	"皴"	"皴"	"tsʰuŋ阴平"	""	""	""
"3671"	"荀"	"荀"	"suŋ阳平"	""	""	""
"3672"	"詢"	"询"	"suŋ阳平"	""	""	""
"3673"	"筍"	"笋"	"suŋ阴上"	""	""	""
"3674"	"迅"	"迅"	"siŋ去声"	""	""	""
"3675"	"浚"	"浚"	"tsuŋ去声"	""	""	""
"3676"	"浚"	"浚"	"suŋ去声"	""	""	""
"3677"	"旬"	"旬"	"suŋ阳平"	""	""	""
"3678"	"循"	"循"	"suŋ阳平"	""	""	""
"3679"	"巡"	"巡"	"suŋ阳平"	""	""	""
"3680"	"殉"	"殉"	"suŋ去声"	""	""	""
"3681"	"椿"	"椿"	"tsʰuŋ阴平"	""	""	""
"3682"	"諄"	"谆"	"tuŋ阴平"	""	""	""
"3683"	"肫"	"肫"	"tuŋ阴平"	""	""	""
"3684"	"準"	"准"	"tsuŋ阴上"	""	""	""
"3685"	"准"	"准"	"tsuŋ阴上"	""	""	""
"3686"	"春"	"春"	"tsʰuŋ阴平"	""	""	""
"3687"	"蠢"	"蠢"	"tsʰuŋ阴上"	""	""	""
"3688"	"唇"	"唇"	"tuŋ阳平"	""	""	""
"3689"	"順"	"顺"	"suŋ阳上"	""	""	""
"3690"	"舜"	"舜"	"suŋ去声"	""	""	""
"3691"	"瞬"	"瞬"	"suŋ去声"	""	""	""
"3692"	"純"	"纯"	"suŋ阳平"	""	""	""
"3693"	"蒓"	"莼"	"suŋ阳平"	""	""	""
"3694"	"醇"	"醇"	"suŋ阳平"	""	""	""
"3695"	"潤"	"润"	"dzuŋ去声"	"文"	""	""
"3696"	"潤"	"润"	"nuŋ去声"	"白"	""	""
"3697"	"閏"	"闰"	"dzuŋ去声"	""	""	""
"3698"	"均"	"均"	"kiŋ阴平"	""	""	""
"3699"	"鈞"	"钧"	"kiŋ阴平"	""	""	""
"3700"	"菌"	"菌"	"kʰuŋ阴上"	""	""	""
"3701"	"窘"	"窘"	"kuŋ阳上"	""	""	""
"3702"	"隕"	"陨"	"uŋ阳上"	""	""	""
"3703"	"隕"	"陨"	"iŋ阳上"	"又"	""	""
"3704"	"匀"	"匀"	"uŋ阳平"	""	""	""
"3705"	"允"	"允"	"dzuŋ阴上"	""	""	""
"3706"	"尹"	"尹"	"iŋ阴上"	""	""	""
"3707"	"分"	"分"	"puŋ阴平"	"白"	""	""
"3708"	"分"	"分"	"huŋ阴平"	"文"	""	""
"3709"	"粉"	"粉"	"huŋ阴上"	""	""	""
"3710"	"糞"	"粪"	"puŋ去声"	""	""	""
"3711"	"奮"	"奋"	"puŋ去声"	"白"	""	""
"3712"	"奮"	"奋"	"huŋ去声"	"文"	""	""
"3713"	"芬"	"芬"	"huŋ阴平"	""	""	""
"3714"	"紛"	"纷"	"huŋ阴平"	""	""	""
"3715"	"忿"	"忿"	"huŋ阴上"	""	""	""
"3716"	"墳"	"坟"	"puŋ阳平"	""	""	""
"3717"	"墳"	"坟"	"pʰuŋ阳平"	""	""	""
"3718"	"焚"	"焚"	"huŋ阳平"	""	""	""
"3719"	"憤"	"愤"	"huŋ去声"	""	""	""
"3720"	"份"	"份"	"huŋ去声"	""	""	""
"3721"	"文"	"文"	"buŋ阳平"	""	""	""
"3722"	"紋"	"纹"	"buŋ阳平"	""	""	""
"3723"	"蚊"	"蚊"	"buŋ阴平"	""	""	""
"3724"	"聞"	"闻"	"buŋ阳上"	""	""	""
"3725"	"聞"	"闻"	"mu阳上"	"又"	""	""
"3726"	"吻"	"吻"	"buk阴入"	""	""	""
"3727"	"刎"	"刎"	"buŋ阳上"	""	""	""
"3728"	"問"	"问"	"mŋ去声"	""	""	""
"3729"	"君"	"君"	"kuŋ阴平"	""	""	""
"3730"	"軍"	"军"	"kuŋ阴平"	""	""	""
"3731"	"均"	"均"	"kuŋ阴平"	""	""	""
"3732"	"軍"	"军"	"kiŋ阴平"	""	""	""
"3733"	"群"	"群"	"kuŋ阳平"	""	""	""
"3734"	"群"	"群"	"kʰuŋ阳平"	""	""	""
"3735"	"群"	"群"	"kiŋ阳平"	"又"	""	""
"3736"	"裙"	"裙"	"kuŋ阳平"	""	""	""
"3737"	"郡"	"郡"	"kuŋ阳上"	""	""	""
"3738"	"熏"	"熏"	"huŋ阴平"	""	""	""
"3739"	"勛"	"勋"	"hiŋ阴平"	""	""	""
"3740"	"薰"	"熏"	"huŋ阴平"	"文"	""	""
"3741"	"薰"	"熏"	"hŋ阴平"	"白"	""	""
"3742"	"葷"	"荤"	"huŋ阴平"	""	""	""
"3743"	"訓"	"训"	"huŋ去声"	""	""	""
"3744"	"熨"	"熨"	"uk阴入"	""	""	""
"3745"	"雲"	"云"	"huŋ阳平"	"白"	""	""
"3746"	"雲"	"云"	"uŋ阳平"	""	""	""
"3747"	"云"	"云"	"huŋ阳平"	"白"	""	""
"3748"	"云"	"云"	"uŋ阳平"	"文"	""	""
"3749"	"韻"	"韵"	"uŋ去声"	""	""	""
"3750"	"韻"	"韵"	"un去声"	""	""	""
"3751"	"運"	"运"	"uŋ去声"	""	""	""
"3752"	"暈"	"晕"	"huŋ阴平"	"白"	""	""
"3753"	"暈"	"晕"	"iŋ去声"	"文"	""	""
"3754"	"不"	"不"	"puk阴入"	""	""	""
"3755"	"勃"	"勃"	"puak阳入"	""	""	""
"3756"	"脖"	"脖"	"puak阳入"	""	""	""
"3757"	"沒"	"没"	"mok阳入"	""	""	""
"3758"	"突"	"突"	"tuk阳入"	""	""	""
"3759"	"突"	"突"	"tʰuk阳入"	""	""	""
"3760"	"卒"	"卒"	"tsuk阴入"	""	""	""
"3761"	"猝"	"猝"	"tsʰuk阴入"	""	""	""
"3762"	"骨"	"骨"	"kuk阴入"	""	""	""
"3763"	"窟"	"窟"	"kʰuk阴入"	"文"	""	""
"3764"	"窟"	"窟"	"kʰuʔ阴入"	"白"	""	""
"3765"	"忽"	"忽"	"huk阴入"	""	""	""
"3766"	"核"	"核"	"huk阳入"	"白"	""	""
"3767"	"核"	"核"	"hak阳入"	"白"	""	""
"3768"	"核"	"核"	"hek阳入"	"文"	""	""
"3769"	"律"	"律"	"luk阳入"	""	""	""
"3770"	"率"	"率"	"luk阳入"	""	""	""
"3771"	"戌"	"戌"	"suk阴入"	""	""	""
"3772"	"恤"	"恤"	"suk阴入"	""	""	""
"3773"	"絀"	"绌"	"tsʰuak阳上"	""	""	""
"3774"	"絀"	"绌"	"tsʰuaʔ阳上"	""	""	""
"3775"	"絀"	"绌"	"tsuak阳入"	""	""	""
"3776"	"蟀"	"蟀"	"suk阴入"	""	""	""
"3777"	"出"	"出"	"tsʰuk阴入"	""	""	""
"3778"	"術"	"术"	"suk阳入"	""	""	""
"3779"	"術"	"术"	"tuk阳入"	""	""	""
"3780"	"述"	"述"	"suk阳入"	""	""	""
"3781"	"秫"	"秫"	"tsuk阳入"	""	""	""
"3782"	"橘"	"橘"	"kik阴入"	""	""	""
"3783"	"弗"	"弗"	"puk阴入"	"白"	""	""
"3784"	"弗"	"弗"	"huk阴入"	"文"	""	""
"3785"	"拂"	"拂"	"huk阴入"	""	""	""
"3786"	"佛"	"佛"	"huk阴入"	""	""	""
"3787"	"佛"	"佛"	"huk阳入"	""	""	""
"3788"	"物"	"物"	"buk阳入"	"文"	""	""
"3789"	"物"	"物"	"mueʔ阳入"	"白"	""	""
"3790"	"物"	"物"	"meʔ阳入"	"白"	""	""
"3791"	"物"	"物"	"miʔ阳入"	"白"	""	""
"3792"	"勿"	"勿"	"buk阴入"	"文"	""	""
"3793"	"勿"	"勿"	"mai去声"	"训"	""	""
"3794"	"屈"	"屈"	"kʰuk阴入"	""	""	""
"3795"	"倔"	"倔"	"kuk阳入"	""	""	""
"3796"	"氯"	"氯"	"lek阳入"	""	""	""
"3797"	"幫"	"帮"	"paŋ阴平"	"文"	""	""
"3798"	"幫"	"帮"	"pŋ阴平"	"白"	""	""
"3799"	"榜"	"榜"	"paŋ阴上"	"文"	""	""
"3800"	"榜"	"榜"	"pŋ阴上"	"白"	""	""
"3801"	"謗"	"谤"	"paŋ去声"	""	""	""
"3802"	"滂"	"滂"	"pʰaŋ阳平"	""	""	""
"3803"	"旁"	"旁"	"pʰaŋ阳平"	""	""	""
"3804"	"傍"	"傍"	"paŋ去声"	""	""	""
"3805"	"傍"	"傍"	"paŋ阳平"	""	""	""
"3806"	"忙"	"忙"	"maŋ阳平"	""	""	""
"3807"	"芒"	"芒"	"maŋ阳平"	"文"	""	""
"3808"	"芒"	"芒"	"me阳平"	"白"	""	""
"3809"	"茫"	"茫"	"maŋ阳平"	""	""	""
"3810"	"莽"	"莽"	"maŋ阴上"	""	""	""
"3811"	"當"	"当"	"taŋ阴平"	"文"	""	""
"3812"	"當"	"当"	"taŋ去声"	"文"	""	""
"3813"	"當"	"当"	"tŋ阴平"	"白"	""	""
"3814"	"當"	"当"	"tŋ去声"	"白"	""	""
"3815"	"黨"	"党"	"taŋ阴上"	""	""	""
"3816"	"擋"	"挡"	"taŋ去声"	"文"	""	""
"3817"	"擋"	"挡"	"tŋ去声"	"白"	""	""
"3818"	"湯"	"汤"	"tʰaŋ阴平"	"文"	""	""
"3819"	"湯"	"汤"	"tʰŋ阴平"	"白"	""	""
"3820"	"倘"	"倘"	"tʰaŋ阴上"	""	""	""
"3821"	"躺"	"躺"	"tʰaŋ阴上"	""	""	""
"3822"	"燙"	"烫"	"tʰaŋ去声"	"文"	""	""
"3823"	"燙"	"烫"	"tʰŋ去声"	"白"	""	""
"3824"	"趟"	"趟"	"tʰaŋ去声"	""	""	""
"3825"	"堂"	"堂"	"tʰaŋ阳平"	"文"	""	""
"3826"	"堂"	"堂"	"tŋ阳平"	"白"	""	""
"3827"	"唐"	"唐"	"tʰaŋ阳平"	"文"	""	""
"3828"	"唐"	"唐"	"tŋ阳平"	"白"	""	""
"3829"	"糖"	"糖"	"tʰŋ阳平"	""	""	""
"3830"	"傳"	"传"	"tʰŋ阳平"	"白"	""	""
"3831"	"塘"	"塘"	"tʰaŋ阳平"	"文"	""	""
"3832"	"塘"	"塘"	"tŋ阳平"	"白"	""	""
"3833"	"螳"	"螳"	"tʰaŋ阳平"	""	""	""
"3834"	"蕩"	"荡"	"taŋ阳上"	"文"	""	""
"3835"	"蕩"	"荡"	"tŋ阳上"	"白"	""	""
"3836"	"宕"	"宕"	"taŋ去声"	""	""	""
"3837"	"囊"	"囊"	"naŋ阴上"	""	""	""
"3838"	"囊"	"囊"	"laŋ阴上"	""	""	""
"3839"	"曩"	"曩"	"naŋ阴上"	""	""	""
"3840"	"曩"	"曩"	"laŋ阴上"	""	""	""
"3841"	"狼"	"狼"	"laŋ阳平"	""	""	""
"3842"	"廊"	"廊"	"laŋ阳平"	""	""	""
"3843"	"郎"	"郎"	"laŋ阳平"	"文"	""	""
"3844"	"郎"	"郎"	"nŋ阳平"	"白"	""	""
"3845"	"螂"	"螂"	"laŋ阳平"	""	""	""
"3846"	"朗"	"朗"	"laŋ阳上"	""	""	""
"3847"	"浪"	"浪"	"laŋ阳上"	"文"	""	""
"3848"	"浪"	"浪"	"nŋ去声"	"白"	""	""
"3849"	"臧"	"臧"	"tsaŋ阴平"	""	""	""
"3850"	"贓"	"赃"	"tsaŋ阴平"	"文"	""	""
"3851"	"贓"	"赃"	"tsŋ阴平"	"白"	""	""
"3852"	"髒"	"脏"	"tsaŋ阴上"	""	""	""
"3853"	"葬"	"葬"	"tsaŋ去声"	"文"	""	""
"3854"	"葬"	"葬"	"tsŋ去声"	"白"	""	""
"3855"	"倉"	"仓"	"tsʰaŋ阴平"	"文"	""	""
"3856"	"倉"	"仓"	"tsʰŋ阴平"	"白"	""	""
"3857"	"蒼"	"苍"	"tsʰaŋ阴平"	""	""	""
"3858"	"藏"	"藏"	"tsaŋ阳上"	"文"	""	""
"3859"	"藏"	"藏"	"tsʰaŋ阳平"	"文"	""	""
"3860"	"臓"	"臓"	"tsaŋ阳上"	""	""	""
"3861"	"桑"	"桑"	"saŋ阴平"	"文"	""	""
"3862"	"桑"	"桑"	"sŋ阴平"	"白"	""	""
"3863"	"喪"	"丧"	"saŋ阴平"	"文"	""	""
"3864"	"喪"	"丧"	"saŋ去声"	"文"	""	""
"3865"	"喪"	"丧"	"sŋ阴平"	"白"	""	""
"3866"	"嗓"	"嗓"	"saŋ阴上"	"文"	""	""
"3867"	"嗓"	"嗓"	"sŋ阴平"	"白"	""	""
"3868"	"岡"	"冈"	"kaŋ阴平"	"文"	""	""
"3869"	"岡"	"冈"	"kŋ阴平"	"白"	""	""
"3870"	"剛"	"刚"	"kaŋ阴平"	""	""	""
"3871"	"鋼"	"钢"	"kaŋ去声"	"文"	""	""
"3872"	"鋼"	"钢"	"kŋ去声"	"白"	""	""
"3873"	"缸"	"缸"	"kaŋ阴平"	"文"	""	""
"3874"	"缸"	"缸"	"kŋ阴平"	"白"	""	""
"3875"	"綱"	"纲"	"kaŋ阴平"	""	""	""
"3876"	"崗"	"岗"	"kaŋ阴平"	"文"	""	""
"3877"	"崗"	"岗"	"kŋ阴平"	"白"	""	""
"3878"	"康"	"康"	"kʰaŋ阴平"	"文"	""	""
"3879"	"糠"	"糠"	"kʰaŋ阴平"	"文"	""	""
"3880"	"糠"	"糠"	"kŋ阴平"	"白"	""	""
