單字	粵拼	聲母_定	韻母_定	聲調_定	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	備註
黏		n	iaam	4		n	iam	2		n	iam	22	
念		n	iaam	6		n	iam	4		n	iam	31	
唸		n	iaam	6		n	iam	4		n	iam	31	吟誦
暖		n	waan	1		n	uan	1		n	uan	23	
碾		n	in	2		n	in	3		n	in	35	
輾		n	in	2		n	in	3		n	in	35	輾穀
年		n	in	4		n	in	2		n	in	22	
嫩		n	an	6		n	aen	4		n	ɐn	31	
寧		n	ing	4		n	ing	2		n	ɪŋ	22	
嚀		n	ing	4		n	ing	2		n	ɪŋ	22	
恁		n	ing	4		n	ing	2		n	ɪŋ	22	
獰		n	ing	4		n	ing	2		n	ɪŋ	22	
檸		n	ing	5		n	ing	5		n	ɪŋ	21	
濘		n	ing	6		n	ing	4		n	ɪŋ	31	
娘		n	iaang	4		n	iang	2		n	iaŋ	22	
捏		n	iaap	8		n	iap	8		n	iap	31	
鑷		n	iaap	8		n	iap	8		n	iap	31	
聶		n	iaap	8		n	iap	8		n	iap	31	
聶		n	iaap	7A		n	iap	6		n	iap	35	姓氏
躡		n	iaap	8		n	iap	8		n	iap	31	
啲		n	it	7A		n	it	6		n	it	35	一些
鳥		n	iaau	1		n	iau	1		n	iau	23	
鳥		n	iaau	5		n	iau	5		n	iau	21	
尿		n	iaau	6		n	iau	4		n	iau	31	
溺		n	iaau	6		n	iau	4		n	iau	31	便溺
那		n	o	1		n	o	1		n	ɔ	23	婀娜
挪		n	o	4		n	o	2		n	ɔ	22	
娜		n	o	5		n	o	5		n	ɔ	21	
懦		n	o	6		n	o	4		n	ɔ	31	
糯		n	o	6		n	o	4		n	ɔ	31	
奈		n	oi	6		n	oi	4		n	ɔi	31	
耐		n	oi	6		n	oi	4		n	ɔi	31	
內		n	oi	6		n	oi	4		n	ɔi	31	
諾		n	ok	8		n	ok	8		n	ɔk	31	
囊		n	ong	4		n	ong	2		n	ɔŋ	22	
浪		n	ong	6		n	ong	4		n	ɔŋ	31	
浪		n	ong	6		n	ong	4		n	ɔŋ	31	波浪（又音）
浪		n	ong	6		n	ong	4		n	ɔŋ	31	
努		n	ou	2		n	ou	3		n	ou	35	
惱		n	aau	2		n	au	3		n	au	35	
腦		n	aau	2		n	au	3		n	au	35	
瑙		n	aau	2		n	au	3		n	au	35	
奴		n	ou	4		n	ou	2		n	ou	22	
弩		n	ou	5		n	ou	5		n	ou	21	
怒		n	ou	6		n	ou	4		n	ou	31	
女		n	ui	2		n	ui	3		n	ui	35	
餒		n	ui	5		n	ui	5		n	ui	21	
濃		n	ung	4		n	ung	2		n	ʊŋ	22	
農		n	ung	4		n	ung	2		n	ʊŋ	22	
膿		n	ung	4		n	ung	2		n	ʊŋ	22	
弄		n	ung	6		n	ung	4		n	ʊŋ	31	
雅		ng	aa	1		ng	a	1		ŋ	a	23	
呀		ng	aa	1		ng	a	1		ŋ	a	23	
丫		ng	aa	1		ng	a	1		ŋ	a	23	
椏		ng	aa	1		ng	a	1		ŋ	a	23	
鴉		ng	aa	1		ng	a	1		ŋ	a	23	
啞		ng	aa	1		ng	a	1		ŋ	a	23	嘔啞
亞		ng	aa	1		ng	a	1		ŋ	a	23	
埡		ng	aa	1		ng	a	1		ŋ	a	23	
雅		ng	aa	2		ng	a	3		ŋ	a	35	
啞		ng	aa	2		ng	a	3		ŋ	a	35	聾啞
衙		ng	aa	4		ng	a	2		ŋ	a	22	
瓦		ng	aa	5		ng	a	5		ŋ	a	21	
牙		ng	aa	4		ng	a	2		ŋ	a	22	
牙		ng	aa	5		ng	a	5		ŋ	a	21	變調
芽		ng	aa	4		ng	a	2		ŋ	a	22	
枒		ng	aa	4		ng	a	2		ŋ	a	22	
蚜		ng	aa	4		ng	a	2		ŋ	a	22	
訝		ng	aa	6		ng	a	4		ŋ	a	31	
崖		ng	aai	4		ng	ai	2		ŋ	ai	22	
涯		ng	aai	4		ng	ai	2		ŋ	ai	22	
挨		ng	aai	5		ng	ai	5		ŋ	ai	21	
捱		ng	aai	4		ng	ai	2		ŋ	ai	22	
艾		ng	aai	6		ng	ai	4		ŋ	ai	31	
巖		ng	aam	4		ng	am	2		ŋ	am	22	
癌		ng	aam	4		ng	am	2		ŋ	am	22	
岩		ng	aam	4		ng	am	2		ŋ	am	22	
晏		ng	aan	1		ng	an	1		ŋ	an	23	
眼		ng	en	2		ng	en	3		ŋ	ɛn	35	
顏		ng	aan	4		ng	an	2		ŋ	an	22	
頑		ng	aan	4		ng	an	2		ŋ	an	22	頑皮
雁		ng	aan	6		ng	an	4		ŋ	an	31	
鴨		ng	aap	7B		ng	ap	7		ŋ	ap	23	
押		ng	aat	7B		ng	at	7		ŋ	at	23	
壓		ng	aat	7B		ng	at	7		ŋ	at	23	
揠		ng	aat	7B		ng	at	7		ŋ	at	23	
遏		ng	aat	7B		ng	at	7		ŋ	at	23	
咬		ng	aau	2		ng	au	3		ŋ	au	35	
淆		ng	aau	4		ng	au	2		ŋ	au	22	
肴		ng	aau	4		ng	au	2		ŋ	au	22	
餚		ng	aau	4		ng	au	2		ŋ	au	22	
樂		ng	aau	6		ng	au	4		ŋ	au	31	仁者樂山
縊		ng	oi	1		ng	oi	1		ŋ	ɔi	23	
蟻		ng	oi	2		ng	oi	3		ŋ	ɔi	35	
矮		ng	e	2		ng	e	3		ŋ	ɛ	35	
倪		ng	oi	4		ng	oi	2		ŋ	ɔi	22	
霓		ng	oi	4		ng	oi	2		ŋ	ɔi	22	
危		ng	oi	4		ng	oi	2		ŋ	ɔi	22	
巍		ng	oi	4		ng	oi	2		ŋ	ɔi	22	
嵬		ng	oi	4		ng	oi	2		ŋ	ɔi	22	
羿		ng	oi	6		ng	oi	4		ŋ	ɔi	31	
藝		ng	oi	6		ng	oi	4		ŋ	ɔi	31	
魏		ng	oi	6		ng	oi	4		ŋ	ɔi	31	
毅		ng	oi	6		ng	oi	4		ŋ	ɔi	31	
偽		ng	oi	6		ng	oi	4		ŋ	ɔi	31	
額		ng	aak	8		ng	ak	8		ŋ	ak	31	額頭
額		ng	aak	7A		ng	ak	6		ŋ	ak	35	橫額
啞		ng	aak	7A		ng	ak	6		ŋ	ak	35	啞然而笑
厄		ng	aak	7A		ng	ak	6		ŋ	ak	35	
握		ng	aak	7A		ng	ak	6		ŋ	ak	35	
渥		ng	aak	7A		ng	ak	6		ŋ	ak	35	
扼		ng	aak	7A		ng	ak	6		ŋ	ak	35	
呃		ng	aak	7A		ng	ak	6		ŋ	ak	35	
齷		ng	aak	7A		ng	ak	6		ŋ	ak	35	
諳		ng	aam	1		ng	am	1		ŋ	am	23	
暗		ng	aam	1		ng	am	1		ŋ	am	23	
黯		ng	am	2		ng	aem	3		ŋ	ɐm	35	
庵		ng	aam	2		ng	am	3		ŋ	am	35	茶庵
鵪		ng	am	2		ng	aem	3		ŋ	ɐm	35	鵪鶉
齦		ng	an	4		ng	aen	2		ŋ	ɐn	22	
垠		ng	an	4		ng	aen	2		ŋ	ɐn	22	
銀		ng	an	4		ng	aen	2		ŋ	ɐn	22	
罌		ng	aang	1		ng	ang	1		ŋ	aŋ	23	
鶯		ng	aang	1		ng	ang	1		ŋ	aŋ	23	
硬		ng	aang	6		ng	ang	4		ŋ	aŋ	31	
迄		ng	at	8		ng	aet	8		ŋ	ɐt	31	
屹		ng	at	8		ng	aet	8		ŋ	ɐt	31	
兀		ng	at	8		ng	aet	8		ŋ	ɐt	31	
鉤		ng	ou	1		ng	ou	1		ŋ	ou	23	
偶		ng	ou	1		ng	ou	1		ŋ	ou	23	
歐		ng	ou	1		ng	ou	1		ŋ	ou	23	
謳		ng	ou	1		ng	ou	1		ŋ	ou	23	
鷗		ng	ou	1		ng	ou	1		ŋ	ou	23	
嘔		ng	ou	1		ng	ou	1		ŋ	ou	23	嘔氣
區		ng	ou	1		ng	ou	1		ŋ	ou	23	姓區
勾		ng	ou	1		ng	ou	1		ŋ	ou	23	勾劃
嘔		ng	ou	2		ng	ou	3		ŋ	ou	35	嘔啞
嘔		ng	ou	2		ng	ou	3		ŋ	ou	35	嘔吐
藕		ng	ou	5		ng	ou	5		ŋ	ou	21	
牛		ng	ou	4		ng	ou	2		ŋ	ou	22	
柯		ng	o	1		ng	o	1		ŋ	ɔ	23	
軻		ng	o	1		ng	o	1		ŋ	ɔ	23	
我		ng	o	1		ng	o	1		ŋ	ɔ	23	
阿		ng	o	1		ng	o	1		ŋ	ɔ	23	阿膠
訛		ng	o	4		ng	o	2		ŋ	ɔ	22	
俄		ng	o	4		ng	o	2		ŋ	ɔ	22	
峨		ng	o	4		ng	o	2		ŋ	ɔ	22	
娥		ng	o	4		ng	o	2		ŋ	ɔ	22	
蛾		ng	o	4		ng	o	2		ŋ	ɔ	22	
鵝		ng	o	4		ng	o	2		ŋ	ɔ	22	
哦		ng	o	4		ng	o	2		ŋ	ɔ	22	
臥		ng	o	6		ng	o	4		ŋ	ɔ	31	
餓		ng	o	6		ng	o	4		ŋ	ɔ	31	
哀		ng	oi	1		ng	oi	1		ŋ	ɔi	23	
埃		ng	oi	1		ng	oi	1		ŋ	ɔi	23	
愛		ng	oi	1		ng	oi	1		ŋ	ɔi	23	
藹		ng	oi	2		ng	oi	3		ŋ	ɔi	35	
皚		ng	oi	4		ng	oi	2		ŋ	ɔi	22	
呆		ng	oi	4		ng	oi	2		ŋ	ɔi	22	
外		ng	oi	6		ng	oi	4		ŋ	ɔi	31	
礙		ng	oi	6		ng	oi	4		ŋ	ɔi	31	
岳		ng	ok	8		ng	ok	8		ŋ	ɔk	31	
樂		ng	ok	8		ng	ok	8		ŋ	ɔk	31	音樂
嶽		ng	ok	8		ng	ok	8		ŋ	ɔk	31	
愕		ng	ok	8		ng	ok	8		ŋ	ɔk	31	
噩		ng	ok	8		ng	ok	8		ŋ	ɔk	31	
顎		ng	ok	8		ng	ok	8		ŋ	ɔk	31	
鱷		ng	ok	8		ng	ok	8		ŋ	ɔk	31	
鱷		ng	ok	7A		ng	ok	6		ŋ	ɔk	35	
鰐		ng	ok	8		ng	ok	8		ŋ	ɔk	31	
鰐		ng	ok	7A		ng	ok	6		ŋ	ɔk	35	
卬		ng	ok	9		ng	ok	9		ŋ	ɔk	21	我哋
惡		ng	ok	7A		ng	ok	6		ŋ	ɔk	35	
堊		ng	ok	7B		ng	ok	7		ŋ	ɔk	23	
惡		ng	ok	7B		ng	ok	7		ŋ	ɔk	23	惡毒
安		ng	on	1		ng	on	1		ŋ	ɔn	23	
按		ng	on	1		ng	on	1		ŋ	ɔn	23	
案		ng	on	1		ng	on	1		ŋ	ɔn	23	
鞍		ng	on	1		ng	on	1		ŋ	ɔn	23	
岸		ng	on	6		ng	on	4		ŋ	ɔn	31	
骯		ng	ong	1		ng	ong	1		ŋ	ɔŋ	23	
盎		ng	ong	1		ng	ong	1		ŋ	ɔŋ	23	
仰		ng	ong	2		ng	ong	3		ŋ	ɔŋ	35	
昂		ng	ong	4		ng	ong	2		ŋ	ɔŋ	22	
噢		ng	aau	1		ng	au	1		ŋ	au	23	
奧		ng	aau	1		ng	au	1		ŋ	au	23	
澳		ng	aau	1		ng	au	1		ŋ	au	23	
襖		ng	aau	1		ng	au	1		ŋ	au	23	
懊		ng	aau	1		ng	au	1		ŋ	au	23	
塢		ng	ou	1		ng	ou	1		ŋ	ou	23	船塢
敖		ng	aau	4		ng	au	2		ŋ	au	22	
熬		ng	aau	4		ng	au	2		ŋ	au	22	
螯		ng	aau	4		ng	au	2		ŋ	au	22	
翱		ng	aau	4		ng	au	2		ŋ	au	22	
傲		ng	aau	6		ng	au	4		ŋ	au	31	
屋		ng	uk	7A		ng	uk	6		ŋ	ʊk	35	
甕		ng	ung	1		ng	ung	1		ŋ	ʊŋ	23	
哼		ng		1		ng		1		ŋ		23	
怕		p	aa	1		p	a	1		pʰ	a	23	
趴		p	aa	1		p	a	1		pʰ	a	23	
扒		p	aa	2		p	a	3		pʰ	a	35	扒飯
杷		p	aa	4		p	a	2		pʰ	a	22	
爬		p	aa	4		p	a	2		pʰ	a	22	
琶		p	aa	4		p	a	2		pʰ	a	22	
耙		p	aa	4		p	a	2		pʰ	a	22	
扒		p	aa	4		p	a	2		pʰ	a	22	豬扒
派		p	aai	1		p	ai	1		pʰ	ai	23	
派		p	aai	2		p	ai	3		pʰ	ai	35	老派新派
牌		p	aai	4		p	ai	2		pʰ	ai	22	
排		p	aai	4		p	ai	2		pʰ	ai	22	
盼		p	aan	1		p	an	1		pʰ	an	23	
攀		p	aan	1		p	an	1		pʰ	an	23	
豹		p	iaau	1		p	iau	1		pʰ	iau	23	
拋		p	iaau	1		p	iau	1		pʰ	iau	23	
泡		p	iaau	1		p	iau	1		pʰ	iau	23	燈泡
炮		p	aau	1		p	au	1		pʰ	au	23	
皰		p	iaau	1		p	iau	1		pʰ	iau	23	
砲		p	iaau	1		p	iau	1		pʰ	iau	23	
泡		p	iaau	1		p	iau	1		pʰ	iau	23	浸泡
跑		p	iaau	2		p	iau	3		pʰ	iau	35	
咆		p	iaau	4		p	iau	2		pʰ	iau	22	
刨		p	iaau	4		p	iau	2		pʰ	iau	22	
批		p	oi	1		p	oi	1		pʰ	ɔi	23	
啪		p	aak	7A		p	ak	6		pʰ	ak	35	
柏		p	aak	7A		p	ak	6		pʰ	ak	35	柏樹
柏		p	aak	7B		p	ak	7		pʰ	ak	23	
拍		p	aak	7B		p	ak	7		pʰ	ak	23	
珀		p	aak	7B		p	ak	7		pʰ	ak	23	
魄		p	aak	7B		p	ak	7		pʰ	ak	23	魂魄
帕		p	aak	7B		p	ak	7		pʰ	ak	23	
噴		p	an	1		p	aen	1		pʰ	ɐn	23	
頻		p	an	4		p	aen	2		pʰ	ɐn	22	
貧		p	an	4		p	aen	2		pʰ	ɐn	22	
瀕		p	an	4		p	aen	2		pʰ	ɐn	22	
烹		p	aang	1		p	ang	1		pʰ	aŋ	23	
馮		p	aang	4		p	ang	2		pʰ	aŋ	22	暴虎馮河
憑		p	aang	4		p	ang	2		pʰ	aŋ	22	
彭		p	aang	4		p	ang	2		pʰ	aŋ	22	
棚		p	aang	4		p	ang	2		pʰ	aŋ	22	
澎		p	aang	4		p	ang	2		pʰ	aŋ	22	
膨		p	aang	4		p	ang	2		pʰ	aŋ	22	
棒		p	aang	5		p	ang	5		pʰ	aŋ	21	
朋		p	aang	4		p	ang	2		pʰ	aŋ	22	
鵬		p	aang	4		p	ang	2		pʰ	aŋ	22	
硼		p	aang	4		p	ang	2		pʰ	aŋ	22	
匹		p	at	7A		p	aet	6		pʰ	ɐt	35	
媲		p	ei	1		p	ei	1		pʰ	ei	23	
婢		p	ei	1		p	ei	1		pʰ	ei	23	
譬		p	ei	1		p	ei	1		pʰ	ei	23	
披		p	ei	1		p	ei	1		pʰ	ei	23	
屁		p	ei	1		p	ei	1		pʰ	ei	23	
婢		p	ei	2		p	ei	3		pʰ	ei	35	
鄙		p	ei	2		p	ei	3		pʰ	ei	35	
否		p	ei	2		p	ei	3		pʰ	ei	35	否極泰來
圮		p	ei	2		p	ei	3		pʰ	ei	35	
脾		p	ei	4		p	ei	2		pʰ	ei	22	
皮		p	ei	4		p	ei	2		pʰ	ei	22	
疲		p	ei	4		p	ei	2		pʰ	ei	22	
被		p	ei	5		p	ei	5		pʰ	ei	21	被席
枇		p	ei	4		p	ei	2		pʰ	ei	22	
琵		p	ei	4		p	ei	2		pʰ	ei	22	
邳		p	ei	4		p	ei	2		pʰ	ei	22	
踢		p	iaak	7B		p	iak	7		pʰ	iak	23	
平		p	iaang	4		p	iang	2		pʰ	iaŋ	22	便宜；平嶺，地名
瓶		p	iaang	4		p	iang	2		pʰ	iaŋ	22	油瓶，白讀
劈		p	ik	7A		p	ik	6		pʰ	ɪk	35	
霹		p	ik	7A		p	ik	6		pʰ	ɪk	35	
闢		p	ik	7A		p	ik	6		pʰ	ɪk	35	
僻		p	ik	7A		p	ik	6		pʰ	ɪk	35	
蝙		p	in	1		p	in	1		pʰ	in	23	
編		p	in	1		p	in	1		pʰ	in	23	
遍		p	in	1		p	in	1		pʰ	in	23	
片		p	in	1		p	in	1		pʰ	in	23	
扁		p	in	1		p	in	1		pʰ	in	23	一葉扁舟
偏		p	in	1		p	in	1		pʰ	in	23	
篇		p	in	1		p	in	1		pʰ	in	23	
翩		p	in	1		p	in	1		pʰ	in	23	
騙		p	in	1		p	in	1		pʰ	in	23	
胼		p	in	4		p	in	2		pʰ	in	22	
便		p	in	4		p	in	2		pʰ	in	22	大腹便便
併		p	ing	1		p	ing	1		pʰ	ɪŋ	23	
聘		p	ing	1		p	ing	1		pʰ	ɪŋ	23	
拼		p	ing	1		p	ing	1		pʰ	ɪŋ	23	
砰		p	ing	1		p	ing	1		pʰ	ɪŋ	23	
屏		p	ing	4		p	ing	2		pʰ	ɪŋ	22	屏幕
瓶		p	ing	4		p	ing	2		pʰ	ɪŋ	22	
萍		p	ing	4		p	ing	2		pʰ	ɪŋ	22	
坪		p	ing	4		p	ing	2		pʰ	ɪŋ	22	
評		p	ing	4		p	ing	2		pʰ	ɪŋ	22	
平		p	ing	4		p	ing	2		pʰ	ɪŋ	22	
蘋		p	ing	4		p	ing	2		pʰ	ɪŋ	22	
秤		p	ing	4		p	ing	2		pʰ	ɪŋ	22	天秤
瞥		p	it	7B		p	it	7		pʰ	it	23	
撇		p	it	7B		p	it	7		pʰ	it	23	
飄		p	iaau	1		p	iau	1		pʰ	iau	23	
漂		p	iaau	1		p	iau	1		pʰ	iau	23	
票		p	iaau	1		p	iau	1		pʰ	iau	23	
票		p	iaau	5		p	iau	5		pʰ	iau	21	變調
瓢		p	iaau	4		p	iau	2		pʰ	iau	22	
瞟		p	iaau	4		p	iau	2		pʰ	iau	22	
破		p	o	1		p	o	1		pʰ	ɔ	23	
跛		p	o	2		p	o	3		pʰ	ɔ	35	腳有殘疾
頗		p	o	2		p	o	3		pʰ	ɔ	35	
婆		p	o	4		p	o	2		pʰ	ɔ	22	
璞		p	ok	7B		p	ok	7		pʰ	ɔk	23	
樸		p	ok	7B		p	ok	7		pʰ	ɔk	23	
撲		p	ok	7B		p	ok	7		pʰ	ɔk	23	
粕		p	ok	7B		p	ok	7		pʰ	ɔk	23	
魄		p	ok	7B		p	ok	7		pʰ	ɔk	23	落魄
龐		p	ong	4		p	ong	2		pʰ	ɔŋ	22	
蚌		p	ong	5		p	ong	5		pʰ	ɔŋ	21	
膀		p	ong	4		p	ong	2		pʰ	ɔŋ	22	膀胱
傍		p	ong	4		p	ong	2		pʰ	ɔŋ	22	傍晚
彷		p	ong	4		p	ong	2		pʰ	ɔŋ	22	
旁		p	ong	4		p	ong	2		pʰ	ɔŋ	22	
螃		p	ong	4		p	ong	2		pʰ	ɔŋ	22	
徬		p	ong	4		p	ong	2		pʰ	ɔŋ	22	彷徨
磅		p	ong	4		p	ong	2		pʰ	ɔŋ	22	磅礴
滂		p	ong	4		p	ong	2		pʰ	ɔŋ	22	
鋪		p	ou	1		p	ou	1		pʰ	ou	23	
鋪		p	ou	5		p	ou	5		pʰ	ou	21	變調
抱		p	aau	1		p	au	1		pʰ	au	23	擁抱
泡		p	aau	1		p	au	1		pʰ	au	23	好多泡
抱		p	aau	2		p	au	3		pʰ	au	35	抱住
甫		p	ou	2		p	ou	3		pʰ	ou	35	台甫
脯		p	ou	2		p	ou	3		pʰ	ou	35	肉脯
圃		p	ou	2		p	ou	3		pʰ	ou	35	
譜		p	ou	2		p	ou	3		pʰ	ou	35	
浦		p	ou	2		p	ou	3		pʰ	ou	35	
普		p	ou	2		p	ou	3		pʰ	ou	35	
婦		p	ou	5		p	ou	5		pʰ	ou	21	新婦，新娘
匍		p	ou	4		p	ou	2		pʰ	ou	22	
菩		p	ou	4		p	ou	2		pʰ	ou	22	
菩		p	o	4		p	o	2		pʰ	ɔ	22	菩薩
蒲		p	ou	4		p	ou	2		pʰ	ou	22	
葡		p	ou	4		p	ou	2		pʰ	ou	22	
袍		p	aau	4		p	au	2		pʰ	au	22	
倍		p	waai	1		p	uai	1		pʰ	uai	23	
沛		p	waai	1		p	uai	1		pʰ	uai	23	
佩		p	waai	1		p	uai	1		pʰ	uai	23	
珮		p	waai	1		p	uai	1		pʰ	uai	23	
配		p	waai	1		p	uai	1		pʰ	uai	23	
坏		p	ui	1		p	ui	1		pʰ	ui	23	
胚		p	ui	1		p	ui	1		pʰ	ui	23	同“坯”
徘		p	waai	4		p	uai	2		pʰ	uai	22	
陪		p	waai	4		p	uai	2		pʰ	uai	22	
培		p	waai	4		p	uai	2		pʰ	uai	22	
倍		p	waai	5		p	uai	5		pʰ	uai	21	
蓓		p	waai	5		p	uai	5		pʰ	uai	21	
賠		p	ui	4		p	ui	2		pʰ	ui	22	
仆		p	uk	8		p	uk	8		pʰ	ʊk	31	
仆		p	uk	7A		p	uk	6		pʰ	ʊk	35	仆倒
拚		p	waan	1		p	uan	1		pʰ	uan	23	
潘		p	waan	1		p	uan	1		pʰ	uan	23	
判		p	waan	1		p	uan	1		pʰ	uan	23	
蟠		p	waan	4		p	uan	2		pʰ	uan	22	
盆		p	an	4		p	aen	2		pʰ	ɐn	22	
盆		p	an	5		p	aen	5		pʰ	ɐn	21	變調
盤		p	waan	4		p	uan	2		pʰ	uan	22	
蹣		p	waan	4		p	uan	2		pʰ	uan	22	
胖		p	waan	4		p	uan	2		pʰ	uan	22	心廣體胖
碰		p	ung	1		p	ung	1		pʰ	ʊŋ	23	
捧		p	ung	2		p	ung	3		pʰ	ʊŋ	35	
蓬		p	ung	4		p	ung	2		pʰ	ʊŋ	22	
篷		p	ung	4		p	ung	2		pʰ	ʊŋ	22	
潑		p	waat	7B		p	uat	7		pʰ	uat	23	
沙		s	aa	1		s	a	1		s	a	23	
沙		s	aa	5		s	a	5		s	a	21	變調
砂		s	aa	1		s	a	1		s	a	23	
紗		s	aa	1		s	a	1		s	a	23	
鯊		s	aa	1		s	a	1		s	a	23	
卅		s	aa	1		s	a	1		s	a	23	
莎		s	aa	1		s	a	1		s	a	23	
灑		s	aa	2		s	a	3		s	a	35	
耍		s	aa	2		s	a	3		s	a	35	
殺		s	aai	1		s	ai	1		s	ai	23	殺哀
晒		s	aai	1		s	ai	1		s	ai	23	
徙		s	aai	2		s	ai	3		s	ai	35	
舐		s	aai	5		s	ai	5		s	ai	21	
衫		s	aam	1		s	am	1		s	am	23	
參		s	aam	1		s	am	1		s	am	23	三的大寫
三		s	aam	1		s	am	1		s	am	23	
栓		s	aan	1		s	an	1		s	an	23	
拴		s	aan	1		s	an	1		s	an	23	
山		s	aan	1		s	an	1		s	an	23	
刪		s	aan	1		s	an	1		s	an	23	
訕		s	aan	1		s	an	1		s	an	23	
姍		s	aan	1		s	an	1		s	an	23	
珊		s	aan	1		s	an	1		s	an	23	
跚		s	aan	1		s	an	1		s	an	23	
散		s	aan	1		s	an	1		s	an	23	散文
傘		s	aan	1		s	an	1		s	an	23	
柵		s	aan	1		s	an	1		s	an	23	柵極
散		s	aan	2		s	an	3		s	an	35	散步
潺		s	aan	4		s	an	2		s	an	22	
圾		s	aap	7A		s	ap	6		s	ap	35	
澀		s	aap	7B		s	ap	7		s	ap	23	
霎		s	aap	7B		s	ap	7		s	ap	23	
殺		s	aat	7B		s	at	7		s	at	23	殺敵
煞		s	aat	7B		s	at	7		s	at	23	
薩		s	aat	7B		s	at	7		s	at	23	
撒		s	aat	7B		s	at	7		s	at	23	
剎		s	aat	7B		s	at	7		s	at	23	
哨		s	aau	1		s	au	1		s	au	23	
梢		s	aau	1		s	au	1		s	au	23	
稍		s	aau	2		s	au	3		s	au	35	
嘶		s	oi	1		s	oi	1		s	ɔi	23	
西		s	oi	1		s	oi	1		s	ɔi	23	
犀		s	oi	1		s	oi	1		s	ɔi	23	
細		s	oi	1		s	oi	1		s	ɔi	23	
細		s	oi	5		s	oi	5		s	ɔi	21	細佬、老細，變調
世		s	oi	1		s	oi	1		s	ɔi	23	
勢		s	oi	1		s	oi	1		s	ɔi	23	
勢		s	oi	5		s	oi	5		s	ɔi	21	手勢，變調
篩		s	oi	1		s	oi	1		s	ɔi	23	
婿		s	oi	1		s	oi	1		s	ɔi	23	
璽		s	oi	2		s	oi	3		s	ɔi	35	
洗		s	oi	2		s	oi	3		s	ɔi	35	
使		s	oi	2		s	oi	3		s	ɔi	35	
駛		s	oi	2		s	oi	3		s	ɔi	35	
逝		s	oi	6		s	oi	4		s	ɔi	31	
誓		s	oi	6		s	oi	4		s	ɔi	31	
噬		s	oi	6		s	oi	4		s	ɔi	31	
側		s	aak	7A		s	ak	6		s	ak	35	邊側，地方
塞		s	aak	7A		s	ak	6		s	ak	35	塞車
沁		s	am	1		s	aem	1		s	ɐm	23	
心		s	am	1		s	aem	1		s	ɐm	23	
芯		s	am	1		s	aem	1		s	ɐm	23	
心		s	am	5		s	aem	5		s	ɐm	21	變調
芯		s	am	5		s	aem	5		s	ɐm	21	變調
深		s	am	1		s	aem	1		s	ɐm	23	
參		s	am	1		s	aem	1		s	ɐm	23	人參
森		s	am	1		s	aem	1		s	ɐm	23	
滲		s	am	1		s	aem	1		s	ɐm	23	
審		s	am	2		s	aem	3		s	ɐm	35	
沈		s	am	2		s	aem	3		s	ɐm	35	
嬸		s	am	2		s	aem	3		s	ɐm	35	
忱		s	am	4		s	aem	2		s	ɐm	22	
涔		s	am	4		s	aem	2		s	ɐm	22	
岑		s	am	4		s	aem	2		s	ɐm	22	
甚		s	am	6		s	aem	4		s	ɐm	31	
葚		s	am	6		s	aem	4		s	ɐm	31	
什		s	am	6		s	aem	4		s	ɐm	31	什麼
殉		s	an	1		s	aen	1		s	ɐn	23	
詢		s	an	1		s	aen	1		s	ɐn	23	
舜		s	an	1		s	aen	1		s	ɐn	23	
瞬		s	an	1		s	aen	1		s	ɐn	23	
辛		s	an	1		s	aen	1		s	ɐn	23	
新		s	an	1		s	aen	1		s	ɐn	23	
薪		s	an	1		s	aen	1		s	ɐn	23	
信		s	an	1		s	aen	1		s	ɐn	23	
迅		s	an	1		s	aen	1		s	ɐn	23	
訊		s	an	1		s	aen	1		s	ɐn	23	
申		s	an	1		s	aen	1		s	ɐn	23	
伸		s	an	1		s	aen	1		s	ɐn	23	
身		s	an	1		s	aen	1		s	ɐn	23	
呻		s	an	1		s	aen	1		s	ɐn	23	
紳		s	an	1		s	aen	1		s	ɐn	23	
遜		s	an	1		s	aen	1		s	ɐn	23	
筍		s	an	2		s	aen	3		s	ɐn	35	
馴		s	an	4		s	aen	2		s	ɐn	22	
純		s	an	4		s	aen	2		s	ɐn	22	
淳		s	an	4		s	aen	2		s	ɐn	22	
醇		s	an	4		s	aen	2		s	ɐn	22	
鶉		s	an	4		s	aen	2		s	ɐn	22	鶉衣
脣		s	an	4		s	aen	2		s	ɐn	22	
臣		s	an	4		s	aen	2		s	ɐn	22	
辰		s	an	4		s	aen	2		s	ɐn	22	
宸		s	an	4		s	aen	2		s	ɐn	22	
晨		s	an	4		s	aen	2		s	ɐn	22	
神		s	an	4		s	aen	2		s	ɐn	22	
順		s	an	6		s	aen	4		s	ɐn	31	
慎		s	an	6		s	aen	4		s	ɐn	31	
腎		s	an	6		s	aen	4		s	ɐn	31	
生		s	aang	1		s	ang	1		s	aŋ	23	
牲		s	aang	1		s	ang	1		s	aŋ	23	
笙		s	aang	1		s	ang	1		s	aŋ	23	
甥		s	aang	1		s	ang	1		s	aŋ	23	
擤		s	aang	1		s	ang	1		s	aŋ	23	
省		s	aang	2		s	ang	3		s	aŋ	35	廣東省
十		s	ap	8		s	aep	8		s	ɐp	31	
拾		s	ap	8		s	aep	8		s	ɐp	31	
溼		s	ap	7A		s	aep	6		s	ɐp	35	
濕		s	ap	7A		s	aep	6		s	ɐp	35	
