正體	簡體	聲母	韻母	聲調	詞例	声母音标	韵母音标	調值	拼音	
翁	翁	v	on	1		ʋ	ɔŋ	21	von1	
嗡	嗡	v	on	1	擬聲詞	ʋ	ɔŋ	21	von1	
蓊	蓊	v	on	3		ʋ	ɔŋ	31	von3	
瓮	瓮	v	on	5		ʋ	ɔŋ	44	von5	
齆	齆	v	on	5		ʋ	ɔŋ	44	von5	
𤆵	𤆵	p	a	1	𤆵蹄髈	pʰ	a	21	pa1	
趴	趴	p	a	1		pʰ	a	21	pa1	
葩	葩	p	a	1		pʰ	a	21	pa1	
扒	扒	p	a	2	扒竊	pʰ	a	24	pa2	
耙	耙	p	a	2		pʰ	a	24	pa2	
爬	爬	p	a	2		pʰ	a	24	pa2	
琶	琶	p	a	2		pʰ	a	24	pa2	
掱	掱	p	a	2		pʰ	a	24	pa2	
筢	筢	p	a	2		pʰ	a	24	pa2	
螃	螃	p	a	2	螃蟹	pʰ	a	24	pa2	
帕	帕	p	a	5		pʰ	a	44	pa5	
怕	怕	p	a	5		pʰ	a	44	pa5	
罷	罢	p	a	6		pʰ	a	33	pa6	
俳	俳	p	ae	2		pʰ	ɛ	24	pae2	
排	排	p	ae	2		pʰ	ɛ	24	pae2	
牌	牌	p	ae	2		pʰ	ɛ	24	pae2	
派	派	p	ae	5		pʰ	ɛ	44	pae5	
湃	湃	p	ae	5		pʰ	ɛ	44	pae5	
敗	败	p	ae	6		pʰ	ɛ	33	pae6	
稗	稗	p	ae	6		pʰ	ɛ	33	pae6	
拔	拔	p	aeh	8		pʰ	iaʔ	3	paeh8	
跋	跋	p	aeh	8		pʰ	iaʔ	3	paeh8	
攀	攀	p	aen	1		pʰ	ɛ̃	21	paen1	
爿	爿	p	aen	2	同“𤖭”	pʰ	ɛ̃	24	paen2	
𨂝	𨂝	p	aen	2		pʰ	ɛ̃	24	paen2	
盼	盼	p	aen	5		pʰ	ɛ̃	44	paen5	
襻	襻	p	aen	5		pʰ	ɛ̃	44	paen5	
辦	办	p	aen	6	白读	pʰ	ɛ̃	33	paen6	
杷	杷	p	ah	7		pʰ	aʔ	4	pah7	
粕	粕	p	ah	7	糟粕	pʰ	aʔ	4	pah7	
雹	雹	p	ah	8		pʰ	aʔ	3	pah8	
薄	薄	p	ah	8		pʰ	aʔ	3	pah8	
亳	亳	p	ah	8		pʰ	aʔ	3	pah8	
箔	箔	p	ah	8		pʰ	aʔ	3	pah8	
礡	礡	p	ah	8		pʰ	aʔ	3	pah8	
礴	礴	p	ah	8		pʰ	aʔ	3	pah8	
泊	泊	p	ah	8	停泊	pʰ	aʔ	3	pah8	
乓	乓	p	an	1		pʰ	ã	21	pan1	
滂	滂	p	an	1		pʰ	ã	21	pan1	
膀	膀	p	an	2	膀胱	pʰ	ã	24	pan2	
磅	磅	p	an	2	磅礴	pʰ	ã	24	pan2	
龐	庞	p	an	2		pʰ	ã	24	pan2	
旁	旁	p	an	2		pʰ	ã	24	pan2	
髈	髈	p	an	3		pʰ	ã	31	pan3	
胖	胖	p	an	5		pʰ	ã	44	pan5	
棒	棒	p	an	6		pʰ	ã	33	pan6	
磅	磅	p	an	6	磅秤	pʰ	ã	33	pan6	
荸	荸	p	eh	8		pʰ	əʔ	3	peh8	
勃	勃	p	eh	8		pʰ	əʔ	3	peh8	
脖	脖	p	eh	8		pʰ	əʔ	3	peh8	
鵓	鹁	p	eh	8		pʰ	əʔ	3	peh8	
渤	渤	p	eh	8		pʰ	əʔ	3	peh8	
𨁝	𨁝	p	eh	8		pʰ	əʔ	3	peh8	
呸	呸	p	ei	5		pʰ	əi	44	pei5	
胚	胚	p	ei	1		pʰ	əi	21	pei1	
蓓	蓓	p	ei	2		pʰ	əi	24	pei2	
便	便	p	ei	2	便宜	pʰ	əi	24	pei2	
徘	徘	p	ei	2		pʰ	əi	24	pei2	
陪	陪	p	ei	2		pʰ	əi	24	pei2	
培	培	p	ei	2		pʰ	əi	24	pei2	
賠	赔	p	ei	2		pʰ	əi	24	pei2	
裴	裴	p	ei	2		pʰ	əi	24	pei2	
沛	沛	p	ei	5		pʰ	əi	44	pei5	
佩	佩	p	ei	5		pʰ	əi	44	pei5	
配	配	p	ei	5		pʰ	əi	44	pei5	
備	备	p	ei	6		pʰ	əi	33	pei6	
悖	悖	p	ei	6		pʰ	əi	33	pei6	
憊	惫	p	ei	6		pʰ	əi	33	pei6	
焙	焙	p	ei	6		pʰ	əi	33	pei6	
幣	币	p	ei	6		pʰ	əi	33	pei6	
噴	喷	p	en	1	噴發	pʰ	əŋ	21	pen1	
盆	盆	p	en	2		pʰ	əŋ	24	pen2	
笨	笨	p	en	5		pʰ	əŋ	44	pen5	
噴	喷	p	en	5	噴香	pʰ	əŋ	44	pen5	
剖	剖	p	eu	3		pʰ	ɤɯ	31	peu3	
丕	丕	p	i	1		pʰ	ɨᶨ	21	pi1	
批	批	p	i	1		pʰ	ɨᶨ	21	pi1	
紕	纰	p	i	1		pʰ	ɨᶨ	21	pi1	
坯	坯	p	i	1		pʰ	ɨᶨ	21	pi1	
披	披	p	i	1		pʰ	ɨᶨ	21	pi1	
砒	砒	p	i	1		pʰ	ɨᶨ	21	pi1	
𠜱	𠜱	p	i	1		pʰ	ɨᶨ	21	pi1	
陪	陪	p	i	2		pʰ	ɨᶨ	24	pi2	
賠	赔	p	i	2		pʰ	ɨᶨ	24	pi2	
皮	皮	p	i	2		pʰ	ɨᶨ	24	pi2	
疲	疲	p	i	2		pʰ	ɨᶨ	24	pi2	
啤	啤	p	i	2		pʰ	ɨᶨ	24	pi2	
琵	琵	p	i	2		pʰ	ɨᶨ	24	pi2	
脾	脾	p	i	2		pʰ	ɨᶨ	24	pi2	
貔	貔	p	i	2		pʰ	ɨᶨ	24	pi2	
痞	痞	p	i	3		pʰ	ɨᶨ	31	pi3	
庇	庇	p	i	5		pʰ	ɨᶨ	44	pi5	
配	配	p	i	5		pʰ	ɨᶨ	44	pi5	
屁	屁	p	i	5		pʰ	ɨᶨ	44	pi5	
被	被	p	i	6		pʰ	ɨᶨ	33	pi6	
焙	焙	p	i	6		pʰ	ɨᶨ	33	pi6	
幣	币	p	i	6		pʰ	ɨᶨ	33	pi6	
敝	敝	p	i	6		pʰ	ɨᶨ	33	pi6	
婢	婢	p	i	6		pʰ	ɨᶨ	33	pi6	
弊	弊	p	i	6		pʰ	ɨᶨ	33	pi6	
篦	篦	p	i	6		pʰ	ɨᶨ	33	pi6	
避	避	p	i	6		pʰ	ɨᶨ	33	pi6	
痱	痱	p	i	6		pʰ	ɨᶨ	33	pi6	
劈	劈	p	ieh	7		pʰ	iəʔ	4	pieh7	
霹	霹	p	ieh	7		pʰ	iəʔ	4	pieh7	
枇	枇	p	ieh	7		pʰ	iəʔ	4	pieh7	
匹	匹	p	ieh	7		pʰ	iəʔ	4	pieh7	
癖	癖	p	ieh	7		pʰ	iəʔ	4	pieh7	
辟	辟	p	ieh	7		pʰ	iəʔ	4	pieh7	
闢	辟	p	ieh	7		pʰ	iəʔ	4	pieh7	
僻	僻	p	ieh	7		pʰ	iəʔ	4	pieh7	
鼻	鼻	p	ieh	8		pʰ	iəʔ	3	pieh8	
弼	弼	p	ieh	8		pʰ	iəʔ	3	pieh8	
拼	拼	p	ien	1		pʰ	iəŋ	21	pien1	
姘	姘	p	ien	1		pʰ	iəŋ	21	pien1	
乒	乒	p	ien	1		pʰ	iəŋ	21	pien1	
貧	贫	p	ien	2		pʰ	iəŋ	24	pien2	
頻	频	p	ien	2		pʰ	iəŋ	24	pien2	
嬪	嫔	p	ien	2		pʰ	iəŋ	24	pien2	
顰	颦	p	ien	2		pʰ	iəŋ	24	pien2	
平	平	p	ien	2		pʰ	iəŋ	24	pien2	
坪	坪	p	ien	2		pʰ	iəŋ	24	pien2	
蘋	苹	p	ien	2		pʰ	iəŋ	24	pien2	
憑	凭	p	ien	2		pʰ	iəŋ	24	pien2	
屏	屏	p	ien	2	屏風	pʰ	iəŋ	24	pien2	
瓶	瓶	p	ien	2		pʰ	iəŋ	24	pien2	
萍	萍	p	ien	2		pʰ	iəŋ	24	pien2	
品	品	p	ien	3		pʰ	iəŋ	31	pien3	
評	评	p	ien	3		pʰ	iəŋ	31	pien3	
聘	聘	p	ien	5		pʰ	iəŋ	44	pien5	
並	并	p	ien	6	並且，並排	pʰ	iəŋ	33	pien6	
病	病	p	ien	6		pʰ	iəŋ	33	pien6	
撇	撇	p	ih	7		pʰ	iʔ	4	pih7	
瞥	瞥	p	ih	7		pʰ	iʔ	4	pih7	
鐅	鐅	p	ih	7		pʰ	iʔ	4	pih7	
別	别	p	ih	8	分別，離別	pʰ	iʔ	3	pih8	
編	编	p	in	1		pʰ	ĩ	21	pin1	
偏	偏	p	in	1		pʰ	ĩ	21	pin1	
篇	篇	p	in	1		pʰ	ĩ	21	pin1	
翩	翩	p	in	1		pʰ	ĩ	21	pin1	
便	便	p	in	2	便宜	pʰ	ĩ	24	pin2	
緶	缏	p	in	2		pʰ	ĩ	24	pin2	
遍	遍	p	in	5		pʰ	ĩ	44	pin5	
片	片	p	in	5		pʰ	ĩ	44	pin5	
騙	骗	p	in	5		pʰ	ĩ	44	pin5	
卞	卞	p	in	6		pʰ	ĩ	33	pin6	
便	便	p	in	6	方便	pʰ	ĩ	33	pin6	
辨	辨	p	in	6		pʰ	ĩ	33	pin6	
辯	辩	p	in	6		pʰ	ĩ	33	pin6	
辮	辫	p	in	6		pʰ	ĩ	33	pin6	
飄	飘	p	io	1		pʰ	iɔ	21	pio1	
螵	螵	p	io	1		pʰ	iɔ	21	pio1	
嘌	嘌	p	io	1		pʰ	iɔ	21	pio1	
漂	漂	p	io	1	漂泊	pʰ	iɔ	21	pio1	
嫖	嫖	p	io	2		pʰ	iɔ	24	pio2	
瓢	瓢	p	io	2		pʰ	iɔ	24	pio2	
漂	漂	p	io	3	漂白	pʰ	iɔ	31	pio3	
鰾	鳔	p	io	5		pʰ	iɔ	44	pio5	
票	票	p	io	5		pʰ	iɔ	44	pio5	
漂	漂	p	io	5	漂亮	pʰ	iɔ	44	pio5	
胞	胞	p	o	1		pʰ	ɔ	21	po1	
拋	抛	p	o	1		pʰ	ɔ	21	po1	
泡	泡	p	o	1	燈泡，水泡	pʰ	ɔ	21	po1	
咆	咆	p	o	2		pʰ	ɔ	24	po2	
袍	袍	p	o	2		pʰ	ɔ	24	po2	
跑	跑	p	o	2		pʰ	ɔ	24	po2	
炮	炮	p	o	2	炮烙	pʰ	ɔ	24	po2	
泡	泡	p	o	5	泡湯	pʰ	ɔ	44	po5	
炮	炮	p	o	5	鞭炮	pʰ	ɔ	44	po5	
齙	龅	p	o	6		pʰ	ɔ	33	po6	
抱	抱	p	o	6		pʰ	ɔ	33	po6	
鮑	鲍	p	o	6		pʰ	ɔ	33	po6	
刨	刨	p	o	6		pʰ	ɔ	33	po6	
拍	拍	p	oh	7		pʰ	ɔʔ	4	poh7	
泊	泊	p	oh	7	湖泊	pʰ	ɔʔ	4	poh7	
迫	迫	p	oh	7		pʰ	ɔʔ	4	poh7	
珀	珀	p	oh	7		pʰ	ɔʔ	4	poh7	
魄	魄	p	oh	7	魂魄	pʰ	ɔʔ	4	poh7	
扑	扑	p	oh	7		pʰ	ɔʔ	4	poh7	
撲	扑	p	oh	7		pʰ	ɔʔ	4	poh7	
噗	噗	p	oh	7	噗嗤，擬聲詞	pʰ	ɔʔ	4	poh7	
樸	朴	p	oh	7		pʰ	ɔʔ	4	poh7	
蹼	蹼	p	oh	7		pʰ	ɔʔ	4	poh7	
白	白	p	oh	8		pʰ	ɔʔ	3	poh8	
帛	帛	p	oh	8		pʰ	ɔʔ	3	poh8	
鉑	铂	p	oh	8		pʰ	ɔʔ	3	poh8	
舶	舶	p	oh	8		pʰ	ɔʔ	3	poh8	
僕	仆	p	oh	8		pʰ	ɔʔ	3	poh8	
抨	抨	p	on	1		pʰ	ɔŋ	21	pon1	
怦	怦	p	on	1		pʰ	ɔŋ	21	pon1	
砰	砰	p	on	1		pʰ	ɔŋ	21	pon1	
烹	烹	p	on	1		pʰ	ɔŋ	21	pon1	
芃	芃	p	on	2		pʰ	ɔŋ	24	pon2	
朋	朋	p	on	2		pʰ	ɔŋ	24	pon2	
彭	彭	p	on	2		pʰ	ɔŋ	24	pon2	
棚	棚	p	on	2		pʰ	ɔŋ	24	pon2	
蓬	蓬	p	on	2		pʰ	ɔŋ	24	pon2	
硼	硼	p	on	2		pʰ	ɔŋ	24	pon2	
鵬	鹏	p	on	2		pʰ	ɔŋ	24	pon2	
澎	澎	p	on	2		pʰ	ɔŋ	24	pon2	
篷	篷	p	on	2		pʰ	ɔŋ	24	pon2	
膨	膨	p	on	2		pʰ	ɔŋ	24	pon2	
蟛	蟛	p	on	2	蟛蜞	pʰ	ɔŋ	24	pon2	
捧	捧	p	on	3		pʰ	ɔŋ	31	pon3	
碰	碰	p	on	5		pʰ	ɔŋ	44	pon5	
蚌	蚌	p	on	6		pʰ	ɔŋ	33	pon6	
埲	埲	p	on	6		pʰ	ɔŋ	33	pon6	
坡	坡	p	u	1		pʰ	ʊ	21	pu1	
頗	颇	p	u	1	偏頗	pʰ	ʊ	21	pu1	
婆	婆	p	u	2		pʰ	ʊ	24	pu2	
鄱	鄱	p	u	2		pʰ	ʊ	24	pu2	
叵	叵	p	u	3		pʰ	ʊ	31	pu3	
笸	笸	p	u	3		pʰ	ʊ	31	pu3	
破	破	p	u	5		pʰ	ʊ	44	pu5	
潑	泼	p	uh	7		pʰ	ʊʔ	4	puh7	
鈸	钹	p	uh	8		pʰ	ʊʔ	3	puh8	
蔔	卜	p	uh	8	蘿蔔	pʰ	ʊʔ	3	puh8	
潘	潘	p	un	1		pʰ	ʊ̃	21	pun1	
拚	拚	p	un	1	拚命	pʰ	ʊ̃	21	pun1	
般	般	p	un	2	一般的	pʰ	ʊ̃	24	pun2	
盤	盘	p	un	2		pʰ	ʊ̃	24	pun2	
槃	槃	p	un	2		pʰ	ʊ̃	24	pun2	
磐	磐	p	un	2		pʰ	ʊ̃	24	pun2	
蟠	蟠	p	un	2		pʰ	ʊ̃	24	pun2	
判	判	p	un	5		pʰ	ʊ̃	44	pun5	
叛	叛	p	un	5		pʰ	ʊ̃	44	pun5	
畔	畔	p	un	5		pʰ	ʊ̃	44	pun5	
伴	伴	p	un	6		pʰ	ʊ̃	33	pun6	
拌	拌	p	un	6		pʰ	ʊ̃	33	pun6	
孵	孵	p	v	1		pʰ	ʋ	21	pv1	
潽	潽	p	v	1		pʰ	ʋ	21	pv1	
鋪	铺	p	v	1	鋪設	pʰ	ʋ	21	pv1	
舖	铺	p	v	1		pʰ	ʋ	21	pv1	
匍	匍	p	v	2		pʰ	ʋ	24	pv2	
莆	莆	p	v	2		pʰ	ʋ	24	pv2	
菩	菩	p	v	2		pʰ	ʋ	24	pv2	
脯	脯	p	v	2	胸脯	pʰ	ʋ	24	pv2	
葡	葡	p	v	2		pʰ	ʋ	24	pv2	
蒲	蒲	p	v	2		pʰ	ʋ	24	pv2	
捕	捕	p	v	3		pʰ	ʋ	31	pv3	
哺	哺	p	v	3		pʰ	ʋ	31	pv3	
甫	甫	p	v	3		pʰ	ʋ	31	pv3	
輔	辅	p	v	3		pʰ	ʋ	31	pv3	
附	附	p	v	3	香附子	pʰ	ʋ	31	pv3	
脯	脯	p	v	3	果脯	pʰ	ʋ	31	pv3	
埔	埔	p	v	3	黃埔軍校	pʰ	ʋ	31	pv3	
圃	圃	p	v	3		pʰ	ʋ	31	pv3	
浦	浦	p	v	3		pʰ	ʋ	31	pv3	
普	普	p	v	3		pʰ	ʋ	31	pv3	
溥	溥	p	v	3		pʰ	ʋ	31	pv3	
譜	谱	p	v	3		pʰ	ʋ	31	pv3	
鋪	铺	p	v	5	店鋪	pʰ	ʋ	44	pv5	
舖	铺	p	v	5		pʰ	ʋ	44	pv5	
步	步	p	v	6		pʰ	ʋ	33	pv6	
部	部	p	v	6		pʰ	ʋ	33	pv6	
埠	埠	p	v	6		pʰ	ʋ	33	pv6	
簿	簿	p	v	6		pʰ	ʋ	33	pv6	
伏	伏	p	v	6	伏小鸡(孵蛋)	pʰ	ʋ	33	pv6	
妻	妻	q	i	1		tɕʰ	ɨᶨ	21	qi1	
棲	栖	q	i	1		tɕʰ	ɨᶨ	21	qi1	
淒	凄	q	i	1		tɕʰ	ɨᶨ	21	qi1	
悽	凄	q	i	1		tɕʰ	ɨᶨ	21	qi1	
萋	萋	q	i	1		tɕʰ	ɨᶨ	21	qi1	
期	期	q	i	1	日期	tɕʰ	ɨᶨ	21	qi1	
欺	欺	q	i	1		tɕʰ	ɨᶨ	21	qi1	
蹊	蹊	q	i	1	蹊蹺（攲蹺）	tɕʰ	ɨᶨ	21	qi1	
溪	溪	q	i	1		tɕʰ	ɨᶨ	21	qi1	
谿	溪	q	i	1		tɕʰ	ɨᶨ	21	qi1	
畸	畸	q	i	2		tɕʰ	ɨᶨ	24	qi2	
期	期	q	i	2		tɕʰ	ɨᶨ	24	qi2	
齊	齐	q	i	2		tɕʰ	ɨᶨ	24	qi2	
祁	祁	q	i	2		tɕʰ	ɨᶨ	24	qi2	
岐	岐	q	i	2		tɕʰ	ɨᶨ	24	qi2	
其	其	q	i	2		tɕʰ	ɨᶨ	24	qi2	
奇	奇	q	i	2	奇怪	tɕʰ	ɨᶨ	24	qi2	
歧	歧	q	i	2		tɕʰ	ɨᶨ	24	qi2	
祈	祈	q	i	2		tɕʰ	ɨᶨ	24	qi2	
臍	脐	q	i	2		tɕʰ	ɨᶨ	24	qi2	
埼	埼	q	i	2		tɕʰ	ɨᶨ	24	qi2	
崎	崎	q	i	2		tɕʰ	ɨᶨ	24	qi2	
淇	淇	q	i	2		tɕʰ	ɨᶨ	24	qi2	
騏	骐	q	i	2		tɕʰ	ɨᶨ	24	qi2	
騎	骑	q	i	2	騎馬，動詞	tɕʰ	ɨᶨ	24	qi2	
琪	琪	q	i	2		tɕʰ	ɨᶨ	24	qi2	
琦	琦	q	i	2		tɕʰ	ɨᶨ	24	qi2	
棋	棋	q	i	2		tɕʰ	ɨᶨ	24	qi2	
蠐	蛴	q	i	2		tɕʰ	ɨᶨ	24	qi2	
旗	旗	q	i	2		tɕʰ	ɨᶨ	24	qi2	
鰭	鳍	q	i	2		tɕʰ	ɨᶨ	24	qi2	
麒	麒	q	i	2		tɕʰ	ɨᶨ	24	qi2	
奚	奚	q	i	2		tɕʰ	ɨᶨ	24	qi2	
豈	岂	q	i	3		tɕʰ	ɨᶨ	31	qi3	
企	企	q	i	3		tɕʰ	ɨᶨ	31	qi3	
杞	杞	q	i	3		tɕʰ	ɨᶨ	31	qi3	
啟	启	q	i	3		tɕʰ	ɨᶨ	31	qi3	
啓	启	q	i	3		tɕʰ	ɨᶨ	31	qi3	
起	起	q	i	3		tɕʰ	ɨᶨ	31	qi3	
氣	气	q	i	5		tɕʰ	ɨᶨ	44	qi5	
棄	弃	q	i	5		tɕʰ	ɨᶨ	44	qi5	
汽	汽	q	i	5		tɕʰ	ɨᶨ	44	qi5	
契	契	q	i	5		tɕʰ	ɨᶨ	44	qi5	
砌	砌	q	i	5		tɕʰ	ɨᶨ	44	qi5	
器	器	q	i	5		tɕʰ	ɨᶨ	44	qi5	
去	去	q	i	5	來去	tɕʰ	ɨᶨ	44	qi5	
技	技	q	i	6		tɕʰ	ɨᶨ	33	qi6	
忌	忌	q	i	6		tɕʰ	ɨᶨ	33	qi6	
薺	荠	q	i	6	薺菜	tɕʰ	ɨᶨ	33	qi6	
洎	洎	q	i	6		tɕʰ	ɨᶨ	33	qi6	
騎	骑	q	i	6	坐騎，名詞	tɕʰ	ɨᶨ	33	qi6	
笡	笡	q	ia	1	歪斜	tɕʰ	ia	21	qia1	
茄	茄	q	ia	2		tɕʰ	ia	24	qia2	
邪	邪	q	ia	2		tɕʰ	ia	24	qia2	
斜	斜	q	ia	2		tɕʰ	ia	24	qia2	
謝	谢	q	ia	6		tɕʰ	ia	33	qia6	
且	且	q	iae	3	文读	tɕʰ	iɛ	31	qiae3	
洽	洽	q	iaeh	7		tɕʰ	iaʔ	4	qiaeh7	
恰	恰	q	iaeh	7		tɕʰ	iaʔ	4	qiaeh7	
劇	剧	q	iah	7		tɕʰ	iaʔ	4	qiah7	
卻	却	q	iah	7		tɕʰ	iaʔ	4	qiah7	
雀	雀	q	iah	7	文讀	tɕʰ	iaʔ	4	qiah7	
確	确	q	iah	7		tɕʰ	iaʔ	4	qiah7	
鵲	鹊	q	iah	7		tɕʰ	iaʔ	4	qiah7	
嚼	嚼	q	iah	8		tɕʰ	iaʔ	3	qiah8	
嗆	呛	q	ian	1		tɕʰ	iã	21	qian1	
羌	羌	q	ian	1		tɕʰ	iã	21	qian1	
槍	枪	q	ian	1		tɕʰ	iã	21	qian1	
腔	腔	q	ian	1		tɕʰ	iã	21	qian1	
降	降	q	ian	2	投降	tɕʰ	iã	24	qian2	
爿	爿	q	ian	2		tɕʰ	iã	24	qian2	
強	强	q	ian	2	強烈	tɕʰ	iã	24	qian2	
墻	墙	q	ian	2		tɕʰ	iã	24	qian2	
牆	墙	q	ian	2		tɕʰ	iã	24	qian2	
薔	蔷	q	ian	2		tɕʰ	iã	24	qian2	
襁	襁	q	ian	2		tɕʰ	iã	24	qian2	
詳	详	q	ian	2		tɕʰ	iã	24	qian2	
祥	祥	q	ian	2		tɕʰ	iã	24	qian2	
翔	翔	q	ian	2		tɕʰ	iã	24	qian2	
搶	抢	q	ian	3		tɕʰ	iã	31	qian3	
匠	匠	q	ian	6		tɕʰ	iã	33	qian6	
犟	犟	q	ian	6	犯犟	tɕʰ	iã	33	qian6	
強	强	q	ian	6	倔強	tɕʰ	iã	33	qian6	
象	象	q	ian	6	白读	tɕʰ	iã	33	qian6	
像	像	q	ian	6		tɕʰ	iã	33	qian6	
橡	橡	q	ian	6		tɕʰ	iã	33	qian6	
喫	吃	q	ieh	7		tɕʰ	iəʔ	4	qieh7	
緝	缉	q	ieh	7		tɕʰ	iəʔ	4	qieh7	
七	七	q	ieh	7		tɕʰ	iəʔ	4	qieh7	
柒	柒	q	ieh	7		tɕʰ	iəʔ	4	qieh7	
戚	戚	q	ieh	7		tɕʰ	iəʔ	4	qieh7	
漆	漆	q	ieh	7		tɕʰ	iəʔ	4	qieh7	
乞	乞	q	ieh	7		tɕʰ	iəʔ	4	qieh7	
訖	讫	q	ieh	7		tɕʰ	iəʔ	4	qieh7	
泣	泣	q	ieh	7		tɕʰ	iəʔ	4	qieh7	
隙	隙	q	ieh	7		tɕʰ	iəʔ	4	qieh7	
及	及	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
極	极	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
佶	佶	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
疾	疾	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
笈	集	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
集	集	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
輯	辑	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
瘠	瘠	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
籍	籍	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
夕	夕	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
習	习	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
席	席	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
襲	袭	q	ieh	8		tɕʰ	iəʔ	3	qieh8	
欽	钦	q	ien	1		tɕʰ	iəŋ	21	qien1	
侵	侵	q	ien	1		tɕʰ	iəŋ	21	qien1	
親	亲	q	ien	1	親人	tɕʰ	iəŋ	21	qien1	
青	青	q	ien	1		tɕʰ	iəŋ	21	qien1	
輕	轻	q	ien	1		tɕʰ	iəŋ	21	qien1	
氫	氢	q	ien	1		tɕʰ	iəŋ	21	qien1	
傾	倾	q	ien	1		tɕʰ	iəŋ	21	qien1	
卿	卿	q	ien	1		tɕʰ	iəŋ	21	qien1	
清	清	q	ien	1		tɕʰ	iəŋ	21	qien1	
蜻	蜻	q	ien	1		tɕʰ	iəŋ	21	qien1	
氰	氰	q	ien	1		tɕʰ	iəŋ	21	qien1	
芹	芹	q	ien	2	芹菜	tɕʰ	iəŋ	24	qien2	
秦	秦	q	ien	2		tɕʰ	iəŋ	24	qien2	
琴	琴	q	ien	2		tɕʰ	iəŋ	24	qien2	
禽	禽	q	ien	2		tɕʰ	iəŋ	24	qien2	
勤	勤	q	ien	2		tɕʰ	iəŋ	24	qien2	
擒	擒	q	ien	2		tɕʰ	iəŋ	24	qien2	
情	情	q	ien	2		tɕʰ	iəŋ	24	qien2	
晴	晴	q	ien	2		tɕʰ	iəŋ	24	qien2	
擎	擎	q	ien	2		tɕʰ	iəŋ	24	qien2	
黥	黥	q	ien	2		tɕʰ	iəŋ	24	qien2	
尋	寻	q	ien	2		tɕʰ	iəŋ	24	qien2	
寢	寝	q	ien	3		tɕʰ	iəŋ	31	qien3	
頃	顷	q	ien	3		tɕʰ	iəŋ	31	qien3	
請	请	q	ien	3		tɕʰ	iəŋ	31	qien3	
親	亲	q	ien	5	親家	tɕʰ	iəŋ	44	qien5	
撳	揿	q	ien	5		tɕʰ	iəŋ	44	qien5	
慶	庆	q	ien	5		tɕʰ	iəŋ	44	qien5	
盡	尽	q	ien	6		tɕʰ	iəŋ	33	qien6	
近	近	q	ien	6		tɕʰ	iəŋ	33	qien6	
淨	净	q	ien	6	干净	tɕʰ	iəŋ	33	qien6	
婧	婧	q	ien	6		tɕʰ	iəŋ	33	qien6	
靖	靖	q	ien	6		tɕʰ	iəŋ	33	qien6	
靜	静	q	ien	6		tɕʰ	iəŋ	33	qien6	
丘	丘	q	ieu	1		tɕʰ	iʊ	21	qieu1	
邱	邱	q	ieu	1		tɕʰ	iʊ	21	qieu1	
秋	秋	q	ieu	1		tɕʰ	iʊ	21	qieu1	
蚯	蚯	q	ieu	1		tɕʰ	iʊ	21	qieu1	
鰍	鳅	q	ieu	1		tɕʰ	iʊ	21	qieu1	
仇	仇	q	ieu	2	姓氏	tɕʰ	iʊ	24	qieu2	
囚	囚	q	ieu	2		tɕʰ	iʊ	24	qieu2	
求	求	q	ieu	2		tɕʰ	iʊ	24	qieu2	
泅	泅	q	ieu	2		tɕʰ	iʊ	24	qieu2	
俅	俅	q	ieu	2		tɕʰ	iʊ	24	qieu2	
酋	酋	q	ieu	2		tɕʰ	iʊ	24	qieu2	
球	球	q	ieu	2		tɕʰ	iʊ	24	qieu2	
裘	裘	q	ieu	2		tɕʰ	iʊ	24	qieu2	
舊	旧	q	ieu	6		tɕʰ	iʊ	33	qieu6	
臼	臼	q	ieu	6		tɕʰ	iʊ	33	qieu6	
就	就	q	ieu	6		tɕʰ	iʊ	33	qieu6	
舅	舅	q	ieu	6		tɕʰ	iʊ	33	qieu6	
鷲	鹫	q	ieu	6		tɕʰ	iʊ	33	qieu6	
袖	袖	q	ieu	6	衣袖	tɕʰ	iʊ	33	qieu6	
沏	沏	q	ih	7		tɕʰ	iʔ	4	qih7	
切	切	q	ih	7		tɕʰ	iʔ	4	qih7	
妾	妾	q	ih	7		tɕʰ	iʔ	4	qih7	
竊	窃	q	ih	7		tɕʰ	iʔ	4	qih7	
藉	藉	q	ih	8		tɕʰ	iʔ	3	qih8	
杰	杰	q	ih	8		tɕʰ	iʔ	3	qih8	
傑	杰	q	ih	8		tɕʰ	iʔ	3	qih8	
捷	捷	q	ih	8		tɕʰ	iʔ	3	qih8	
截	截	q	ih	8		tɕʰ	iʔ	3	qih8	
竭	竭	q	ih	8		tɕʰ	iʔ	3	qih8	
千	千	q	in	1		tɕʰ	ĩ	21	qin1	
韆	千	q	in	1		tɕʰ	ĩ	21	qin1	
