id	ini	fn	pt	单字	IPA	注释	
3368	f	uk	053	伏	fuk53	三伏	
3369	f	uk	053	復	fuk53	复原，恢复	
3370	f	uk	053	袱	fuk53	包袱	
3371	m	uŋ	53	夢	muŋ53	做梦	
3372	m	uk	053	目	muk53	目的	
3373	m	uk	053	穆	muk53	姓	
3374	m	uk	053	牧	muk53	畜牧	
3375	l	uŋ	41	隆	luŋ41	兴隆	
3376	l	uk	053	六	luk53	第六	
3377	l	uk	053	陸	luk53	大陆	
3378	ɬ	uŋ	21	嵩	ɬuŋ21	嵩山	
3379	ɬ	uk	024	肅	ɬuk24	严肃	
3380	ɬ	uk	024	宿	ɬuk24	星宿	
3381	ts	uŋ	33	中	tsuŋ33	当中，中秋	
3382	ts	uŋ	33	忠	tsuŋ33	忠心	
3383	tsʰ	uŋ	33	衷	tsʰuŋ33	衷心，初衷	
3384	ts	uŋ	25	中	tsuŋ25	射中，中状元	
3385	ts	uk	024	竹	tsuk24	竹子	
3386	ts	uk	024	築	tsuk24	建筑	
3387	tsʰ	uk	024	畜	tsʰuk24	牲畜	
3388	tsʰ	uŋ	41	蟲	tsʰuŋ41	虫子	
3389	ts	uŋ	53	仲	tsuŋ53	杜仲	
3390	ts	uk	053	逐	tsuk53	驱逐	
3391	ts	uk	053	軸	tsuk53	轴承	
3392	s	uŋ	41	崇	suŋ41	崇高	
3393	s	uk	024	縮	suk24	缩小	
3394	ts	uŋ	33	終	tsuŋ33	终于	
3395	ts	uŋ	25	衆	tsuŋ25	群众	
3396	ts	uk	024	祝	tsuk24	庆祝	
3397	ts	uk	024	粥	tsuk24	煮粥	
3398	tsʰ	uŋ	33	充	tsʰuŋ33	充分	
3399	s	uk	024	叔	suk24	叔叔	
3400	s	uk	053	熟	suk53	煮熟	
3401	s	uk	024	淑	suk24	淑女；人名	
3402	j	uŋ	41	戎	juŋ41	戎马	
3403	j	uŋ	41	絨	juŋ41	绒毛	
3404	#$0235	uk	053	肉	ȵuk53	肉体	
3405	k	uŋ	33	弓	kuŋ33	弓箭	
3406	k	uŋ	33	躬	kuŋ33	鞠躬	
3407	k	uŋ	33	宫	kuŋ33	天宫，宫殿	
3408	k	uk	024	菊	kuk24	菊花	
3409	k	uk	024	麴	kuk24	酒麴	
3410	kʰ	uŋ	41	窮	kʰuŋ41	穷人	
3411	tsʰ	uk	024	畜	tsʰuk24	畜牧	
3412	tsʰ	uk	024	蓄	tsʰuk24	储蓄	
3413	j	uk	024	郁	juk24	忧郁；郁南	
3414	j	uŋ	41	熊	juŋ41	熊猫	
3415	h	uŋ	41	雄	huŋ41	英雄	
3416	j	uŋ	41	融	juŋ41	融化	
3417	j	uk	053	育	juk53	教育	
3418	f	uŋ	33	封	fuŋ33	开封	
3419	f	uŋ	33	峰	fuŋ33	山峰	
3420	f	uŋ	33	蜂	fuŋ33	蜜蜂	
3421	f	uŋ	33	鋒	fuŋ33	锋利	
3422	f	uŋ	21	捧	fuŋ21	捧走	
3423	f	uŋ	41	逢	fuŋ41	相逢	
3424	f	uŋ	41	縫	fuŋ41	缝衣服	
3425	f	uŋ	53	奉	fuŋ53	奉献，奉承	
3426	f	uŋ	21	俸	fuŋ21	俸禄	
3427	j	uŋ	41	濃	juŋ41	浓厚	
3428	l	uŋ	41	龍	luŋ41	龙头	
3429	l	uŋ	21	壟	luŋ21	垄断	
3430	l	uk	053	緑	luk53	碧绿	
3431	l	uk	053	録	luk53	记录	
3432	ts	uŋ	33	踪	tsuŋ33	踪迹	
3433	ts	uŋ	33	縱	tsuŋ33	纵横	
3435	ts	uk	024	足	tsuk24	满足	
3436	tsʰ	uŋ	41	從	tsʰuŋ41	从容	
3437	tsʰ	uk	024	促	tsʰuk24	促进	
3438	tsʰ	uŋ	41	從	tsʰuŋ41	跟从	
3439	ɬ	uŋ	21	慫	ɬuŋ21	怂恿	
3440	ɬ	uk	024	粟	ɬuk24	高粱粟；玉米	
3441	tsʰ	uŋ	41	松	tsʰuŋ41	松树	
3442	ts	uŋ	53	誦	tsuŋ53	朗诵	
3443	ts	uŋ	53	頌	tsuŋ53	歌颂	
3444	ts	uŋ	53	訟	tsuŋ53	诉讼	
3445	ts	uk	053	俗	tsuk53	风俗	
3446	ts	uk	053	續	tsuk53	连续	
3447	tsʰ	uŋ	21	寵	tsʰuŋ21	宠爱	
3448	ts	uŋ	53	重	tsuŋ53	轻重	
3449	ts	uŋ	53	重	tsuŋ53	重要	
3450	tsʰ	uŋ	41	重	tsʰuŋ41	重复	
3451	ts	uŋ	33	鐘	tsuŋ33	闹钟	
3452	ts	uŋ	33	鍾	tsuŋ33	钟爱	
3453	ts	uŋ	33	盅	tsuŋ33	酒盅	
3454	ts	uŋ	21	種	tsuŋ21	种类（名、量）	
3455	ts	uŋ	21	腫	tsuŋ21	臃肿	
3456	ts	uŋ	25	種	tsuŋ25	种树（动）	
3457	ts	uk	024	燭	tsuk24	蜡烛	
3458	ts	uk	024	囑	tsuk24	遗嘱	
3459	tsʰ	uŋ	33	衝	tsʰuŋ33	冲锋	
3460	tsʰ	uk	024	觸	tsʰuk24	接触	
3461	s	uk	053	贖	suk53	赎罪	
3462	ts	uŋ	33	舂	tsuŋ33	舂米	
3463	tsʰ	uk	024	束	tsʰuk24	装束	
3464	s	uk	053	蜀	suk53	蜀国	
3465	s	uk	053	屬	suk53	家属	
3466	j	uŋ	41	茸	juŋ41	参茸	
3467	j	uk	053	辱	juk53	侮辱	
3468	j	uk	053	褥	juk53	被褥	
3469	k	uŋ	33	恭	kuŋ33	恭敬	
3470	k	uŋ	33	供	kuŋ33	供给，供不起	
3471	k	uŋ	21	拱	kuŋ21	拱手	
3472	k	uŋ	21	鞏	kuŋ21	巩固	
3473	k	uŋ	33	供	kuŋ33	上供	
3474	h	uŋ	21	恐	huŋ21	恐怕	
3475	kʰ	uk	024	曲	kʰuk24	曲折，歌曲	
3476	k	uŋ	53	共	kuŋ53	共同	
3477	k	uk	053	局	kuk53	局部	
3478	#$0235	iuk	053	玉	ȵiuk53	玉器	
3479	#$0235	iuk	053	獄	ȵiuk53	监狱	
3480	h	uŋ	33	胸	huŋ33	心胸	
3481	h	uŋ	33	凶	huŋ33	吉凶	
3482	h	uŋ	33	兇	huŋ33	凶恶，很凶	
3483	j	uk	024	旭	juk24	旭日	
3484	j	uŋ	33	雍	juŋ33	雍正	
3485	j	uŋ	33	癰	juŋ33	恶性脓疮	
3486	j	uŋ	21	擁	juŋ21	拥护	
3487		uŋ	33	壅	uŋ33	壅肥（施肥），壅人（埋人）	
3488	j	uŋ	41	容	juŋ41	容易	
3489	j	uŋ	41	蓉	juŋ41	芙蓉	
3490	j	uŋ	41	庸	juŋ41	平庸	
3491	j	uŋ	41	溶	juŋ41	溶化	
3492	j	uŋ	41	熔	juŋ41	熔化	
3493	j	uŋ	21	甬	juŋ21	甬道	
3494	j	uŋ	21	勇	juŋ21	勇敢	
3495	j	uŋ	21	涌	juŋ21	涌现	
3496	j	uŋ	53	用	juŋ53	用处	
3497	j	uk	053	欲	juk53	欲速则不达	
3498	j	uk	053	慾	juk53	欲望	
3499	j	uk	053	浴	juk53	沐浴	
3500	n	o	41	挪	no41		
3501	l	o	21	攞	lo21	攞[拿]	
3502	k	u	21	嗰	ku21	嗰[那，代词]	
3503		o	33	屙	o33	（～屎）	
3505	l	o	41	騾	lo41		
3509	pʰ	a	41	鈀	pʰa41	农具	
3510	m	ɛ	33	孖	mɛ33	孖[双、对]	
3511	n	a	21	乸	na21	乸[雌性]	
3514	tsʰ	ɛ	53	笡	tsʰɛ53	笡[歪斜，迁谢切]（嘴~、眼~）	
3515	#$0235	iɛ	21	嘢	ȵiɛ21	嘢[东西]	
3516	pʰ	ou	41	瓠	pʰou41	瓠（～瓜）	
3517	j	i	33	予	ji33		
3518	l	ɐu	21	縷	lɐu21		
3520	j	i	41	盂	ji41		
3521	tʰ	oi	41	枱	tʰoi41	枱[桌子]	
3522	tʰ	ai	21	舦	tʰai21	舦[舵]	
3523	m	ɐi	33	捭	mɐi33	捭[削]	
3524	m	ɐi	33	咪	mɐi33	咪[麦克风]	
3525	tʰ	ɐi	21	睇	tʰɐi21	睇[看]	
3526	kʰ	ɐi	33	奚	kʰɐi33	奚	
3527		ɐi	25	瞖	ɐi25	瞖[眼角膜上的遮蔽物]（白~）	
3528		ɐi	25	縊	ɐi25	缢[上吊]	
3529	m	ui	41	脢	mui41	脢[背脊肉]	
3530	t	ui	25	碓	tui25	碓（水~）	
3532	p	ei	21	髀	pei21	髀[大腿]	
3533	p	ei	21	畀	pei21	畀[给、被]	
3534	m	ei	53	魅	mei53		
3535	k	ei	53	鰭	kei53	鳍（鱼～）	
3536	n	ei	25	洱	nei25	洱（普~茶）	
3537	p	ou	33	煲	pou33	煲（～汤）	
3538	m	ou	21	冇	mou21	冇[没有]（~钱、~人）	
3540	l	ou	21	佬	lou21	佬（肥～）	
3542	#$0235	iɐu	33	撓	ȵiɐu33		
3543		au	25	拗	au25	拗（～颈）	
3546	l	iu	41	嫽	liu41	嫽[调戏、逗弄]	
3547	ʔ	iu	53	撬	ʔiu53		
3548	m	ɐu	33	踎	mɐu33	踎[蹲]	
3549	t	ɐu	25	竇	tɐu25	窦[鸟窝]	
3550	l	ɐu	33	褸	lɐu33	褛(大～；蒙盖：～住)	
3551	h	ɐu	41	睺	hɐu41	睺（注意；希冀）	
3554	n	ɐu	33	嬲	nɐu33	嬲[恼怒]	
3555	j	ɐu	33	邱	jɐu33	邱[姓]	
3556	t	ɐm	21	抌	tɐm21	抌(用手锤：～心～肺)	
3557	n	am	21	腩	nam21	腩（腹肉：肚～）	
3558	kʰ	ɐm	21	扻	kʰɐm21	扻（掴：～一巴）	
3559	ŋ	am	33	啱	ŋam33	啱[合适]	
3560	t	am	53	啖	tam53	啖[量]（头~汤、敨~气）	
3562	kʰ	ɐm	21	冚	kʰɐm21	冚[盖]	
3564	h	ɐm	33	蚶	hɐm33	蚶（毛～）	
3567	tsʰ	am	33	攙	tsʰam33	搀（～扶）	
3568	kʰ	am	21	檻	kʰam21	槛（门～）	
3570	#$0235	iɛm	41	鯰	ȵiɛm41	鲇（～鱼）	
3571	n	ɐm	21	諗	nɐm21	谂[思考]	
3572	n	ɐm	41	腍	nɐm41	腍[黏而软]	
3574	tsʰ	ɐp	024	緝	tsʰɐp24	缉（通～）	
3575	t	at	021	笪	tat21	笪（竹～）	
3576	l	at	053	邋	lat53	邋（～遢）	
3577	ts	an	53	綻	tsan53	绽（破~、~线、~放）	
3578	k	an	21	梘	kan21	枧（番～）	
3579	h	an	33	慳	han33	悭[节省]（~钱）	
3582	k	an	21	筧	kan21	笕（水~）	
3583	ts	an	21	攢	tsan21	攒（积～）	
3585	k	a	21	剜	ka21		
3586	ts	an	53	撰	tsan53	撰（～稿）	
3589	t	it	024	奀	tit24	奀（～细）	
3591	m	ek	024	乜	mek24	乜[什么]	
3592	l	ɐn	41	燐	lɐn41	燐	
3595	w	ɐn	25	圂	wɐn25	圂（关禁：～住）	
3596	w	ɐn	21	揾	wɐn21	揾[找]	
3597	ts	un	33	樽	tsun33	樽[瓶子]	
3599	tʰ	oŋ	33	劏	tʰoŋ33	劏[宰杀]	
3600	l	oŋ	41	螂	loŋ41		
3603	t	ok	053	□	tok53	斩柴	
3608	k	oŋ	53	逛	koŋ53	逛（～街）	
3610	t	aŋ	21	戥	tɐŋ21		
3611	l	aŋ	41	楞	lɐŋ41	楞（棱）（~角）	
3612	l	ak	053	簕	lɐk53	杜鹃）	
3613	tsʰ	aŋ	25	牚	tsʰɐŋ25	牚（椅～）	
3615		aŋ	33	罌	ɐŋ33	罂[宽口陶瓷瓶]	
3616	ŋ	ak	024	呃	ŋɐk24	呃[骗]	
3617	l	eŋ	25	靚	leŋ25	靓[漂亮]	
3618	l	ek	024	嚦	lek24	叻仔	
3619	tsʰ	eŋ	41	埕	tsʰeŋ41		
3620	pʰ	eŋ	41	姘	pʰeŋ41	姘（～头）	
3621	pʰ	ek	024	擗	pʰek24	擗[扔弃]	
3622	t	eŋ	25	掟	teŋ25	掟（扔：～石头）	
3623	l	ek	024	壢	lek24	坜[畦]	
3625	t	uŋ	53	戙	tuŋ53	戙[竖]	
3626	l	uk	024	睩	luk24	睩[瞪]	
3627	l	uk	024	轆	luk24	辘[轮子]	
3628	ɬ	uŋ	25	餸	ɬuŋ25		
3629	#$0235	iuk	024	喐	ȵiuk24	喐[动]	
3631	k	uk	053	焗	kuk53	焗油	
3632	f	u	53	付	fu53	付款	
3633	tsʰ	ek	024	刺	tsʰek24	刺到肉，刺到手（动词）	
