字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	同音字汇(连字音beta!)	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
庫	=D2193&E2193&F2193		kʰ	ou	21	=IF(D2193=0,"〇",D2193)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2193=B2194,0,1)	=IF(B2193=B2192,L2192&IF(C2193=0,A2193,A2193&"{"&C2193&"}"),IF(C2193=0,A2193,A2193&"{"&C2193&"}"))	=D2193&E2193	=IF(M2193=M2194,0,1)	=IF(N2192=0,IF(K2192=0,IF(B2193=B2192,O2192&IF(C2193=0,A2193,A2193&"{"&C2193&"}"),"["&J2193&"]"&IF(C2193=0,A2193,A2193&"{"&C2193&"}")),O2192&"["&J2193&"]"&IF(C2193=0,A2193,A2193&"{"&C2193&"}")),"["&J2193&"]"&IF(C2193=0,A2193,A2193&"{"&C2193&"}"))	=M2193&O2193
褲	=D2194&E2194&F2194		kʰ	ou	21	=IF(D2194=0,"〇",D2194)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2194=B2195,0,1)	=IF(B2194=B2193,L2193&IF(C2194=0,A2194,A2194&"{"&C2194&"}"),IF(C2194=0,A2194,A2194&"{"&C2194&"}"))	=D2194&E2194	=IF(M2194=M2195,0,1)	=IF(N2193=0,IF(K2193=0,IF(B2194=B2193,O2193&IF(C2194=0,A2194,A2194&"{"&C2194&"}"),"["&J2194&"]"&IF(C2194=0,A2194,A2194&"{"&C2194&"}")),O2193&"["&J2194&"]"&IF(C2194=0,A2194,A2194&"{"&C2194&"}")),"["&J2194&"]"&IF(C2194=0,A2194,A2194&"{"&C2194&"}"))	=M2194&O2194
吳	=D2195&E2195&F2195		g	ou	44	=IF(D2195=0,"〇",D2195)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2195=B2196,0,1)	=IF(B2195=B2194,L2194&IF(C2195=0,A2195,A2195&"{"&C2195&"}"),IF(C2195=0,A2195,A2195&"{"&C2195&"}"))	=D2195&E2195	=IF(M2195=M2196,0,1)	=IF(N2194=0,IF(K2194=0,IF(B2195=B2194,O2194&IF(C2195=0,A2195,A2195&"{"&C2195&"}"),"["&J2195&"]"&IF(C2195=0,A2195,A2195&"{"&C2195&"}")),O2194&"["&J2195&"]"&IF(C2195=0,A2195,A2195&"{"&C2195&"}")),"["&J2195&"]"&IF(C2195=0,A2195,A2195&"{"&C2195&"}"))	=M2195&O2195
呉	=D2196&E2196&F2196		g	ou	44	=IF(D2196=0,"〇",D2196)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2196=B2197,0,1)	=IF(B2196=B2195,L2195&IF(C2196=0,A2196,A2196&"{"&C2196&"}"),IF(C2196=0,A2196,A2196&"{"&C2196&"}"))	=D2196&E2196	=IF(M2196=M2197,0,1)	=IF(N2195=0,IF(K2195=0,IF(B2196=B2195,O2195&IF(C2196=0,A2196,A2196&"{"&C2196&"}"),"["&J2196&"]"&IF(C2196=0,A2196,A2196&"{"&C2196&"}")),O2195&"["&J2196&"]"&IF(C2196=0,A2196,A2196&"{"&C2196&"}")),"["&J2196&"]"&IF(C2196=0,A2196,A2196&"{"&C2196&"}"))	=M2196&O2196
誤	=D2197&E2197&F2197		g	ou	311	=IF(D2197=0,"〇",D2197)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2197=B2198,0,1)	=IF(B2197=B2196,L2196&IF(C2197=0,A2197,A2197&"{"&C2197&"}"),IF(C2197=0,A2197,A2197&"{"&C2197&"}"))	=D2197&E2197	=IF(M2197=M2198,0,1)	=IF(N2196=0,IF(K2196=0,IF(B2197=B2196,O2196&IF(C2197=0,A2197,A2197&"{"&C2197&"}"),"["&J2197&"]"&IF(C2197=0,A2197,A2197&"{"&C2197&"}")),O2196&"["&J2197&"]"&IF(C2197=0,A2197,A2197&"{"&C2197&"}")),"["&J2197&"]"&IF(C2197=0,A2197,A2197&"{"&C2197&"}"))	=M2197&O2197
五	=D2198&E2198&F2198		ŋ	ou	53	=IF(D2198=0,"〇",D2198)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2198=B2199,0,1)	=IF(B2198=B2197,L2197&IF(C2198=0,A2198,A2198&"{"&C2198&"}"),IF(C2198=0,A2198,A2198&"{"&C2198&"}"))	=D2198&E2198	=IF(M2198=M2199,0,1)	=IF(N2197=0,IF(K2197=0,IF(B2198=B2197,O2197&IF(C2198=0,A2198,A2198&"{"&C2198&"}"),"["&J2198&"]"&IF(C2198=0,A2198,A2198&"{"&C2198&"}")),O2197&"["&J2198&"]"&IF(C2198=0,A2198,A2198&"{"&C2198&"}")),"["&J2198&"]"&IF(C2198=0,A2198,A2198&"{"&C2198&"}"))	=M2198&O2198
伍	=D2199&E2199&F2199		ŋ	ou	53	=IF(D2199=0,"〇",D2199)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2199=B2200,0,1)	=IF(B2199=B2198,L2198&IF(C2199=0,A2199,A2199&"{"&C2199&"}"),IF(C2199=0,A2199,A2199&"{"&C2199&"}"))	=D2199&E2199	=IF(M2199=M2200,0,1)	=IF(N2198=0,IF(K2198=0,IF(B2199=B2198,O2198&IF(C2199=0,A2199,A2199&"{"&C2199&"}"),"["&J2199&"]"&IF(C2199=0,A2199,A2199&"{"&C2199&"}")),O2198&"["&J2199&"]"&IF(C2199=0,A2199,A2199&"{"&C2199&"}")),"["&J2199&"]"&IF(C2199=0,A2199,A2199&"{"&C2199&"}"))	=M2199&O2199
午	=D2200&E2200&F2200		ŋ	ou	53	=IF(D2200=0,"〇",D2200)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2200=B2201,0,1)	=IF(B2200=B2199,L2199&IF(C2200=0,A2200,A2200&"{"&C2200&"}"),IF(C2200=0,A2200,A2200&"{"&C2200&"}"))	=D2200&E2200	=IF(M2200=M2201,0,1)	=IF(N2199=0,IF(K2199=0,IF(B2200=B2199,O2199&IF(C2200=0,A2200,A2200&"{"&C2200&"}"),"["&J2200&"]"&IF(C2200=0,A2200,A2200&"{"&C2200&"}")),O2199&"["&J2200&"]"&IF(C2200=0,A2200,A2200&"{"&C2200&"}")),"["&J2200&"]"&IF(C2200=0,A2200,A2200&"{"&C2200&"}"))	=M2200&O2200
偶	=D2201&E2201&F2201		ŋ	ou	53	=IF(D2201=0,"〇",D2201)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2201=B2202,0,1)	=IF(B2201=B2200,L2200&IF(C2201=0,A2201,A2201&"{"&C2201&"}"),IF(C2201=0,A2201,A2201&"{"&C2201&"}"))	=D2201&E2201	=IF(M2201=M2202,0,1)	=IF(N2200=0,IF(K2200=0,IF(B2201=B2200,O2200&IF(C2201=0,A2201,A2201&"{"&C2201&"}"),"["&J2201&"]"&IF(C2201=0,A2201,A2201&"{"&C2201&"}")),O2200&"["&J2201&"]"&IF(C2201=0,A2201,A2201&"{"&C2201&"}")),"["&J2201&"]"&IF(C2201=0,A2201,A2201&"{"&C2201&"}"))	=M2201&O2201
藕	=D2202&E2202&F2202		ŋ	ou	53	=IF(D2202=0,"〇",D2202)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2202=B2203,0,1)	=IF(B2202=B2201,L2201&IF(C2202=0,A2202,A2202&"{"&C2202&"}"),IF(C2202=0,A2202,A2202&"{"&C2202&"}"))	=D2202&E2202	=IF(M2202=M2203,0,1)	=IF(N2201=0,IF(K2201=0,IF(B2202=B2201,O2201&IF(C2202=0,A2202,A2202&"{"&C2202&"}"),"["&J2202&"]"&IF(C2202=0,A2202,A2202&"{"&C2202&"}")),O2201&"["&J2202&"]"&IF(C2202=0,A2202,A2202&"{"&C2202&"}")),"["&J2202&"]"&IF(C2202=0,A2202,A2202&"{"&C2202&"}"))	=M2202&O2202
語	=D2203&E2203&F2203	白，～文	ŋ	ou	53	=IF(D2203=0,"〇",D2203)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2203=B2204,0,1)	=IF(B2203=B2202,L2202&IF(C2203=0,A2203,A2203&"{"&C2203&"}"),IF(C2203=0,A2203,A2203&"{"&C2203&"}"))	=D2203&E2203	=IF(M2203=M2204,0,1)	=IF(N2202=0,IF(K2202=0,IF(B2203=B2202,O2202&IF(C2203=0,A2203,A2203&"{"&C2203&"}"),"["&J2203&"]"&IF(C2203=0,A2203,A2203&"{"&C2203&"}")),O2202&"["&J2203&"]"&IF(C2203=0,A2203,A2203&"{"&C2203&"}")),"["&J2203&"]"&IF(C2203=0,A2203,A2203&"{"&C2203&"}"))	=M2203&O2203
仵	=D2204&E2204&F2204		ŋ	ou	53	=IF(D2204=0,"〇",D2204)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2204=B2205,0,1)	=IF(B2204=B2203,L2203&IF(C2204=0,A2204,A2204&"{"&C2204&"}"),IF(C2204=0,A2204,A2204&"{"&C2204&"}"))	=D2204&E2204	=IF(M2204=M2205,0,1)	=IF(N2203=0,IF(K2203=0,IF(B2204=B2203,O2203&IF(C2204=0,A2204,A2204&"{"&C2204&"}"),"["&J2204&"]"&IF(C2204=0,A2204,A2204&"{"&C2204&"}")),O2203&"["&J2204&"]"&IF(C2204=0,A2204,A2204&"{"&C2204&"}")),"["&J2204&"]"&IF(C2204=0,A2204,A2204&"{"&C2204&"}"))	=M2204&O2204
五	=D2205&E2205&F2205		ŋ	ou	13	=IF(D2205=0,"〇",D2205)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2205=B2206,0,1)	=IF(B2205=B2204,L2204&IF(C2205=0,A2205,A2205&"{"&C2205&"}"),IF(C2205=0,A2205,A2205&"{"&C2205&"}"))	=D2205&E2205	=IF(M2205=M2206,0,1)	=IF(N2204=0,IF(K2204=0,IF(B2205=B2204,O2204&IF(C2205=0,A2205,A2205&"{"&C2205&"}"),"["&J2205&"]"&IF(C2205=0,A2205,A2205&"{"&C2205&"}")),O2204&"["&J2205&"]"&IF(C2205=0,A2205,A2205&"{"&C2205&"}")),"["&J2205&"]"&IF(C2205=0,A2205,A2205&"{"&C2205&"}"))	=M2205&O2205
呼	=D2206&E2206&F2206		h	ou	22	=IF(D2206=0,"〇",D2206)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2206=B2207,0,1)	=IF(B2206=B2205,L2205&IF(C2206=0,A2206,A2206&"{"&C2206&"}"),IF(C2206=0,A2206,A2206&"{"&C2206&"}"))	=D2206&E2206	=IF(M2206=M2207,0,1)	=IF(N2205=0,IF(K2205=0,IF(B2206=B2205,O2205&IF(C2206=0,A2206,A2206&"{"&C2206&"}"),"["&J2206&"]"&IF(C2206=0,A2206,A2206&"{"&C2206&"}")),O2205&"["&J2206&"]"&IF(C2206=0,A2206,A2206&"{"&C2206&"}")),"["&J2206&"]"&IF(C2206=0,A2206,A2206&"{"&C2206&"}"))	=M2206&O2206
胡	=D2207&E2207&F2207		h	ou	44	=IF(D2207=0,"〇",D2207)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2207=B2208,0,1)	=IF(B2207=B2206,L2206&IF(C2207=0,A2207,A2207&"{"&C2207&"}"),IF(C2207=0,A2207,A2207&"{"&C2207&"}"))	=D2207&E2207	=IF(M2207=M2208,0,1)	=IF(N2206=0,IF(K2206=0,IF(B2207=B2206,O2206&IF(C2207=0,A2207,A2207&"{"&C2207&"}"),"["&J2207&"]"&IF(C2207=0,A2207,A2207&"{"&C2207&"}")),O2206&"["&J2207&"]"&IF(C2207=0,A2207,A2207&"{"&C2207&"}")),"["&J2207&"]"&IF(C2207=0,A2207,A2207&"{"&C2207&"}"))	=M2207&O2207
狐	=D2208&E2208&F2208		h	ou	44	=IF(D2208=0,"〇",D2208)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2208=B2209,0,1)	=IF(B2208=B2207,L2207&IF(C2208=0,A2208,A2208&"{"&C2208&"}"),IF(C2208=0,A2208,A2208&"{"&C2208&"}"))	=D2208&E2208	=IF(M2208=M2209,0,1)	=IF(N2207=0,IF(K2207=0,IF(B2208=B2207,O2207&IF(C2208=0,A2208,A2208&"{"&C2208&"}"),"["&J2208&"]"&IF(C2208=0,A2208,A2208&"{"&C2208&"}")),O2207&"["&J2208&"]"&IF(C2208=0,A2208,A2208&"{"&C2208&"}")),"["&J2208&"]"&IF(C2208=0,A2208,A2208&"{"&C2208&"}"))	=M2208&O2208
蝴	=D2209&E2209&F2209		h	ou	44	=IF(D2209=0,"〇",D2209)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2209=B2210,0,1)	=IF(B2209=B2208,L2208&IF(C2209=0,A2209,A2209&"{"&C2209&"}"),IF(C2209=0,A2209,A2209&"{"&C2209&"}"))	=D2209&E2209	=IF(M2209=M2210,0,1)	=IF(N2208=0,IF(K2208=0,IF(B2209=B2208,O2208&IF(C2209=0,A2209,A2209&"{"&C2209&"}"),"["&J2209&"]"&IF(C2209=0,A2209,A2209&"{"&C2209&"}")),O2208&"["&J2209&"]"&IF(C2209=0,A2209,A2209&"{"&C2209&"}")),"["&J2209&"]"&IF(C2209=0,A2209,A2209&"{"&C2209&"}"))	=M2209&O2209
糊	=D2210&E2210&F2210	白：～tou2，指做事不细心	h	ou	44	=IF(D2210=0,"〇",D2210)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2210=B2211,0,1)	=IF(B2210=B2209,L2209&IF(C2210=0,A2210,A2210&"{"&C2210&"}"),IF(C2210=0,A2210,A2210&"{"&C2210&"}"))	=D2210&E2210	=IF(M2210=M2211,0,1)	=IF(N2209=0,IF(K2209=0,IF(B2210=B2209,O2209&IF(C2210=0,A2210,A2210&"{"&C2210&"}"),"["&J2210&"]"&IF(C2210=0,A2210,A2210&"{"&C2210&"}")),O2209&"["&J2210&"]"&IF(C2210=0,A2210,A2210&"{"&C2210&"}")),"["&J2210&"]"&IF(C2210=0,A2210,A2210&"{"&C2210&"}"))	=M2210&O2210
侯	=D2211&E2211&F2211		h	ou	44	=IF(D2211=0,"〇",D2211)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2211=B2212,0,1)	=IF(B2211=B2210,L2210&IF(C2211=0,A2211,A2211&"{"&C2211&"}"),IF(C2211=0,A2211,A2211&"{"&C2211&"}"))	=D2211&E2211	=IF(M2211=M2212,0,1)	=IF(N2210=0,IF(K2210=0,IF(B2211=B2210,O2210&IF(C2211=0,A2211,A2211&"{"&C2211&"}"),"["&J2211&"]"&IF(C2211=0,A2211,A2211&"{"&C2211&"}")),O2210&"["&J2211&"]"&IF(C2211=0,A2211,A2211&"{"&C2211&"}")),"["&J2211&"]"&IF(C2211=0,A2211,A2211&"{"&C2211&"}"))	=M2211&O2211
□	=D2212&E2212&F2212	大叫	h	ou	44	=IF(D2212=0,"〇",D2212)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2212=B2213,0,1)	=IF(B2212=B2211,L2211&IF(C2212=0,A2212,A2212&"{"&C2212&"}"),IF(C2212=0,A2212,A2212&"{"&C2212&"}"))	=D2212&E2212	=IF(M2212=M2213,0,1)	=IF(N2211=0,IF(K2211=0,IF(B2212=B2211,O2211&IF(C2212=0,A2212,A2212&"{"&C2212&"}"),"["&J2212&"]"&IF(C2212=0,A2212,A2212&"{"&C2212&"}")),O2211&"["&J2212&"]"&IF(C2212=0,A2212,A2212&"{"&C2212&"}")),"["&J2212&"]"&IF(C2212=0,A2212,A2212&"{"&C2212&"}"))	=M2212&O2212
葫	=D2213&E2213&F2213		h	ou	44	=IF(D2213=0,"〇",D2213)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2213=B2214,0,1)	=IF(B2213=B2212,L2212&IF(C2213=0,A2213,A2213&"{"&C2213&"}"),IF(C2213=0,A2213,A2213&"{"&C2213&"}"))	=D2213&E2213	=IF(M2213=M2214,0,1)	=IF(N2212=0,IF(K2212=0,IF(B2213=B2212,O2212&IF(C2213=0,A2213,A2213&"{"&C2213&"}"),"["&J2213&"]"&IF(C2213=0,A2213,A2213&"{"&C2213&"}")),O2212&"["&J2213&"]"&IF(C2213=0,A2213,A2213&"{"&C2213&"}")),"["&J2213&"]"&IF(C2213=0,A2213,A2213&"{"&C2213&"}"))	=M2213&O2213
雨	=D2214&E2214&F2214		h	ou	13	=IF(D2214=0,"〇",D2214)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2214=B2215,0,1)	=IF(B2214=B2213,L2213&IF(C2214=0,A2214,A2214&"{"&C2214&"}"),IF(C2214=0,A2214,A2214&"{"&C2214&"}"))	=D2214&E2214	=IF(M2214=M2215,0,1)	=IF(N2213=0,IF(K2213=0,IF(B2214=B2213,O2213&IF(C2214=0,A2214,A2214&"{"&C2214&"}"),"["&J2214&"]"&IF(C2214=0,A2214,A2214&"{"&C2214&"}")),O2213&"["&J2214&"]"&IF(C2214=0,A2214,A2214&"{"&C2214&"}")),"["&J2214&"]"&IF(C2214=0,A2214,A2214&"{"&C2214&"}"))	=M2214&O2214
后	=D2215&E2215&F2215		h	ou	13	=IF(D2215=0,"〇",D2215)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2215=B2216,0,1)	=IF(B2215=B2214,L2214&IF(C2215=0,A2215,A2215&"{"&C2215&"}"),IF(C2215=0,A2215,A2215&"{"&C2215&"}"))	=D2215&E2215	=IF(M2215=M2216,0,1)	=IF(N2214=0,IF(K2214=0,IF(B2215=B2214,O2214&IF(C2215=0,A2215,A2215&"{"&C2215&"}"),"["&J2215&"]"&IF(C2215=0,A2215,A2215&"{"&C2215&"}")),O2214&"["&J2215&"]"&IF(C2215=0,A2215,A2215&"{"&C2215&"}")),"["&J2215&"]"&IF(C2215=0,A2215,A2215&"{"&C2215&"}"))	=M2215&O2215
戶	=D2216&E2216&F2216		h	ou	13	=IF(D2216=0,"〇",D2216)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2216=B2217,0,1)	=IF(B2216=B2215,L2215&IF(C2216=0,A2216,A2216&"{"&C2216&"}"),IF(C2216=0,A2216,A2216&"{"&C2216&"}"))	=D2216&E2216	=IF(M2216=M2217,0,1)	=IF(N2215=0,IF(K2215=0,IF(B2216=B2215,O2215&IF(C2216=0,A2216,A2216&"{"&C2216&"}"),"["&J2216&"]"&IF(C2216=0,A2216,A2216&"{"&C2216&"}")),O2215&"["&J2216&"]"&IF(C2216=0,A2216,A2216&"{"&C2216&"}")),"["&J2216&"]"&IF(C2216=0,A2216,A2216&"{"&C2216&"}"))	=M2216&O2216
逅	=D2217&E2217&F2217		h	ou	13	=IF(D2217=0,"〇",D2217)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2217=B2218,0,1)	=IF(B2217=B2216,L2216&IF(C2217=0,A2217,A2217&"{"&C2217&"}"),IF(C2217=0,A2217,A2217&"{"&C2217&"}"))	=D2217&E2217	=IF(M2217=M2218,0,1)	=IF(N2216=0,IF(K2216=0,IF(B2217=B2216,O2216&IF(C2217=0,A2217,A2217&"{"&C2217&"}"),"["&J2217&"]"&IF(C2217=0,A2217,A2217&"{"&C2217&"}")),O2216&"["&J2217&"]"&IF(C2217=0,A2217,A2217&"{"&C2217&"}")),"["&J2217&"]"&IF(C2217=0,A2217,A2217&"{"&C2217&"}"))	=M2217&O2217
戽	=D2218&E2218&F2218		h	ou	21	=IF(D2218=0,"〇",D2218)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2218=B2219,0,1)	=IF(B2218=B2217,L2217&IF(C2218=0,A2218,A2218&"{"&C2218&"}"),IF(C2218=0,A2218,A2218&"{"&C2218&"}"))	=D2218&E2218	=IF(M2218=M2219,0,1)	=IF(N2217=0,IF(K2217=0,IF(B2218=B2217,O2217&IF(C2218=0,A2218,A2218&"{"&C2218&"}"),"["&J2218&"]"&IF(C2218=0,A2218,A2218&"{"&C2218&"}")),O2217&"["&J2218&"]"&IF(C2218=0,A2218,A2218&"{"&C2218&"}")),"["&J2218&"]"&IF(C2218=0,A2218,A2218&"{"&C2218&"}"))	=M2218&O2218
互	=D2219&E2219&F2219		h	ou	311	=IF(D2219=0,"〇",D2219)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2219=B2220,0,1)	=IF(B2219=B2218,L2218&IF(C2219=0,A2219,A2219&"{"&C2219&"}"),IF(C2219=0,A2219,A2219&"{"&C2219&"}"))	=D2219&E2219	=IF(M2219=M2220,0,1)	=IF(N2218=0,IF(K2218=0,IF(B2219=B2218,O2218&IF(C2219=0,A2219,A2219&"{"&C2219&"}"),"["&J2219&"]"&IF(C2219=0,A2219,A2219&"{"&C2219&"}")),O2218&"["&J2219&"]"&IF(C2219=0,A2219,A2219&"{"&C2219&"}")),"["&J2219&"]"&IF(C2219=0,A2219,A2219&"{"&C2219&"}"))	=M2219&O2219
淤	=D2220&E2220&F2220	训，～青		ou	22	=IF(D2220=0,"〇",D2220)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2220=B2221,0,1)	=IF(B2220=B2219,L2219&IF(C2220=0,A2220,A2220&"{"&C2220&"}"),IF(C2220=0,A2220,A2220&"{"&C2220&"}"))	=D2220&E2220	=IF(M2220=M2221,0,1)	=IF(N2219=0,IF(K2219=0,IF(B2220=B2219,O2219&IF(C2220=0,A2220,A2220&"{"&C2220&"}"),"["&J2220&"]"&IF(C2220=0,A2220,A2220&"{"&C2220&"}")),O2219&"["&J2220&"]"&IF(C2220=0,A2220,A2220&"{"&C2220&"}")),"["&J2220&"]"&IF(C2220=0,A2220,A2220&"{"&C2220&"}"))	=M2220&O2220
烏	=D2221&E2221&F2221			ou	22	=IF(D2221=0,"〇",D2221)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2221=B2222,0,1)	=IF(B2221=B2220,L2220&IF(C2221=0,A2221,A2221&"{"&C2221&"}"),IF(C2221=0,A2221,A2221&"{"&C2221&"}"))	=D2221&E2221	=IF(M2221=M2222,0,1)	=IF(N2220=0,IF(K2220=0,IF(B2221=B2220,O2220&IF(C2221=0,A2221,A2221&"{"&C2221&"}"),"["&J2221&"]"&IF(C2221=0,A2221,A2221&"{"&C2221&"}")),O2220&"["&J2221&"]"&IF(C2221=0,A2221,A2221&"{"&C2221&"}")),"["&J2221&"]"&IF(C2221=0,A2221,A2221&"{"&C2221&"}"))	=M2221&O2221
胡	=D2222&E2222&F2222			ou	44	=IF(D2222=0,"〇",D2222)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B2222=B2223,0,1)	=IF(B2222=B2221,L2221&IF(C2222=0,A2222,A2222&"{"&C2222&"}"),IF(C2222=0,A2222,A2222&"{"&C2222&"}"))	=D2222&E2222	=IF(M2222=M2223,0,1)	=IF(N2221=0,IF(K2221=0,IF(B2222=B2221,O2221&IF(C2222=0,A2222,A2222&"{"&C2222&"}"),"["&J2222&"]"&IF(C2222=0,A2222,A2222&"{"&C2222&"}")),O2221&"["&J2222&"]"&IF(C2222=0,A2222,A2222&"{"&C2222&"}")),"["&J2222&"]"&IF(C2222=0,A2222,A2222&"{"&C2222&"}"))	=M2222&O2222
