num	聲	呼	等	韻	調	組	攝	字	茶山茶山	茶山塘角(大部头)	茶山塘角(莞语探源)	長安	常平	大朗	道滘	東城	東坑	高埗	莞城	莞城字匯	莞城老男(語保)	莞城青男(語保)	橫瀝	洪梅	厚街	虎門	黃江	寮步	麻湧	南城	企石	橋頭	沙田	石碣	石龙1890原版	石龙1890粤拼版	石龍	石排	塘廈	萬江	望牛墩	謝崗	中堂		大嶺山	鳳崗	清溪	樟木頭
2984	從	開	一	寒	平	精	山	殘	tsʰæŋ²¹		tʃan4									ʧʰɛŋ³¹															ts′án	caan												
2985	並	開	一	寒	平	幫	山	般	pəŋ³¹		pən1									pun²³|tʰaŋ³¹																												
2986	並	開	一	寒	平	幫	山	蹣			lɐn6																																					
2987	並	開	一	寒	平	幫	山	盤	pʰəŋ⁵⁵	pʰɤŋ²¹	pʰən4	pʰoŋ²¹	pʰəŋ²¹	pʰəŋ²¹	pʰun²¹	pʰəŋ²²	pʰɤŋ²¹	pʰoŋ²¹	pʰun31	pʰun³¹	phun31	phun31	pʰəŋ²¹	pʰon³¹	pʰin³¹	pʰoŋ²¹	pʰun²¹	pʰɤŋ²¹	pʰuŋ²²¹	pʰun³¹	pʰəŋ²¹	pʰoŋ²¹	pʰun²¹	pʰoŋ²¹			pʰoŋ²¹	pʰəŋ²¹	pʰun²¹	pʰun²¹	pʰun²¹	pʰun²¹	pʰun²¹		pʰan²¹	pʰan²¹	pʰan²¹	pʰan²²
2988	並	開	一	寒	上	幫	山	伴	pʰəŋ¹³|pəŋ⁴³		pən6									pun⁴⁴³																												
2989	並	開	一	寒	去	幫	山	叛	pʰəŋ¹³		pən6									pun⁴⁴³																												
2990	並	開	一	寒	去	幫	山	畔			pən6																																					
2991	並	開	一	寒	入	幫	山	跋			paʔ9																																					
2992	並	開	一	寒	入	幫	山	鈸																																								
2993	並	開	一	寒	平	幫	山	磐																																								
2994	幫	開	一	寒	平	幫	山	般	pəŋ³¹		pən1									pun²³|tʰaŋ³¹																												
2995	幫	開	一	寒	上	幫	山	粄																																								
2996	幫	開	一	寒	去	幫	山	半	pəŋ¹³	pɤŋ³⁴	pən3	poŋ⁴⁴³	pəŋ³⁴	pəŋ²³	pun⁴⁴	pəŋ³⁴	pɤŋ²⁴	poŋ³³	pun443	pun⁴⁴³	pun44	pun44	pəŋ²⁴	pon⁴⁴³	pin³³	poŋ⁴⁴³	pun³⁴	pɤŋ²⁴	puŋ⁴⁴	pun⁴³	pəŋ²³	poŋ³⁵	pun⁴³	poŋ²³			poŋ²³	pəŋ²³	pun³⁴	pun⁴⁴³	pun³⁴	pun³⁵	pun³⁴		pan⁵¹	pan⁵¹	pan⁵²	pan⁵¹
2997	幫	開	一	寒	去	幫	山	絆			pən6									pun⁴⁴³																												
2998	幫	開	一	寒	入	幫	山	撥	pək0⁴³	pɤk³	pəʔ9	pok³	pʰək²³	pʰək²³	put³	pək³	pɤk³	pok³	pʰut3▲	phut³	phut3	put3	pʰək⁵|pʰək³⁴	poit³	pʰit³	pʰok³	pʰɔk³	pɤk³	puk³	put³	pək²	pʰok³	put³	pok²	p′ut	peot	pok³	pək³	put³	put³	puiʔ³	pʰut³	put³		pʰat³	pʰat³	pʰat³	pʰat³
2999	幫	開	一	寒	入	幫	山	鉢	pək0¹³																										put	beot												
3000	端	開	四	魂	入	端	山	蛭																																								
3001	莊	開	二	山	上	莊	山	盞	tsæŋ³⁵		tʃan2									ʧɛŋ³⁵															chán	zhaan												
3002	莊	開	二	山	入	莊	山	札																											chát	zhaat												
3003	莊	開	二	山	入	莊	山	紮	tsaʔ0¹³	ʧak³⁴	tʃaʔ8	ʧiak²³	ʦɛk²³	ʦɑ²³	ʧɛ³⁴	ʧa³⁴	ʧɛk²⁴	ʧɛ³⁴	ʧe34	ʧɛ³⁴	ʧɛ34	ʧɛ34	ʧak³|ʧak³⁴	ʧe³⁴	ʧɛ³³	ʧɛ³⁴	ʧeʔ³	ʧa²⁴	ʧak²³	ʧe⁴³	ʧæk²	ʧak⁵	ʧak³	ʧa²³			ʧa²³	ʧak³	ʧiak²³	ʧe³⁴	ʧɛ³⁴	ʧat³	ʧɛ³⁴		ʦat³	ʦat³	ʦat³	ʦat³
3004	莊	開	二	山	入	莊	山	扎																																								
3005	影	開	二	山	入	影	山	揠																																								
3006	影	開	二	山	入	影	山	軋	tsaʔ0¹³		tʃaʔ8									ʧɛ³⁴																												
3007	影	開	二	山	平	影	山	殷	jɐn³¹		jɐn1									jɐn²³																												
3008	疑	開	二	山	上	見	山	眼	ŋæŋ¹³	ŋaŋ³⁴	ŋan3	giaŋ³⁴	ŋɛŋ³⁴	ŋaŋ²³	ŋɛŋ³⁴	gaŋ³⁴	ŋɛŋ²⁴	ŋɛŋ³⁴	ŋɛŋ34	ŋɛŋ³⁴	ŋɛŋ34	ŋɛŋ34	gaŋ⁵⁵|gaŋ²⁴	gɛŋ³⁴	gɛŋ²³	ŋɛŋ³⁴	gẽ³⁴	ŋaŋ²⁴	aŋ²³	ŋɛŋ³⁴	gæŋ²³	ŋaŋ²²|ŋaŋ⁵⁵|ŋaŋ³⁴	gaŋ²³	ŋaŋ²³	ngán	ngaan	ŋaŋ²³	gaŋ²³	giaŋ³⁴	ŋɛŋ³⁴	gɛŋ³⁴	gan³⁴	ŋɛŋ³⁴		gan⁴¹	ŋan³¹	ŋan³¹	gan⁴¹
3009	匣	合	二	山	入	影	山	滑	uaʔ0²¹	vak³	vaʔ9	wiak³	vɛk²	vak³	wɛʔ³	wak³	vak³	wɛk³	wɛk3	wɛk³	wɛk3	wɛk3	wak³	wek³	wɛk³	wek³	weʔ³	vak³	wak³	weʔ³	wæk²	wak³	wak³	wak²	wát	waat	wak³	wak³	wiak³	wɛk³	wɛʔ³	wat³	wɛk³		vat⁵	vat⁵	vat⁵	vat⁵
3010	匣	合	二	山	平	影	山	湲																																								
3011	匣	開	二	山	上	影	山	限	hæŋ⁴³	haŋ⁴⁴	han6	hiaŋ³³²	hɛŋ³³	haŋ³³	hɛŋ⁴⁴	haŋ⁴⁴	hɛŋ⁴³	hɛŋ³³	hɛŋ443	hɛŋ⁴⁴³	hɛŋ44	hɛŋ44	haŋ³³	hɛŋ⁴⁴³	hɛŋ³³	hɛŋ⁴⁴³	hẽ³³	haŋ⁴²	haŋ⁴¹	hɛŋ⁴³	hæŋ⁴³	haŋ⁴⁴	haŋ⁴³	haŋ³³			haŋ⁴¹	haŋ⁴⁴	hiaŋ³³	hɛŋ⁴⁴³	hɛŋ³³	han⁴⁴	hɛŋ³²		han⁵¹	han³¹	han³¹	han⁴¹
3012	匣	合	二	山	去	影	山	幻	uæŋ¹³		van6									wɛŋ⁴⁴³																												
3013	匣	開	二	山	入	影	山	黠																																								
3014	匣	合	二	山	入	影	山	猾	uaʔ0²¹		vaʔ9									wɔi⁴⁴³|wɛk³																												
3015	匣	開	二	山	平	影	山	閑	hæŋ²¹		han4									hɛŋ³¹															hán	haan												
3016	匣	開	二	山	去	影	山	莧	hin¹³											hin⁴⁴³															hín	hin												
3017	生	開	二	山	上	莊	山	產	tsʰæŋ³⁵	ʧʰaŋ³⁵	tʃʰan2	ʧʰiaŋ³⁵	ʦʰɛŋ⁵⁵	ʦʰaŋ⁵⁵	ʧʰɛŋ³⁵	ʧʰaŋ³⁵	ʧʰɛŋ⁵⁵	ʧʰɛŋ³⁵	ʧʰɛŋ35	ʧʰɛŋ³⁵	ʧhɛŋ35	ʧhɛŋ35	ʧʰaŋ⁵⁵	ʧʰɛŋ³⁵	ʧʰɛŋ³⁵	ʧʰɛŋ³⁵	ʧʰẽ⁵⁵	ʧʰaŋ³⁵	ʧʰaŋ³⁵	ʧʰɛŋ³⁵	ʧʰæŋ⁵⁵	ʧʰaŋ⁵⁵	ʧʰaŋ³⁵	ʧʰaŋ³⁵	shán	shaan	ʧʰaŋ³⁵	ʧʰaŋ³⁵	ʧʰiaŋ⁵⁵	ʧʰɛŋ³⁵	ʧʰɛŋ³⁵	ʧʰan⁵⁵	ʧʰɛŋ³⁵		ʦʰan⁴¹	san³¹	san³¹	san⁴¹
3018	生	開	二	山	上	莊	山	汕																																								
3019	生	開	二	山	入	莊	山	殺	saʔ0¹³	ʃak³⁴	ʃaʔ8	ʃiak²³	sɛk²³	sɑ²³	ʃɛ³⁴	ʃa³⁴	ʃɛk²⁴	ʃɛ³⁴	ʃɛ34	ʃɛ³⁴	ʃɛ34	ʃɛ34	ʃak⁵|ʃak³⁴	ʃe³⁴	ʃɛ³³	ʃɛ³⁴	ʃe³⁴	ʃa²⁴	ʃak²³	ʃe⁴³	ʃæk²	ʃak³	ʃak³	ʃa²³	shát	shaat	ʃa²³	ʃak³	fiak²³	ʃe³⁴	ʃɛ³⁴	ʃat⁵	ʃɛ³⁴		sat³	sat³	sat³	sat³
3020	生	開	二	山	平	莊	山	山	sæŋ³¹	ʃaŋ³³	ʃan1	ʃiaŋ³⁴	seŋ³²	saŋ³¹	ʃɛŋ²³	ʃaŋ³³	ʃɛŋ³²	ʃɛŋ²³	ʃɛŋ23	ʃɛŋ²³	ʃɛŋ23	ʃɛŋ23	ʃaŋ³²	ʃɛŋ²³	ʃɛŋ²³	ʃɛŋ²³|ʃɛŋ⁵⁵	ʃɔ̃⁵⁵|ʃẽ⁵⁵	ʃaŋ³¹	ʃaŋ⁵⁵³	ʃɛŋ²³	ʃæŋ³²	ʃaŋ²²	ʃaŋ⁵³	ʃaŋ²²	shán	shaan	ʃaŋ³¹	ʃaŋ³²	ʃiaŋ³²	ʃɛŋ²³	ʃɛŋ²³	ʃan²²	ʃɛŋ²³		san²³	san²³	san³⁴	san³⁴
3021	生	開	二	山	入	莊	山	煞			ʃaʔ8									ʃɛ³⁴																												
3022	生	合	二	山	平	莊	山	拴			ʃan1									ʃɵn²³																												
3023	滂	開	二	山	去	幫	山	盼	pʰæŋ¹³		pʰan3									pʰɛŋ⁴⁴³																												
3024	來	開	二	山	平	來	山	斕																																								
3025	見	開	二	山	入	見	山	楔	sit0¹³		ʃiʔ8																																					
3026	見	合	二	山	平	見	山	綸																																								
3027	見	開	二	山	平	見	山	閒																																								
3028	見	開	二	山	平	見	山	艱	kæŋ³¹		kan1									kɛŋ²³																												
3029	見	開	二	山	上	見	山	揀	kæŋ³⁵		kan2									kɛŋ³⁵																												
3030	見	開	二	山	上	見	山	簡	kæŋ³⁵		kan2									kɛŋ³⁵																												
3031	見	開	二	山	入	見	山	嘎																																								
3032	見	開	二	山	入	見	山	頡																																								
3033	見	開	二	山	去	見	山	襇																																								
3034	見	開	二	山	上	見	山	柬			kan2									kɛŋ³⁵																												
3035	見	合	二	山	平	見	山	鰥																																								
3036	初	開	二	山	上	莊	山	鏟	tsʰæŋ³⁵	ʧʰaŋ³⁵	tʃʰan2	ʧʰiaŋ³⁵	ʦʰɛŋ⁵⁵	ʦʰaŋ⁵⁵	ʧʰɛŋ³⁵	ʧʰaŋ³⁵	ʧʰɛŋ⁵⁵	ʧʰɛŋ³⁵	ʧʰɛŋ35	ʧʰɛŋ³⁵	ʧhɛŋ35	ʧhɛŋ35	ʧʰaŋ⁵⁵	ʧʰɛŋ³⁵	ʧʰɛŋ³⁵	ʧʰɛŋ³⁵	ʧʰɔ̃⁵⁵|ʧʰẽ⁵⁵	ʧʰaŋ³⁵	ʧʰaŋ³⁵	ʧʰɛŋ³⁵	ʧʰæŋ⁵⁵	ʧʰaŋ⁵⁵	ʧʰaŋ³⁵	ʧʰaŋ³⁵			ʧʰaŋ³⁵	ʧʰaŋ³⁵	ʧʰiaŋ⁵⁵	ʧʰɛŋ³⁵	ʧʰɛŋ³⁵	ʧʰan⁵⁵	ʧʰɛŋ³⁵		ʦʰan⁴¹	ʦʰan³¹	ʦʰan³¹	ʦʰan⁴¹
3037	初	開	二	山	入	莊	山	察	tsʰaʔ0¹³		tʃʰaʔ8									ʧʰɛ³⁴															ch′át	chaat												
3038	崇	開	二	山	平	莊	山	潺																																								
3039	崇	開	二	山	上	莊	山	棧	tsæŋ⁴³		tʃan2									ʧɛŋ³⁵																												
3040	澄	開	二	山	去	知	山	綻	tsæŋ⁴³		tʃan6																																					
3041	並	開	二	山	去	幫	山	瓣	fæŋ³⁵		fan6									pɛŋ⁴⁴³																												
3042	並	開	二	山	去	幫	山	辦	pæŋ⁴³	paŋ⁴⁴	pan6	piaŋ³³²	pɛŋ³³	paŋ³³	pɛŋ⁴⁴	paŋ⁴⁴	pɛŋ⁴³	pɛŋ³³	pɛŋ443	pɛŋ⁴⁴³	pɛŋ44	pɛŋ44	pʰaŋ³³|paŋ³³	pɛŋ⁴⁴³	pɛŋ³³	pɛŋ⁴⁴³	pẽ³³	paŋ⁴²	paŋ⁴¹	pɛŋ⁴³	pæŋ⁴³	pʰaŋ⁴⁴	paŋ⁴³	paŋ³³			paŋ⁴¹	paŋ⁴⁴	piaŋ³³	pɛŋ⁴⁴³	pɛŋ³³	pʰan⁴⁴	pɛŋ³²		pʰan⁵¹	pʰan³¹	pʰan³¹	pʰan⁴¹
3043	幫	開	二	山	入	幫	山	捌			paʔ8																																					
3044	幫	開	二	山	入	幫	山	八	paʔ0¹³	pak³⁴	paʔ8	piak²³	pak²³	pɑ²³	pɛ³⁴	pa³⁴	pɑ²⁴	pɛ³⁴	pɛ34	pɛ³⁴	pɛ34	pɛ34	pak⁵|pak³⁴	pe³⁴	pɛ³³	pɛ³⁴	pe³⁴	pa²⁴	pak²³	pe³⁴	pæk²³	pak³	pak³	pa²³	pát	baat	pa²³	pa²³|pak²³	piak²³	pe³⁴	pɛ³⁴	pat⁵	pɛ³⁴		pat³	pat³	pat³	pat³
3045	影	合	二	刪	平	影	山	灣	uæŋ⁵⁵		van1									wɛŋ²³																												
3046	影	合	二	刪	平	影	山	彎	uæŋ⁵⁵	vaŋ³³	van1	wiaŋ³⁴|wiaŋ⁵⁵⁴	vɛŋ³²	vaŋ³¹	wɛŋ²³	waŋ³³	vaŋ³²	wɛŋ²³	wɛŋ23	wɛŋ²³	wɛŋ23	wɛŋ23	waŋ³²	wɛŋ²³	wɛŋ²³	wɛŋ⁵⁵	wẽ³²	vaŋ³¹	waŋ⁵⁵³	wɛŋ²³	wæŋ³²	waŋ²²	waŋ⁵³	waŋ²²			waŋ³¹	waŋ³²	wiaŋ³²	wɛŋ²³	wɛŋ²³	wan²²	wɛŋ²³		van²³	van²³	van³⁴	van³⁴
3047	疑	合	二	刪	平	見	山	頑	ɡæŋ²¹	ŋaŋ²¹	ŋan4	giaŋ²¹	ŋɛŋ²¹	ŋaŋ²¹	ŋɛŋ²¹	gaŋ²²	ŋɛŋ²¹	ŋɛŋ²¹	ŋɛŋ31	ŋɛŋ³¹	ŋɛŋ31	wɛŋ31	gaŋ²¹	gɛŋ³¹	gɛŋ³¹	ŋɛŋ²¹	gẽ²¹	ŋaŋ²¹	waŋ²²¹	ŋɛŋ³¹	gæŋ²¹	ŋaŋ²¹	gaŋ²¹	ŋaŋ²¹			ŋaŋ²¹	gaŋ²¹	giaŋ²¹	ŋɛŋ²¹	gɛŋ²¹	gan²¹	ŋɛŋ²¹		gan²¹	ŋan²¹	ŋan²¹	gan²²
3048	疑	開	二	刪	平	見	山	顏	ŋæŋ²¹	ŋaŋ²¹	ŋan4	giaŋ²¹	ŋɛŋ²¹	ŋaŋ²¹	ŋɛŋ²¹	gaŋ²²	ŋɛŋ²¹	ŋɛŋ²¹	ŋɛŋ31	ŋɛŋ³¹	ŋɛŋ31	ŋɛŋ31	gaŋ²¹	gɛŋ³¹	gɛŋ³¹	ŋɛŋ²¹	gẽ²¹	ŋaŋ²¹	aŋ²²¹	ŋɛŋ³¹	gæŋ²¹	ŋaŋ²¹	gaŋ²¹	ŋaŋ²¹			ŋaŋ²¹	gaŋ²¹	giaŋ²¹	ŋɛŋ²¹	gɛŋ²¹	gan²¹	ŋɛŋ²¹		gan²¹	ŋan²¹	ŋan²¹	gan²²
3049	疑	開	二	刪	去	見	山	雁	ŋæŋ⁴³		ŋan6									ŋɛŋ³⁴																												
3050	曉	開	二	刪	入	影	山	瞎		hak³	haʔ9	hak³	hak⁵	hak⁵	hɐt³	hak³	hak³	hak³	hak3▲	hak³	hak3	hak5	hak³	hak⁵	hɐk³	(mɛŋ²¹)	(bẽ²¹)	hak³	hek³	haʔ³	hɐt²	hɐt³	\	hɐt²			hat³	hɐt³	hiak⁵	hak³	haʔ³	hat³	hak³		hat³	hat³	hat⁵	hat³
3051	匣	合	二	刪	平	影	山	環	uæŋ²¹		van4									wɛŋ³¹															wán	waan												
3052	匣	合	二	刪	平	影	山	寰																																								
3053	匣	合	二	刪	平	影	山	鬟																																								
3054	匣	合	二	刪	平	影	山	還	uæŋ²¹|uæŋ²¹|uæŋ²¹	vaŋ²¹;vaŋ²¹	van4	wiaŋ²¹;wiaŋ²¹	vɛŋ²¹;vɛŋ²¹	vaŋ²¹;vaŋ²¹	wɛŋ²¹;wɛŋ²¹	waŋ²²;waŋ²²	vaŋ²¹;vaŋ²¹	wɛŋ²¹;wɛŋ²¹	wɛŋ31;wɛŋ31	wɛŋ³¹|wɛŋ³¹	wɛŋ31;wɛŋ31	wɛŋ31;wɛŋ31	waŋ²¹;waŋ²¹	wɛŋ³¹;wɛŋ³¹	wɛŋ³¹;wɛŋ³¹	wɛŋ²¹;wɛŋ²¹	wẽ²¹;wẽ²¹	vaŋ²¹;vaŋ²¹	waŋ²²¹;waŋ²²¹	wɛŋ³¹;wɛŋ³¹	wæŋ²¹;wæŋ²¹	waŋ²¹;waŋ²¹	waŋ²¹;waŋ²¹	waŋ²¹;waŋ²¹			waŋ²¹;waŋ²¹	waŋ²¹;waŋ²¹	wiaŋ²¹;wiaŋ²¹	wɛŋ²¹;wɛŋ²¹	wɛŋ²¹;wɛŋ²¹	wan²¹;wan²¹	wɛŋ²¹;wɛŋ²¹		van²¹;van²¹	van²¹;han²¹	van²¹;han²¹	van²²;han²²
3055	匣	合	二	刪	去	影	山	患	uæŋ¹³		van6									wɛŋ⁴⁴³|nɛŋ⁴⁴³																												
3056	匣	合	二	刪	上	影	山	皖	jin³⁵											jɵn³⁵																												
3057	匣	合	二	刪	去	影	山	宦			van6									wɛŋ⁴⁴³																												
3058	匣	合	二	刪	平	影	山	圜																																								
3059	匣	合	二	刪	去	影	山	豢																																								
3060	匣	合	二	刪	入	影	山	舌	sit0¹³	ʃit³⁴	ʃiʔ8	ʃyt²³	sek²³	sit²³	ʃit³	ʃit³⁴	ʃɪk²⁴	ʃit³	ʃit3	ʃit³	ʃit3	ʃit3	ʃek³⁴	ʃit³	ʃit³	ʃit³	ʃit³⁴	ʃit³⁴	ʃik²³	ʃit³	ʃit²	ʃit³	ʃit³	ʃit²	shít	shit	ʃit³⁴	ʃik³	ʃit³	ʃit³	ʃiʔ³	ʃit³	ʃit³		sɛt⁵	sɛt⁵	sɛt⁵	sɛt⁵|sat⁵
3061	生	開	二	刪	平	莊	山	訕																																								
3062	生	開	二	刪	平	莊	山	刪	sæŋ³¹		ʃan1									ʃɛŋ²³																												
3063	生	開		刪	去	莊	山	疝	sæŋ¹³											ʃɛŋ⁴⁴³																												
3064	生	合	二	刪	平	莊	山	閂	saŋ³¹	ʃaŋ³³		ʃiaŋ³⁴	sɛŋ³²	saŋ³¹	ʃɛŋ²³	ʃaŋ³³	ʃaŋ³²	ʃɛŋ²³	ʃən23▲	ʃɵn²³	ʃɛŋ23	ʃɛŋ23	ʃaŋ³²	ʃɛŋ²³	ʃɛŋ²³	ʃɛŋ²³|ʃɛŋ⁵⁵	ʃẽ³²	ʃaŋ³¹	ʃaŋ⁵⁵³	ʃɛŋ²³	ʃæŋ³²	ʃaŋ²²	ʃaŋ⁵³	ʃaŋ²²			ʃaŋ³¹	ʃaŋ³²	ʃiaŋ³²	ʃɛŋ²³	ʃɛŋ²³	ʃan²²	ʃɛŋ²³		ʦʰɔn²³	ʦʰɔn²³	ʦʰɔn³⁴	ʦʰɔn³⁴
3065	生	合	二	刪	去	莊	山	涮			ʃan3																																					
3066	生	開	二	刪	去	莊	山	汕																																								
3067	生	合	二	刪	入	莊	山	刷	tsʰaʔ0¹³	(ʧʰak³⁴)	tʃʰaʔ8	(ʧʰiak²³)	(ʦʰɛk²³)	(ʦʰɑ²³)	(ʧʰɛ³⁴)	(ʧʰak³⁴)	(ʧʰɛk²⁴)	(ʧʰɛ³⁴)	(ʧʰɛ34)		ʧhɛ34	ʧhɛ34	ʧʰak⁵|ʧʰak³⁴	(ʧʰe³⁴)	(ʧʰɛ³³)	(ʧʰɛ³⁴)	ʧʰe³⁴|ʧʰeʔ⁵	(ʧʰa²⁴)	(ʧʰak²³)	(ʧʰe⁴³)	(ʧʰæk²)	(ʧʰak³)	(ʧʰak³)	(ʧʰa²³)			(ʧʰa²³)	(ʧʰak³)	(ʧʰiak⁵)	(ʧʰe³⁴)	(ʧʰɛ³⁴)	(ʧʰat⁵)	(ʧʰɛ³⁴)		(ʦʰat³)	(ʦʰat³)	(ʦʰat³)	(ʦʰat³)
3068	滂	開	二	刪	平	幫	山	攀	pʰæŋ³¹		pan1									pʰɛŋ²³															p′án	paan												
3069	滂	開	二	刪	平	幫	山	扳	pæŋ³⁵		pan1									pɛŋ³⁵																												
3070	滂	開	二	刪	去	幫	山	襻	pʰæŋ¹³																																							
3071	明	開	二	刪	平	幫	山	蠻	mæŋ²¹		man4									mɛŋ³¹																												
3072	明	開	二	刪	去	幫	山	慢	mæŋ⁴³	maŋ⁴⁴	man6	biaŋ³³²	mɛŋ³³	maŋ³³	mɛŋ⁴⁴	baŋ⁴⁴	mɛŋ⁴³	mɛŋ³³	mɛŋ443	mɛŋ⁴⁴³|mɛŋ⁴⁴³	mɛŋ44	mɛŋ44	baŋ³³	bɛŋ⁴⁴³	bɛŋ³³	mɛŋ⁴⁴³	bɔ̃³³	maŋ⁴²	maŋ⁴¹	mɛŋ⁴³	bæŋ⁴³	maŋ⁴⁴	baŋ⁴³	maŋ³³			maŋ⁴¹	baŋ⁴⁴	biaŋ³³	mɛŋ⁴⁴³	bɛŋ³³	ban⁴⁴	mɛŋ³²		ban⁵¹	man³¹	man³¹	ban⁴¹
3073	明	開	二	刪	入	幫	山	帕	pʰa¹³		pʰaʔ8									phɛ³⁴																												
3074	明	開	二	刪	去	幫	山	謾																																								
3075	見	合	二	刪	平	見	山	關	kuæŋ³¹	kaŋ³³	kan1	kwiaŋ³⁴	kɛŋ³²	kaŋ³¹	kwɛŋ²³	kwaŋ³³	kaŋ³²	kwɛŋ²³	kwɛη23	kwɛŋ²³	kuɛŋ23	kuɛŋ23	kaŋ³²	kwɛŋ²³	kwɛŋ²³	kwɛŋ²³|kwɛŋ⁵⁵	kẽ³²	kwaŋ³¹	kwaŋ⁵⁵³	kwɛŋ²³	kæŋ³²	kaŋ²²	kwaŋ⁵³	kwaŋ²²	kwán	gwaan	kwaŋ³¹	kaŋ³²	kiaŋ³²	kwɛŋ²³	kwɛŋ²³	kan²²	kwɛŋ²³		kan²³	kan²³	kan³⁴	kan³⁴
3076	見	開	二	刪	平	見	山	姦																																								
3077	見	合	二	刪	去	見	山	慣	kuæŋ¹³	kaŋ³⁴	kan3	kwiaŋ⁴⁴³	kɛŋ³⁴	kaŋ²³	kwɛŋ⁴⁴	kwaŋ³⁴	kaŋ²⁴	kwɛŋ³⁴	kwɛŋ443	kwɛŋ⁴⁴³	kuɛŋ44	kuɛŋ44	kaŋ²⁴	kwɛŋ³⁴	kwɛŋ³³	kwɛŋ⁴⁴³	kẽ³⁴	kwaŋ²⁴	kwaŋ⁴⁴	kwɛŋ⁴³	kæŋ²³	kaŋ³⁵	kwaŋ⁴³	kwaŋ²³			kwaŋ²³	kaŋ²³	kiaŋ³⁴	kwɛŋ³⁴|kwun⁴⁴³	kwɛŋ³⁴	kan³⁵	kwɛŋ³⁴		kan⁵¹	kan⁵¹	kan⁵²	kan⁵¹
3078	見	開	二	刪	去	見	山	澗			kan2									kɛŋ⁴⁴³																												
3079	見	開	二	刪	去	見	山	諫																																								
3080	見	合	二	刪	去	見	山	串	tsʰin¹³		tʃʰin3									ʧʰɵn⁴⁴³																												
3081	見	合	二	刪	入	見	山	刮	kuaʔ0¹³	kak³⁴	kaʔ8	kwiak²³	kɛk²³	kɑ²³	kwɛ³⁴	kwa³⁴	kɛk²⁴	kwɛ³⁴	kwɛ34	kwɛ³⁴	kɛ34	kuɛ34	kak⁵|kak³⁴	kwe³⁴	kwɛ³³	kwɛ³⁴	keʔ³	kwa²⁴	kwak²³	kwe⁴³	kæk²	kak³	kwak³	kwa²³	kwát	gwaat	kwa²³	kak³	kiak⁵	kwe³⁴	kwɛ³⁴	kat⁵	kwɛ³⁴		kat³	kat³	kat³	kat³
3082	見	開	二	刪	去	見	山	鐧	kæŋ³⁵																																							
3083	初	合	二	刪	去	莊	山	篡	sæŋ¹³		tʃʰan3									ʃɛŋ⁴⁴³																												
3084	崇	合	二	刪	上	莊	山	撰			tʃan3																																					
3085	幫	開	二	刪	平	幫	山	斑	pæŋ⁴³		pan1									pɛŋ²³																												
3086	幫	開	二	刪	平	幫	山	班	pæŋ⁴³	paŋ³³	pan1	piaŋ⁵⁵⁴	pɛŋ³²	paŋ³¹	pɛŋ²³	paŋ³³	pɛŋ³²	pɛŋ²³	pɛŋ23	pɛŋ²³	pɛŋ23	pɛŋ55	paŋ³²	pɛŋ²³	pɛŋ²³	pɛŋ⁵⁵	pẽ³²	paŋ⁵⁵	paŋ⁵⁵³|paŋ⁵⁵	pɛŋ²³	pæŋ³²	paŋ²²	paŋ⁵³	paŋ²²	pán	baan	paŋ³¹	paŋ³²	piaŋ³²	pɛŋ²³	pɛŋ²³	pan²²	pɛŋ²³		pan²³	pan²³	pan³⁴	pan³⁴
3087	幫	開	二	刪	上	幫	山	板	pæŋ³⁵	paŋ³⁵	pan2	piaŋ³⁵	pɛŋ⁵⁵	paŋ⁵⁵	pɛŋ³⁵	paŋ³⁵	pɛŋ⁴⁵	pɛŋ³⁵	pɛŋ35	pɛŋ³⁵	pɛŋ35	pɛŋ35	paŋ⁵⁵	pɛŋ³⁵	pɛŋ³⁵	pɛŋ³⁵	pẽ⁵⁵	paŋ³⁵	paŋ³⁵	pɛŋ³⁵	pæŋ⁵⁵	paŋ⁵⁵	paŋ³⁵	paŋ³⁵			paŋ³⁵	paŋ³⁵	piaŋ⁵⁵	pɛŋ³⁵	pɛŋ³⁵	pan⁵⁵	pɛŋ³⁵		pan⁴¹	pan³¹	pan³¹	pan⁴¹
3088	幫	開	二	刪	上	幫	山	版	pæŋ³⁵		pan2									pɛŋ³⁵																												
3089	幫	開	二	刪	平	幫	山	扳	pæŋ³⁵		pan1									pɛŋ³⁵																												
3090	幫	開	二	刪	上	幫	山	舨																																								
3091	知	合	三	仙A	入	知	山	掇	tok0⁴³																																							
3092	章	開	三	仙A	入	章	山	折	sit0⁴³|tsit0¹³	ʧit³⁴	tʃiʔ8	ʧit²³	ʦek²³	ʦit²³	ʧit³	ʧit³⁴	ʧɪk²⁴	ʧit³	ʧit3	ʧit³|ʧit³|ʃit³	ʧit3	ʧit3	ʧek⁵|ʧek³⁴	ʧit³	ʧi³³|ʧit³	ʧit³	ʧit³	ʧit³⁴	ʧik²³	ʧit³	ʧit²	ʧit³	ʧit³	ʧit²³	chít	zhit	ʧit³⁴	ʧik³	ʧit⁵|ʧit²³	ʧit³	ʧiʔ³	ʧit³	ʧit³		ʦɛt³	ʦap³	ʦɛt³	ʦap³
3093	章	合	三	仙A	平	章	山	專	tsin³¹		ʧin1									ʧɵn²³																												
3094	章	開	三	仙A	平	章	山	氈	tsin⁵⁵		ʧin1									ʧin²³															chím	zhim												
3095	章	開	三	仙A	去	章	山	顫			ʧin1																																					
