序號	詞目	詞性	詞目索引	音讀	方言點	釋義	例句	相似詞	相反詞	對應音檔名稱
8983	億	名		rhi53		數目字。萬的一萬倍。	例：億萬。			hk0000005747-1-3
8984	憶	動		rhi53		懷想、思念。	例：記憶。			hk0000005748-1-3
8985	預			rhi53		事情發生之前。	例：預防。			hk0000005749-1-3
8986	預約	動		rhi53 rhog21		事前約定。	例：該間醫院在這隻月開始，開放電話摎網路預約掛號个服務。(（那間醫院從這個月開始，開放電話及網路預約掛號的服務。）)			hk0000005751-1-3
8987	預料	動		rhi53 liau53		事情發生前的預測料想。	例：這擺數學考試个題目，盡多在𠊎預料之中。(（這次數學考試的題目，很多在我預料之中。）)	料想按算		hk0000005752-1-3
8988	預言	名		rhi53 ngien113		事前推測未來將會發生事情的話。	例：世界各地有關預言學个書肚項，有當多精采个預言。(（世界各地有關預言學的書裡頭，有很多精采的預言。）)	預測		hk0000005753-1-3
8989	預備			rhi53 pi53		事前準備。	天光日上課愛用个東西，等下食飽夜斯好先預備好勢。 明天上課要用到的東西，待會吃完晚餐就可以先準備妥當。	準備		hk0000005754-1-3
8990	預算			rhi53 son53		1.個人或機關團體，在某段期間內金錢的準備。　2.計劃、打算。	例：買東西以前愛先計畫好勢，正毋會超出預算。(（買東西以前要先計畫好，才不會超出預算。）) 例：阿哥預算退伍以後，先去做事，等賺著錢再出國留學。(（哥哥打算退伍以後，先去工作，等賺了錢再出國留學。）)			hk0000005755-1-3
8991	預定			rhi53 tin53		1.事前的規定或訂定。　2.準備、打算。	例：阿姊這隻月工作个預定進度打包尾，所以佢這下逐日都愛加班。(（姊姊這個月工作的預定進度落後，所以她現在每天都要加班。）) 例：阿哥預定下晝頭愛摎同學去打球仔。(（哥哥打算下午要和同學去打球。）)	先定		hk0000005756-1-3
8992	預先			rhi53 sen33		事前、事先。				hk0000005757-1-3
8993	豫			rhi53		1.高興、快樂。　2.遲疑未定。　3.事先、事前。通「預」。　4.易經卦名。六十四卦之一。象徵萬物被陽氣而生生不息。	例：不豫之色。 例：猶豫。 例：豫言。			hk0000005758-1-3
8994	也			rha33		語尾助詞。	例：也無。			hk0000005759-1-3
8995	冶			rha33		1.鎔鑄金屬。　2.妖嬈豔麗。	例：冶金。 例：冶艷。			hk0000005760-1-3
8996	耶			rha33		人名。	例：耶穌。			hk0000005761-1-3
8997	耶穌			rha33 su33		為英語「Jesus Christ」的音譯。人名。生卒年不詳。猶太人，基督教的創始者。宣傳博愛和平的教旨，曾至巴力斯坦諸地，後至耶路撒冷說教，跟隨者眾，但因與猶太傳統宗教抵觸，被羅馬官吏釘死在十字架上。				hk0000005762-1-3
8998	野草	名		rha33 co31		自生自長的雜草。	例：屋後背个菜園當久無用了，所以滿哪都係野草。(（屋後的菜園荒廢已久，所以到處都是雜草。）)	雜草		hk0000005764-1-3
8999	野菜			rha33 coi53		可作蔬菜食用的野生植物。	例：山芹菜係一種野菜，當多人好食厥香氣。(（山芹菜是一種野菜，很多人喜歡品嚐它的香氣。）)			hk0000005765-1-3
9000	野花	名		rha33 fa33		1.未經人為栽培的野生花朵。　2.用來戲稱妻子以外的女人。	例：春天到哩，歸山个野花都開了。(（春天到了，滿山遍野的野花都盛開了。）) 例：「路上野花哥莫採，家中還有一枝香。」引自客家山歌＜繡香包＞。			hk0000005766-1-3
9001	野狗	名		rha33 gieu31		沒有飼主的狗。	例：吾屋外背个野狗透夜吠無停，實在會害人發癲。(（我家外面的野狗整夜吠個不停，簡直會讓人發瘋。）)			hk0000005767-1-3
9002	野蠻	形		rha33 man113		粗魯強橫而不講理。	例：從來毋識看過恁野蠻个人，明明自家毋著，還愛怪怨別人。(（從來不曾看過這麼蠻橫不講道理的人，明明自己不對，還要怪罪他人。）)	番番魯夫		hk0000005768-1-3
9003	野人	名		rha33 ngin113		尚未接受文明的野蠻人。	例：愛做野人係無？恁樣跳上跌落，半點規矩就無。(（要當野蠻人是嗎？這樣跳上跳下，一點規矩都沒有。）)			hk0000005769-1-3
9004	野兔			rha33 tu53		動物名。哺乳綱兔形目。體長約五十公分，毛多呈灰褐色，耳朵和四肢較家兔為長，大多分佈在平原山野間。				hk0000005771-1-3
9005	野心			rha33 sim33		1.貪婪而不知足的心。　2.心懷不軌。	例：佢因為搞股票識賺著錢，所以野心緊來緊大，背尾連身家都賠淨淨哩。(（他因為玩股票曾經賺過錢，所以野心越來越大，最後連家產都賠光光了。）) 例：𠊎對佢恁好，結果佢嗄有其他个野心，實在還毋值喔。(（我對他這麼好，結果他卻心懷不軌，實在很不值得。）)	貪心		hk0000005772-1-3
9006	野性	名		rha33 sin53		未被馴服野生動物的性情。	例：這條大狼狗愛摎佢綯好，無等佢野性發作會咬死人。(（這條大狼犬要把牠綁好，不然等牠野性發作會咬死人。）)			hk0000005773-1-3
9007	野膦屎			rha33 lin31 shi31		（粗）野種、雜種。罵人的粗話。	毋知哪個野膦屎，同吾車剮都花囉必駁，實在還孤盲！ 哪個野種，把我的車子刮得亂七八糟，真是太可惡！			hk0000005775-1-3
9008	椰			rha33		見「椰仔」。				hk0000005777-1-3
9009	爺	名		rha113		稱謂。舊時用以稱父親。	例：爺仔。			hk0000005779-1-3
9010	爺娘			rha113 ngiong113		父母、雙親。	例：該個後生人服侍爺娘當賢孝，大家都已阿腦。(（那個年輕人侍奉雙親很孝順，大家都對他讚譽有加。）)	爺哀		hk0000005780-1-3
9011	爺娘想子長江水，子想爺娘擔竿長	諺		rha113 ngiong113 siong31 zii31 chong113 gong33 shui31，zii31 siong31 rha113 ngiong113 dam53 gon33 chong113		父母關心子女就像長江水一樣長，子女卻很少關心父母。	例：俗話講：「爺娘想子長江水，子想爺娘擔竿長」，爺哀關心子女个心，遠超過關心自家。(（俗語說：「爺娘想子長江水，子想爺娘扁擔長」，父母關心子女的心，遠超過對自己。）)			hk0000005782-1-3
9012	也	副		rha53		1.相同、一樣。　2.又、且。　3.都、甚至。	例：也好。 例：也有。 例：麼个也毋會。			hk0000005783-1-3
9013	也無			rha53 mo113						hk0000005786-1-3
9014	夜			rha53		天黑到天亮之間的時間。與「晝」、「日」相對。	例：夜間。			hk0000005787-1-3
9015	夜深			rha53 chim33		深更半夜。	例：夜深哩，大家都休息了，你也好摎東西收收啊，好睡哩。(（夜深了，大家都休息了，你也可以把東西收一收，去睡了。）)	半夜		hk0000005788-1-3
9016	夜路行多堵著鬼	諺		rha53 lu53 hang113 do33 du113 do31 gui31		夜路走多了總會遇見鬼，用來比喻壞事做太多總有被發現的一天。	例：該隻賊仔這擺分人捉著哩，正經係夜路行多堵著鬼。(（那個小偷被抓了，真是夜路走多了會碰到鬼。）)	行得夜路多，必有遇鬼時		hk0000005790-1-3
9017	葉	名		rhab54		葉子。	例：佢拈幾下皮楓樹个葉轉來，講愛夾在書項做書籤。(（他撿好幾片楓樹的葉子回來，說要夾在書裡當做書籤。）)			hk0000005793-2-3-1
9018	葉下桃			rhab54 ha33 to113		綠葉遮蔭下的桃子。比喻受到父母庇蔭，未經風霜的人。	例：該個後生人，屋下當有錢，像葉下桃个樣，毋識受苦。(（那個年輕人，家裡很有錢，像葉下桃一樣，不曾受苦。）)			
9019	閹	動　形		rham33		1.去勢。　2.經去勢的。	例：閹雞（閹割雞隻）、閹無熟(（去勢不完全）) 例：閹牯（已去勢的公牛）、閹雞(（已去勢的公雞）)			hk0000005795-1-3
9020	炎	名		rham113		身體產生發熱、紅腫、疼痛等現象。	例：發炎。			hk0000005797-1-3
9021	鹽	名		rham113		一種無色透明、具有鹹味的礦物質。主要成分為氯化鈉，可供調味及工業上使用。	例：挲鹽（抹鹽）、鹽膽（鹽結成的硬塊）、拋鹽(（鹽漬）)			hk0000005798-1-3
9022	淹			rham33		浸漬。	例：淹沒。			hk0000005800-1-3
9023	掩	動		rham31		1.遮蔽、覆蓋。　2.關上。	例：掩土（下葬時於靈柩上覆土）、遮掩、掩身(（隱藏形體）) 例：門掩核(（門虛掩著）)			hk0000005801-1-3
9024	掩土			rham31 tu31		埋棺掩土。指葬禮中把土掩埋棺木的過程。	例：厥爹過身掩土个時節，厥生肖毋合看毋得。(（他的爺爺過世埋棺掩土的時候，他生肖不合不能觀看。）)			hk0000005802-1-3
9025	厭			rham53		1.滿意、足夠。　2.怨恨、不喜歡。	例：貪得無厭。 例：厭煩。			hk0000005803-1-3
9026	炎			rham53		熱。	例：火炎山。			hk0000005804-1-3
9027	焰			rham53		1.物體燃燒時所發出的火苗。　2.比喻氣勢、威勢。	例：火焰蟲(（螢火蟲）) 例：氣焰逼人。			hk0000005805-1-3
9028	縈	動		rhang33		纏繞、環繞。	例：縈線。			hk0000005806-1-3
9029	縈線			rhang33 sien53		把線捲繞、收束起來。	例：紙鷂飛忒高咧，好縈線哩喲。(（風箏飛太高了，該把線捲束起來了。）)			hk0000005807-1-3
9030	營	名		rhang113　rhin113		1.軍隊駐紮之地。　2.陸軍編制的單位名稱。	例：兵營。 例：步兵營。			hk0000005808-1-3　hk0000005808-2-3-1
9031	營房	名		rhang113 fong113		軍隊的住所。	例：做兵个時節，共營房个弟兄盡照顧𠊎。(（當兵的時候，同一個營房的弟兄很照顧我。）)			hk0000005809-1-3
9032	營盤			rhang113 pan113		早期為軍隊駐紮的的地方，後用為地名，臺灣許多地方採用。				hk0000005810-1-3
9033	映			rhang31		1.照射。　2.光線照在物體上而反射出來。　3.由某事物的一定狀態而產生與它相符或相關的現象。	例：照映。 例：倒映。 例：反映。			hk0000005811-1-3
9034	影	名　動		rhang31		1.光線被遮擋而造成的陰暗形象。　2.人、物的圖像或形象。　3.約略的看。	例：人影、抵影（遮蔭）、轉影(（太陽西移）) 例：背影、電影、影片(（電影）) 例：影著（在無意中約略看見）、影啊過(（約略看過去）)			hk0000005812-1-3
9035	影戲	名		rhang31 hi53		指電影。	例：這部影戲，一開始做就受著大家个歡迎。(（這部電影，一上演就受到大家的歡迎。）)	電影		hk0000005814-1-3
9036	影像			rhang31 siong53		實物經由攝、錄影而存留在膠片、影碟等載體上的畫面。	例：這係𠊎小學時節先生同大家錄个影像，無想著過撇三十年還看得！(（這是我國小時老師幫大家拍的影像，沒想到過了三十年還能看！）)			hk0000005818-1-3
9037	印	名		rhin53		痕跡。	例：腳印、水印（水痕）、露水印(（露水痕）)			hk0000005819-1-3
9038	邑			rhid54　rhid21		1.都市、城市。　2.封地。	例：城邑。 例：食邑。			hk0000005820-1-3　hk0000005820-2-3-1
9039	一	名		rhid21		2.第一。　3.單個。　4.專注的。　5.全、滿。　6.一次、一回，表示動作的次數。　7.概括。　1.自然數的開始。　8.姓。	例：一等。 例：一儕人。 例：一心一意。 例：一身汗。 例：一擺。 例：一般來講。			hk0000005821-1-3
9040	一駁			rhid21 bog21		一段時間。	例：這下吂有錢，愛安冷氣，加一駁等水果收成賣出去正講。(（現在還沒有錢，要裝冷氣，過一段時間等水果收成賣出去再說。）)	一站		hk0000005822-1-3
9041	一滴			rhid21 did54		一點點、些許。	吾身項正伸著一滴錢，毋罅買這本書。 我身上只剩下一點點錢，不夠買這本書。	一屑		hk0000005823-1-3
9043	一般般	形		rhid21 ban33 ban33		相同、同樣。	例：該雙生子生到一般般，分毋清楚麼人係阿哥，麼人係老弟。(（那雙胞胎長得一模一樣，分不清楚誰是哥哥，誰是弟弟。）)			hk0000005827-1-3
9044	一座屋	名		rhid21 co53 vug21		指一棟房子。	例：佢當時討餔娘个錢，買得著一座屋。(（他當時娶太太的錢可以買一棟房子。）)			hk0000005829-1-3
9045	一甲當			rhid21 gab21 dong33		相當於一甲。用於計量土地面積。	例：厥爹留差毋多一甲當个土地分子孫。(（他爺爺留下差不多約一甲的土地給子孫。）)			hk0000005831-1-3
9046	一個銀	名		rhid21 gai54 ngiun113		一塊錢。	例：該個賣菜个頭家實在已好，毋罅一個銀無同𠊎拿，又送一細把蔥分𠊎。(（那個賣菜的老闆實在很好，差一塊錢沒跟我拿，又送一小把蔥給我。）)			hk0000005832-1-3
9047	一角銀			rhid21 gog21 ngiun113		一毛錢。	例：這一角銀係阿太分𠊎个，差毋多有二十零年咧。(（這一毛錢是曾祖母給我的，差不多有二十幾年了。）)			hk0000005833-1-3
9048	一穴地	名		rhid21 hied54 ti53		指一塊墳地，穴為計算墳地的單位。	例：地理先生講這一穴地个風水當好。(（地理師說這一塊墳地的風水很好。）)			hk0000005834-1-3
9049	一尋長	名		rhid21 kim113 chong113		大約兩臂伸展開來的長度，尋，指兩臂張開之長。	例：這支擔竿差毋多係一尋長。(（這支扁擔差不多是兩臂張開的長度。）)			hk0000005835-1-3
9050	一坵田			rhid21 kiu33 tien113						hk0000005836-1-3
9051	一枚針	名		rhid21 mun113 zhim33		一根針。	例：尋跌忒个細人仔就像一枚針跌到深海，毋知去哪尋正好。(（尋找走失的小孩就像一根針跌落深海，不知到那去找才好。）)			hk0000005837-1-3
9052	一身屎	名 形		rhid21 shin33 shi31		1.全身都是糞便。　2.比喻一個人名譽掃地。	例：細嬰兒仔無包尿布，分佢拉著一身屎。(（小嬰兒沒有包尿布，被他拉了全身都是糞便。）) 例：佢這儕講話盡無信用，你還敢同佢擔保，毋驚到時分佢舞到一身屎。(（他這個人講話最不守信用，你還敢替他擔保，不怕到時被他弄到名譽掃地。）)			hk0000005838-1-3
9053	一點一撇	名		rhid21 diam31 rhid21 pied54		一筆一劃。	例：細人仔學寫字个時節，愛一點一撇慢慢練習。(（小孩學寫字的時候，要一筆一劃慢慢練習。）)			hk0000005840-1-3
9054	一鹿九鞭	諺		rhid21 lug54 giu31 bien33		假貨很多的意思。	例：買玉製品就驚堵著一鹿九鞭，愛去有信用个店買正好。(（買玉製品就怕買到假貨，要去有信用的店買才好。）)			hk0000005842-1-3
