字目	读音	注释	声母	声母(原)	韵母	声调	声调（调类)	(声母)
寵	tʰoŋ53	文，受～若惊	tʰ	tʰ	oŋ	53	3	tʰ
痛	tʰoŋ21		tʰ	tʰ	oŋ	21	5	tʰ
儂	loŋ44	文，用于人名	l	l	oŋ	44	2	l
隆	loŋ44		l	l	oŋ	44	2	l
農	loŋ44		l	l	oŋ	44	2	l
膿	loŋ44		l	l	oŋ	44	2	l
濃	loŋ44		l	l	oŋ	44	2	l
胧	loŋ44		l	l	oŋ	44	2	l
攏	loŋ53		l	l	oŋ	53	3	l
壟	loŋ53		l	l	oŋ	53	3	l
弄	loŋ213		l	l	oŋ	213	4	l
宗	tsoŋ22		ts	ts	oŋ	22	1	ts
盅	tseŋ22		ts	ts	eŋ	22	1	ts
綜	tsoŋ22		ts	ts	oŋ	22	1	ts
終	tsoŋ22		ts	ts	oŋ	22	1	ts
蹤	tsoŋ22		ts	ts	oŋ	22	1	ts
撞	tsoŋ44	冲，跑	ts	ts	oŋ	44	2	ts
總	tsoŋ53		ts	ts	oŋ	53	3	ts
狀	tsoŋ213	文，～元，市区东音	ts	ts	oŋ	213	4	ts
縱	tsioŋ21		ts	ts	ioŋ	21	5	ts
縱	tsoŋ21		ts	ts	oŋ	21	5	ts
匆	tsʰoŋ22		tsʰ	tsʰ	oŋ	22	1	tsʰ
衷	tsʰoŋ22		tsʰ	tsʰ	oŋ	22	1	tsʰ
充	tsʰoŋ22		tsʰ	tsʰ	oŋ	22	1	tsʰ
聰	tsʰoŋ22		tsʰ	tsʰ	oŋ	22	1	tsʰ
從	tsʰoŋ22	～容	tsʰ	tsʰ	oŋ	22	1	tsʰ
忡	tsʰoŋ22		tsʰ	tsʰ	oŋ	22	1	tsʰ
崇	tsʰoŋ44		tsʰ	tsʰ	oŋ	44	2	tsʰ
從	tsʰoŋ44		tsʰ	tsʰ	oŋ	44	2	tsʰ
寵	tsʰoŋ53	～物	tsʰ	tsʰ	oŋ	53	3	tsʰ
嵩	soŋ22		s	s	oŋ	22	1	s
松	soŋ44	文。该字不读阴平song1，读阴平者为“鬆”之简化	s	s	oŋ	44	2	s
爽	soŋ53	～快（舒服）	s	s	oŋ	53	3	s
慫	soŋ53		s	s	oŋ	53	3	s
誦	soŋ213		s	s	oŋ	213	4	s
頌	soŋ213		s	s	oŋ	213	4	s
訟	soŋ213		s	s	oŋ	213	4	s
宋	soŋ21		s	s	oŋ	21	5	s
公	koŋ22		k	k	oŋ	22	1	k
攻	koŋ22		k	k	oŋ	22	1	k
戇	koŋ44	傻	k	k	oŋ	44	2	k
□	koŋ53	水杯	k	k	oŋ	53	3	k
講	koŋ53	白	k	k	oŋ	53	3	k
龔	koŋ53		k	k	oŋ	53	3	k
杠	koŋ21		k	k	oŋ	21	5	k
汞	koŋ21		k	k	oŋ	21	5	k
烘	koŋ21	熏	k	k	oŋ	21	5	k
貢	koŋ21		k	k	oŋ	21	5	k
空	kʰoŋ22		kʰ	kʰ	oŋ	22	1	kʰ
孔	kʰoŋ53		kʰ	kʰ	oŋ	53	3	kʰ
恐	kʰoŋ53	又	kʰ	kʰ	oŋ	53	3	kʰ
空	kʰoŋ21	空闲	kʰ	kʰ	oŋ	21	5	kʰ
控	kʰoŋ21		kʰ	kʰ	oŋ	21	5	kʰ
戇	ŋoŋ21		ŋ	ŋ	oŋ	21	5	ŋ
烘	hoŋ22		h	h	oŋ	22	1	h
封	hoŋ22		h	h	oŋ	22	1	h
峰	hoŋ22		h	h	oŋ	22	1	h
轟	hoŋ22		h	h	oŋ	22	1	h
風	hoŋ22	文	h	h	oŋ	22	1	h
豐	hoŋ22		h	h	oŋ	22	1	h
鋒	hoŋ22		h	h	oŋ	22	1	h
仹	hoŋ22		h	h	oŋ	22	1	h
吽	hoŋ22		h	h	oŋ	22	1	h
虹	hoŋ44		h	h	oŋ	44	2	h
弘	hoŋ44		h	h	oŋ	44	2	h
洪	hoŋ44		h	h	oŋ	44	2	h
逢	hoŋ44		h	h	oŋ	44	2	h
鸿	hoŋ44		h	h	oŋ	44	2	h
哄	hoŋ53		h	h	oŋ	53	3	h
蚌	hoŋ213		h	h	oŋ	213	4	h
棒	hoŋ213	俗，读半边音	h	h	oŋ	213	4	h
奉	hoŋ213		h	h	oŋ	213	4	h
鳳	hoŋ213		h	h	oŋ	213	4	h
諷	hoŋ21		h	h	oŋ	21	5	h
翁	oŋ22				oŋ	22	1	〇
中	tioŋ22	文，人～	t	t	ioŋ	22	1	t
仲	tioŋ213	杜～	t	t	ioŋ	213	4	t
叫	tioŋ21	由tio鼻化而来，形容词尾缀	t	t	ioŋ	21	5	t
扔	dzioŋ22		dz	dz	ioŋ	22	1	dz
戎	dzioŋ44		dz	dz	ioŋ	44	2	dz
茸	dzioŋ44		dz	dz	ioŋ	44	2	dz
絨	dzioŋ44		dz	dz	ioŋ	44	2	dz
仍	dzioŋ44		dz	dz	ioŋ	44	2	dz
冗	dzioŋ53		dz	dz	ioŋ	53	3	dz
躬	kioŋ22		k	k	ioŋ	22	1	k
芎	kioŋ22		k	k	ioŋ	22	1	k
穹	kioŋ22		k	k	ioŋ	22	1	k
恭	kioŋ22		k	k	ioŋ	22	1	k
窮	kʰioŋ44		kʰ	kʰ	ioŋ	44	2	kʰ
恐	kʰioŋ53		kʰ	kʰ	ioŋ	53	3	kʰ
巩	kʰioŋ53		kʰ	kʰ	ioŋ	53	3	kʰ
鞏	kʰioŋ53		kʰ	kʰ	ioŋ	53	3	kʰ
匈	hioŋ22		h	h	ioŋ	22	1	h
凶	hioŋ22		h	h	ioŋ	22	1	h
汹	hioŋ22		h	h	ioŋ	22	1	h
雄	hioŋ44		h	h	ioŋ	44	2	h
雍	ioŋ22				ioŋ	22	1	〇
融	ioŋ44				ioŋ	44	2	〇
容	ioŋ44				ioŋ	44	2	〇
蓉	ioŋ44				ioŋ	44	2	〇
庸	ioŋ44				ioŋ	44	2	〇
鎔	ioŋ44				ioŋ	44	2	〇
榕	ioŋ44				ioŋ	44	2	〇
溶	ioŋ44				ioŋ	44	2	〇
熔	ioŋ44				ioŋ	44	2	〇
勇	ioŋ53				ioŋ	53	3	〇
甬	ioŋ53				ioŋ	53	3	〇
泳	ioŋ21				ioŋ	21	5	〇
湧	ioŋ21				ioŋ	21	5	〇
詠	ioŋ21				ioŋ	21	5	〇
擁	ioŋ21				ioŋ	21	5	〇
奔	pfuŋ22		pf	p	uŋ	22	1	p
分	pfuŋ22	送	pf	p	uŋ	22	1	p
㖹	pfuŋ44		pf	p	uŋ	44	2	p
笨	pfuŋ53		pf	p	uŋ	53	3	p
糞	pfuŋ21		pf	p	uŋ	21	5	p
潘	pfʰuŋ22	潲水	pfʰ	pʰ	uŋ	22	1	pʰ
盆	pfʰuŋ44		pfʰ	pʰ	uŋ	44	2	pʰ
墳	pfʰuŋ44		pfʰ	pʰ	uŋ	44	2	pʰ
噴	pfʰuŋ21		pfʰ	pʰ	uŋ	21	5	pʰ
蚊	bvuŋ22		bv	b	uŋ	22	1	b
炆	bvuŋ22		bv	b	uŋ	22	1	b
玫	bvuŋ44		bv	b	uŋ	44	2	b
文	bvuŋ44		bv	b	uŋ	44	2	b
紋	bvuŋ44		bv	b	uŋ	44	2	b
紊	bvuŋ53		bv	b	uŋ	53	3	b
聞	bvuŋ213		bv	b	uŋ	213	4	b
悶	ɱuŋ21		ɱ	m	uŋ	21	5	m
堆	tuŋ22		t	t	uŋ	22	1	t
敦	tuŋ22		t	t	uŋ	22	1	t
墩	tuŋ22		t	t	uŋ	22	1	t
蹲	tuŋ22	又	t	t	uŋ	22	1	t
吨	tuŋ22		t	t	uŋ	22	1	t
唇	tuŋ44		t	t	uŋ	44	2	t
盾	tuŋ53		t	t	uŋ	53	3	t
遁	tuŋ53		t	t	uŋ	53	3	t
鈍	tuŋ53		t	t	uŋ	53	3	t
頓	tuŋ53		t	t	uŋ	53	3	t
炖	tuŋ213		t	t	uŋ	213	4	t
吞	tʰuŋ22		tʰ	tʰ	uŋ	22	1	tʰ
飩	tʰuŋ22		tʰ	tʰ	uŋ	22	1	tʰ
屯	tʰuŋ44		tʰ	tʰ	uŋ	44	2	tʰ
豚	tʰuŋ44		tʰ	tʰ	uŋ	44	2	tʰ
臀	tiaŋ213		t	t	iaŋ	213	4	t
塵	tʰuŋ44	筅～	tʰ	tʰ	uŋ	44	2	tʰ
侖	luŋ44		l	l	uŋ	44	2	l
倫	luŋ44		l	l	uŋ	44	2	l
淪	luŋ44		l	l	uŋ	44	2	l
輪	luŋ44		l	l	uŋ	44	2	l
囵	luŋ44		l	l	uŋ	44	2	l
論	luŋ213		l	l	uŋ	213	4	l
忍	nuŋ53		n	n	uŋ	53	3	n
怒	nuŋ21	白，~气	n	n	uŋ	21	5	n
嫩	nuŋ21		n	n	uŋ	21	5	n
尊	tsuŋ22		ts	ts	uŋ	22	1	ts
遵	tsuŋ22		ts	ts	uŋ	22	1	ts
船	tsuŋ44		ts	ts	uŋ	44	2	ts
准	tsuŋ53		ts	ts	uŋ	53	3	ts
俊	tsuŋ21		ts	ts	uŋ	21	5	ts
峻	tsuŋ21		ts	ts	uŋ	21	5	ts
圳	tsuŋ21		ts	ts	uŋ	21	5	ts
駿	tsuŋ21		ts	ts	uŋ	21	5	ts
竣	tsuŋ21		ts	ts	uŋ	21	5	ts
陣	tsuŋ42		ts	ts	uŋ	42	6	ts
伸	tsʰuŋ22		tsʰ	tsʰ	uŋ	22	1	tsʰ
春	tsʰuŋ22		tsʰ	tsʰ	uŋ	22	1	tsʰ
抻	tsʰuŋ22		tsʰ	tsʰ	uŋ	22	1	tsʰ
存	tsʰuŋ44		tsʰ	tsʰ	uŋ	44	2	tsʰ
蹲	tsuŋ22		ts	ts	uŋ	22	1	ts
忖	tsʰuŋ53		tsʰ	tsʰ	uŋ	53	3	tsʰ
蠢	tsʰuŋ53		tsʰ	tsʰ	uŋ	53	3	tsʰ
寸	tsʰuŋ21		tsʰ	tsʰ	uŋ	21	5	tsʰ
允	dzuŋ53		dz	dz	uŋ	53	3	dz
潤	dzuŋ213		dz	dz	uŋ	213	4	dz
韌	dzuŋ42		dz	dz	uŋ	42	6	dz
閏	dzuŋ42		dz	dz	uŋ	42	6	dz
甥	suŋ22	侄子	s	s	uŋ	22	1	s
孫	suŋ22		s	s	uŋ	22	1	s
荀	suŋ44		s	s	uŋ	44	2	s
旬	suŋ44		s	s	uŋ	44	2	s
循	suŋ44		s	s	uŋ	44	2	s
巡	suŋ44		s	s	uŋ	44	2	s
醇	suŋ44		s	s	uŋ	44	2	s
淳	suŋ44		s	s	uŋ	44	2	s
蟬	suŋ44		s	s	uŋ	44	2	s
詢	suŋ44		s	s	uŋ	44	2	s
純	suŋ44		s	s	uŋ	44	2	s
損	suŋ53		s	s	uŋ	53	3	s
筍	suŋ53		s	s	uŋ	53	3	s
殉	suŋ213		s	s	uŋ	213	4	s
順	suŋ213		s	s	uŋ	213	4	s
舜	suŋ21		s	s	uŋ	21	5	s
瞬	suŋ21		s	s	uŋ	21	5	s
遜	suŋ21		s	s	uŋ	21	5	s
君	kuŋ22		k	k	uŋ	22	1	k
軍	kuŋ22		k	k	uŋ	22	1	k
捃	kuŋ22		k	k	uŋ	22	1	k
拳	kuŋ44		k	k	uŋ	44	2	k
群	kuŋ44	白，一～人	k	k	uŋ	44	2	k
裙	kuŋ44		k	k	uŋ	44	2	k
滚	kuŋ53		k	k	uŋ	53	3	k
滚	kuŋ53	弄乱。本义口语也读kun3	k	k	uŋ	53	3	k
棍	kuŋ213		k	k	uŋ	213	4	k
郡	kuŋ213		k	k	uŋ	213	4	k
昆	kʰuŋ22		kʰ	kʰ	uŋ	22	1	kʰ
坤	kʰuŋ22		kʰ	kʰ	uŋ	22	1	kʰ
群	kʰuŋ44	文，～体	kʰ	kʰ	uŋ	44	2	kʰ
綑	kʰuŋ53		kʰ	kʰ	uŋ	53	3	kʰ
菌	kʰuŋ53		kʰ	kʰ	uŋ	53	3	kʰ
窘	kʰuŋ53		kʰ	kʰ	uŋ	53	3	kʰ
困	kʰuŋ21		kʰ	kʰ	uŋ	21	5	kʰ
睏	kʰuŋ21		kʰ	kʰ	uŋ	21	5	kʰ
昏	huŋ22		h	h	uŋ	22	1	h
婚	huŋ22		h	h	uŋ	22	1	h
混	huŋ22		h	h	uŋ	22	1	h
分	huŋ22		h	h	uŋ	22	1	h
芬	huŋ22		h	h	uŋ	22	1	h
熏	huŋ22		h	h	uŋ	22	1	h
餛	huŋ22		h	h	uŋ	22	1	h
紛	huŋ22		h	h	uŋ	22	1	h
葷	huŋ22		h	h	uŋ	22	1	h
氛	huŋ22		h	h	uŋ	22	1	h
酚	huŋ22		h	h	uŋ	22	1	h
痕	huŋ44		h	h	uŋ	44	2	h
魂	huŋ44		h	h	uŋ	44	2	h
渾	huŋ44		h	h	uŋ	44	2	h
雲	huŋ44		h	h	uŋ	44	2	h
汾	huŋ44		h	h	uŋ	44	2	h
沄	huŋ44	又	h	h	uŋ	44	2	h
粉	huŋ53		h	h	uŋ	53	3	h
糞	huŋ21		h	h	uŋ	21	5	h
奮	huŋ21		h	h	uŋ	21	5	h
訓	huŋ21		h	h	uŋ	21	5	h
憤	huŋ21		h	h	uŋ	21	5	h
孕	huŋ42	白：身～，身孕	h	h	uŋ	42	6	h
份	huŋ42		h	h	uŋ	42	6	h
瘟	uŋ22				uŋ	22	1	〇
溫	uŋ22				uŋ	22	1	〇
氳	uŋ22				uŋ	22	1	〇
酝	uŋ22				uŋ	22	1	〇
蕴	uŋ22				uŋ	22	1	〇
匀	uŋ44				uŋ	44	2	〇
焚	uŋ44				uŋ	44	2	〇
坛	uŋ44	普宁地名用字。如：交丙坛村（在占陇）、新坛村（在流沙）。注意：闽方言俗字，由“耘”分化而来			uŋ	44	2	〇
耘	uŋ44				uŋ	44	2	〇
云	uŋ44	不知所～			uŋ	44	2	〇
芸	uŋ44				uŋ	44	2	〇
穩	uŋ53				uŋ	53	3	〇
韻	uŋ42				uŋ	42	6	〇
運	uŋ42				uŋ	42	6	〇
方	pŋ22	姓	p	p	ŋ	22	1	p
枫	pŋ22		p	p	ŋ	22	1	p
風	pŋ22	白	p	p	ŋ	22	1	p
楓	pŋ22	白	p	p	ŋ	22	1	p
本	pŋ53		p	p	ŋ	53	3	p
饭	pŋ42	白	p	p	ŋ	42	6	p
飯	pŋ42		p	p	ŋ	42	6	p
門	mŋ44		m	m	ŋ	44	2	m
亹	mŋ44		m	m	ŋ	44	2	m
們	mŋ44		m	m	ŋ	44	2	m
捫	mŋ44		m	m	ŋ	44	2	m
晚	mŋ53		m	m	ŋ	53	3	m
問	mŋ42		m	m	ŋ	42	6	m
當	tŋ22	白，～官	t	t	ŋ	22	1	t
堂	tŋ44		t	t	ŋ	44	2	t
唐	tŋ44		t	t	ŋ	44	2	t
塘	tŋ44		t	t	ŋ	44	2	t
肠	tŋ44		t	t	ŋ	44	2	t
長	tŋ44	白，～短	t	t	ŋ	44	2	t
腸	tŋ44	白	t	t	ŋ	44	2	t
返	tŋ53	训	t	t	ŋ	53	3	t
轉	tŋ53		t	t	ŋ	53	3	t
盪	tŋ213		t	t	ŋ	213	4	t
丈	tŋ213	白，一～	t	t	ŋ	213	4	t
斷	tŋ213		t	t	ŋ	213	4	t
當	tŋ21	白，～做	t	t	ŋ	21	5	t
緞	tŋ42		t	t	ŋ	42	6	t
段	tŋ42		t	t	ŋ	42	6	t
湯	tʰŋ22		tʰ	tʰ	ŋ	22	1	tʰ
糖	tʰŋ44		tʰ	tʰ	ŋ	44	2	tʰ
捅	tʰŋ53		tʰ	tʰ	ŋ	53	3	tʰ
燙	tʰŋ21		tʰ	tʰ	ŋ	21	5	tʰ
捅	tʰŋ42		tʰ	tʰ	ŋ	42	6	tʰ
郎	nŋ44	白	n	n	ŋ	44	2	n
囵	nŋ44	ka1～，整个	n	n	ŋ	44	2	n
女	nŋ53		n	n	ŋ	53	3	n
卵	nŋ213		n	n	ŋ	213	4	n
鑽	nŋ21		n	n	ŋ	21	5	n
磚	tsŋ22		ts	ts	ŋ	22	1	ts
莊	tsŋ22		ts	ts	ŋ	22	1	ts
裝	tsŋ22	白，散～，女～（名词）	ts	ts	ŋ	22	1	ts
全	tsŋ44		ts	ts	ŋ	44	2	ts
舐	tsŋ213		ts	ts	ŋ	213	4	ts
吮	tsŋ213	吸吮	ts	ts	ŋ	213	4	ts
鑽	tsŋ21		ts	ts	ŋ	21	5	ts
葬	tsŋ21		ts	ts	ŋ	21	5	ts
狀	tsŋ42	白，告ko5～	ts	ts	ŋ	42	6	ts
旋	tsŋ42	白，头发的～	ts	ts	ŋ	42	6	ts
穿	tsʰŋ22		tsʰ	tsʰ	ŋ	22	1	tsʰ
瘡	tsʰŋ22		tsʰ	tsʰ	ŋ	22	1	tsʰ
村	tsʰŋ22	不能读tsʰuŋ	tsʰ	tsʰ	ŋ	22	1	tsʰ
倉	tsʰŋ22		tsʰ	tsʰ	ŋ	22	1	tsʰ
艙	tsʰŋ22	白	tsʰ	tsʰ	ŋ	22	1	tsʰ
傖	tsʰŋ22		tsʰ	tsʰ	ŋ	22	1	tsʰ
存	tsʰŋ44	又	tsʰ	tsʰ	ŋ	44	2	tsʰ
牀	tsʰŋ44		tsʰ	tsʰ	ŋ	44	2	tsʰ
刺	tsʰŋ21		tsʰ	tsʰ	ŋ	21	5	tsʰ
酸	sŋ22		s	s	ŋ	22	1	s
孀	sŋ22		s	s	ŋ	22	1	s
霜	sŋ22		s	s	ŋ	22	1	s
孫	sŋ22		s	s	ŋ	22	1	s
喪	sŋ22		s	s	ŋ	22	1	s
桑	sŋ22		s	s	ŋ	22	1	s
耍	sŋ53	训	s	s	ŋ	53	3	s
爽	sŋ53	玩耍	s	s	ŋ	53	3	s
算	sŋ21		s	s	ŋ	21	5	s
蒜	sŋ21		s	s	ŋ	21	5	s
缸	kŋ22		k	k	ŋ	22	1	k
光	kŋ22	白，光亮。如：天～（天亮）	k	k	ŋ	22	1	k
扛	kŋ22	白	k	k	ŋ	22	1	k
狂	kŋ44	白，～眠（说梦话）	k	k	ŋ	44	2	k
管	kŋ53	白，气～，光～	k	k	ŋ	53	3	k
卷	kŋ53		k	k	ŋ	53	3	k
廣	kŋ53	白，～州，～东，～西。注意：这三个地名在简称时，应读kuang3，如“广工”、“广财”等高校名称	k	k	ŋ	53	3	k
鋼	kŋ21		k	k	ŋ	21	5	k
糠	kʰŋ22		kʰ	kʰ	ŋ	22	1	kʰ
囥	kʰŋ21	藏，放	kʰ	kʰ	ŋ	21	5	kʰ
勸	kʰŋ21		kʰ	kʰ	ŋ	21	5	kʰ
擲	tip5	训，扔	t	t	ip	5	8	t
立	lip5		l	l	ip	5	8	l
執	tsip32		ts	ts	ip	32	7	ts
濕	tsip32	白	ts	ts	ip	32	7	ts
集	tsip5		ts	ts	ip	5	8	ts
緝	tsʰip32		tsʰ	tsʰ	ip	32	7	tsʰ
襲	tsʰip5	又	tsʰ	tsʰ	ip	5	8	tsʰ
入	dzip5		dz	dz	ip	5	8	dz
濕	sip32		s	s	ip	32	7	s
十	sip5		s	s	ip	5	8	s
習	sip5		s	s	ip	5	8	s
襲	sip5		s	s	ip	5	8	s
拾	sip5		s	s	ip	5	8	s
急	kip32		k	k	ip	32	7	k
給	kip32		k	k	ip	32	7	k
及	kip32	以～，来唔～	k	k	ip	32	7	k
及	kip5		k	k	ip	5	8	k
泣	kʰip32		kʰ	kʰ	ip	32	7	kʰ
吸	kʰip32		kʰ	kʰ	ip	32	7	kʰ
級	kʰip32		kʰ	kʰ	ip	32	7	kʰ
熻	hip32		h	h	ip	32	7	h
邑	ip32				ip	32	7	〇
答	tap32		t	t	ap	32	7	t
沓	tʰap32		tʰ	tʰ	ap	32	7	tʰ
塌	tʰap5		tʰ	tʰ	ap	5	8	tʰ
納	nap5		n	n	ap	5	8	n
諾	nap5		n	n	ap	5	8	n
汁	tsap32		ts	ts	ap	32	7	ts
濕	tsap32	～～，湿漉漉的	ts	ts	ap	32	7	ts
匝	tsap32		ts	ts	ap	32	7	ts
十	tsap5	白	ts	ts	ap	5	8	ts
雜	tsap5		ts	ts	ap	5	8	ts
什	tsap5	白，～锦	ts	ts	ap	5	8	ts
囃	tsap5		ts	ts	ap	5	8	ts
插	tsʰap32	文，sio1～：交往	tsʰ	tsʰ	ap	32	7	tsʰ
剎	sap5	俗	s	s	ap	5	8	s
合	kap32	混合	k	k	ap	32	7	k
佮	kap32	混合。生（tsʰẽ1）～：乱吃不宜同食的食物	k	k	ap	32	7	k
鴿	kap32		k	k	ap	32	7	k
□	kʰap32	遮盖	kʰ	kʰ	ap	32	7	kʰ
恰	kʰap32		kʰ	kʰ	ap	32	7	kʰ
磕	kʰap5		kʰ	kʰ	ap	5	8	kʰ
合	hap5	文，但常用于口语。～起来：合起来；～起去：合上	h	h	ap	5	8	h
峽	hap5	～山，地名，在潮阳	h	h	ap	5	8	h
腌	ap32	～臜，脏的意思			ap	32	7	〇
盒	ap5				ap	5	8	〇
匣	ap5				ap	5	8	〇
碟	tiap5		t	t	iap	5	8	t
牒	tiap5		t	t	iap	5	8	t
蝶	tiap5		t	t	iap	5	8	t
諜	tiap5		t	t	iap	5	8	t
帖	tʰiap32		tʰ	tʰ	iap	32	7	tʰ
貼	tʰiap32	文	tʰ	tʰ	iap	32	7	tʰ
叠	tʰiap5		tʰ	tʰ	iap	5	8	tʰ
疊	tʰiap5		tʰ	tʰ	iap	5	8	tʰ
粒	liap5		l	l	iap	5	8	l
攝	niap32		n	n	iap	32	7	n
聶	niap5		n	n	iap	5	8	n
鑷	niap5		n	n	iap	5	8	n
接	tsiap32		ts	ts	iap	32	7	ts
洽	tsiap5		ts	ts	iap	5	8	ts
捷	tsiap5		ts	ts	iap	5	8	ts
婕	tsiap5		ts	ts	iap	5	8	ts
睫	tsiap5		ts	ts	iap	5	8	ts
妾	tsʰiap32		tsʰ	tsʰ	iap	32	7	tsʰ
竊	tsʰiap32		tsʰ	tsʰ	iap	32	7	tsʰ
匧	tsʰiap32		tsʰ	tsʰ	iap	32	7	tsʰ
□	tsʰiap5	踩水	tsʰ	tsʰ	iap	5	8	tsʰ
廿	dziap5		dz	dz	iap	5	8	dz
霎	siap32		s	s	iap	32	7	s
澀	siap32		s	s	iap	32	7	s
葉	siap32	古音，～公好龙	s	s	iap	32	7	s
倏	siap32		s	s	iap	32	7	s
倐	siap32		s	s	iap	32	7	s
卌	siap32		s	s	iap	32	7	s
澁	siap32		s	s	iap	32	7	s
涉	siap5		s	s	iap	5	8	s
泄	siap5		s	s	iap	5	8	s
□	kiap32	黏	k	k	iap	32	7	k
劫	kiap32		k	k	iap	32	7	k
峽	kiap32	又	k	k	iap	32	7	k
夾	kiap32	又	k	k	iap	32	7	k
刧	kiap32		k	k	iap	32	7	k
峽	kiap5		k	k	iap	5	8	k
夾	kiap5		k	k	iap	5	8	k
怯	kʰiap32		kʰ	kʰ	iap	32	7	kʰ
業	giap5	白，勤快	g	g	iap	5	8	g
業	ŋiap5		ŋ	ŋ	iap	5	8	ŋ
狹	hiap5		h	h	iap	5	8	h
脅	hiap5		h	h	iap	5	8	h
挾	hiap5		h	h	iap	5	8	h
俠	hiap5		h	h	iap	5	8	h
協	hiap5		h	h	iap	5	8	h
壓	iap32				iap	32	7	〇
葉	iap5	姓			iap	5	8	〇
法	huap32		h	h	uap	32	7	h
□	top5	用笔涂掉错字；涂抹	t	t	op	5	8	t
□	tsop32	一～花：一束花	ts	ts	op	32	7	ts
□	tsʰop32	～牌：洗牌	tsʰ	tsʰ	op	32	7	tsʰ
不	pfuk32		pf	p	uk	32	7	p
抔	pfuk32		pf	p	uk	32	7	p
勿	ɱuk32	文	ɱ	m	uk	32	7	m
吻	ɱuk32		ɱ	m	uk	32	7	m
刎	ɱuk32		ɱ	m	uk	32	7	m
疫	ɱuk5	老派音	ɱ	m	uk	5	8	m
沒	ɱuk5	老派音	ɱ	m	uk	5	8	m
突	tuk5		t	t	uk	5	8	t
术	tuk5	白～	t	t	uk	5	8	t
突	tʰuk32		tʰ	tʰ	uk	32	7	tʰ
脫	tʰuk32		tʰ	tʰ	uk	32	7	tʰ
㪐	luk32	脱落	l	l	uk	32	7	l
捋	luk5		l	l	uk	5	8	l
律	luk5		l	l	uk	5	8	l
率	luk5	概～	l	l	uk	5	8	l
卒	tsuk32		ts	ts	uk	32	7	ts
秫	tsuk5		ts	ts	uk	5	8	ts
糯	tsuk5	训	ts	ts	uk	5	8	ts
猝	tsʰuk32		tsʰ	tsʰ	uk	32	7	tsʰ
出	tsʰuk32		tsʰ	tsʰ	uk	32	7	tsʰ
戌	suk32		s	s	uk	32	7	s
恤	suk32		s	s	uk	32	7	s
甩	suk32		s	s	uk	32	7	s
率	suk32		s	s	uk	32	7	s
摔	suk32		s	s	uk	32	7	s
蟀	suk32		s	s	uk	32	7	s
术	suk5	同“術”	s	s	uk	5	8	s
述	suk5		s	s	uk	5	8	s
術	suk5		s	s	uk	5	8	s
骨	kuk32		k	k	uk	32	7	k
掘	kuk32		k	k	uk	32	7	k
滑	kuk5		k	k	uk	5	8	k
猾	kuk5		k	k	uk	5	8	k
掘	kuk5		k	k	uk	5	8	k
窟	kʰuk32		kʰ	kʰ	uk	32	7	kʰ
屈	kʰuk32		kʰ	kʰ	uk	32	7	kʰ
倔	kʰuk32		kʰ	kʰ	uk	32	7	kʰ
弗	huk32		h	h	uk	32	7	h
氟	huk32		h	h	uk	32	7	h
忽	huk32		h	h	uk	32	7	h
囫	huk32		h	h	uk	32	7	h
佛	huk5		h	h	uk	5	8	h
核	huk5	白，果～	h	h	uk	5	8	h
鬱	uk32	～闷			uk	32	7	〇
熨	uk32				uk	32	7	〇
必	pik32		p	p	ik	32	7	p
筆	pik32		p	p	ik	32	7	p
畢	pik5		p	p	ik	5	8	p
匹	pʰik32		pʰ	pʰ	ik	32	7	pʰ
噼	pʰik32		pʰ	pʰ	ik	32	7	pʰ
□	bik5	满	b	b	ik	5	8	b
蜜	bik5		b	b	ik	5	8	b
密	mik5		m	m	ik	5	8	m
覓	mik5		m	m	ik	5	8	m
蜜	mik5	文	m	m	ik	5	8	m
宓	mik5		m	m	ik	5	8	m
汨	mik5		m	m	ik	5	8	m
得	tik32		t	t	ik	32	7	t
直	tik5		t	t	ik	5	8	t
鯽	tsik32		ts	ts	ik	32	7	ts
織	tsik32		ts	ts	ik	32	7	ts
脊	tsik32	文	ts	ts	ik	32	7	ts
疾	tsik5		ts	ts	ik	5	8	ts
七	tsʰik32		tsʰ	tsʰ	ik	32	7	tsʰ
拭	tsʰik32	擦	tsʰ	tsʰ	ik	32	7	tsʰ
柒	tsʰik32		tsʰ	tsʰ	ik	32	7	tsʰ
疾	dzik5	又	dz	dz	ik	5	8	dz
日	dzik5		dz	dz	ik	5	8	dz
失	sik32		s	s	ik	32	7	s
室	sik32		s	s	ik	32	7	s
蟋	sik32		s	s	ik	32	7	s
食	sik5	文，开伙～	s	s	ik	5	8	s
翼	sik5	白，鸡～	s	s	ik	5	8	s
實	sik5		s	s	ik	5	8	s
揭	kik32		k	k	ik	32	7	k
結	kik32	系（jì）	k	k	ik	32	7	k
橘	kik32		k	k	ik	32	7	k
結	kik32		k	k	ik	32	7	k
仡	kik32		k	k	ik	32	7	k
迄	kʰik32		kʰ	kʰ	ik	32	7	kʰ
乞	kʰik32	文，～食（乞丐）	kʰ	kʰ	ik	32	7	kʰ
一	ik32				ik	32	7	〇
乙	ik32				ik	32	7	〇
壹	ik32				ik	32	7	〇
佚	ik5				ik	5	8	〇
逸	ik5				ik	5	8	〇
扒	pak32	～掉	p	p	ak	32	7	p
叭	pak32	曾经；认识	p	p	ak	32	7	p
北	pak32		p	p	ak	32	7	p
