"繁体字"	"简体字"	"国际音标"	"吴语拼音"	"备注"	"调类"	"调值"					
"半"	"半"	"pɤ423"	"poe5"		5	423		"p"	"oe"	"p"	"ɤ"
"絆"	"绊"	"bɤ213"	"boe6"		6	213		"b"	"oe"	"b"	"ɤ"
"絆"	"绊"	"pæ423"	"pae5"	"[扌班]的训读。"	5	423		"p"	"ae"	"p"	"æ"
"潘"	"潘"	"pʰɤ53"	"phoe1"		1	53		"ph"	"oe"	"pʰ"	"ɤ"
"判"	"判"	"pʰɤ423"	"phoe5"		5	423		"ph"	"oe"	"pʰ"	"ɤ"
"盤"	"盘"	"bɤ24"	"boe2"		2	24		"b"	"oe"	"b"	"ɤ"
"伴"	"伴"	"bɤ213"	"boe6"		6	213		"b"	"oe"	"b"	"ɤ"
"拌"	"拌"	"bɤ31"	"boe4"		4	31		"b"	"oe"	"b"	"ɤ"
"叛"	"叛"	"bɤ213"	"boe6"		6	213		"b"	"oe"	"b"	"ɤ"
"瞞"	"瞒"	"mɤ24"	"moe2"		2	24		"m"	"oe"	"m"	"ɤ"
"滿"	"满"	"mɤ31"	"moe4"		4	31		"m"	"oe"	"m"	"ɤ"
"漫"	"漫"	"mɤ213"	"moe6"	"水~金山。"	6	213		"m"	"oe"	"m"	"ɤ"
"端"	"端"	"tɤ53"	"toe1"		1	53		"t"	"oe"	"t"	"ɤ"
"短"	"短"	"tɤ44"	"toe3"		3	44		"t"	"oe"	"t"	"ɤ"
"斷"	"断"	"tɤ423"	"toe5"	"判~；决~。"	5	423		"t"	"oe"	"t"	"ɤ"
"斷"	"断"	"dɤ213"	"doe6"	"~裂；~绝。"	6	213		"d"	"oe"	"d"	"ɤ"
"鍛"	"锻"	"tɤ423"	"toe5"		5	423		"t"	"oe"	"t"	"ɤ"
"煅"	"煅"	"tɤ423"	"toe5"		5	423		"t"	"oe"	"t"	"ɤ"
"團"	"团"	"dɤ24"	"doe2"		2	24		"d"	"oe"	"d"	"ɤ"
"糰"	"团"	"dɤ24"	"doe2"	"圆团状食品：圆~，饭~。"	2	24		"d"	"oe"	"d"	"ɤ"
"段"	"段"	"dɤ213"	"doe6"		6	213		"d"	"oe"	"d"	"ɤ"
"緞"	"缎"	"dɤ31"	"doe4"		4	31		"d"	"oe"	"d"	"ɤ"
"暖"	"暖"	"nɤ31"	"noe4"		4	31		"n"	"oe"	"n"	"ɤ"
"卵"	"卵"	"lɯ31"	"lou4"	"~巢，~子，~磷脂。雅化发音。"	4	31		"l"	"ou"	"l"	"ɯ"
"卵"	"卵"	"lɤ31"	"loe4"	"男阴。"	4	31		"l"	"oe"	"l"	"ɤ"
"亂"	"乱"	"lɤ213"	"loe6"		6	213		"l"	"oe"	"l"	"ɤ"
"鑽"	"钻"	"tsɤ53"	"tsoe1"	"~洞。"	1	53		"ts"	"oe"	"ts"	"ɤ"
"鑽"	"钻"	"tsɤ423"	"tsoe5"	"~石；~头。"	5	423		"ts"	"oe"	"ts"	"ɤ"
"鑽"	"钻"	"tsʰɤ423"	"tshoe5"	"~子。"	5	423		"tsh"	"oe"	"tsʰ"	"ɤ"
"酸"	"酸"	"sɤ53"	"soe1"		1	53		"s"	"oe"	"s"	"ɤ"
"算"	"算"	"sɤ423"	"soe5"		5	423		"s"	"oe"	"s"	"ɤ"
"蒜"	"蒜"	"sɤ423"	"soe5"		5	423		"s"	"oe"	"s"	"ɤ"
"官"	"官"	"kuɤ53"	"kuoe1"		1	53		"k"	"uoe"	"k"	"uɤ"
"觀"	"观"	"kuɤ53"	"kuoe1"	"~察；~看。"	1	53		"k"	"uoe"	"k"	"uɤ"
"觀"	"观"	"kuɤ423"	"kuoe5"	"楼~；玄妙~，~前街（江苏苏州地名）。"	5	423		"k"	"uoe"	"k"	"uɤ"
"冠"	"冠"	"kuæ53"	"kuae1"	"鸡~花；鸡~。"	1	53		"k"	"uae"	"k"	"uæ"
"冠"	"冠"	"kuɤ53"	"kuoe1"	"衣~。"	1	53		"k"	"uoe"	"k"	"uɤ"
"冠"	"冠"	"kuɤ423"	"kuoe5"	"~军。"	5	423		"k"	"uoe"	"k"	"uɤ"
"棺"	"棺"	"kuɤ53"	"kuoe1"		1	53		"k"	"uoe"	"k"	"uɤ"
"管"	"管"	"kuɤ44"	"kuoe3"		3	44		"k"	"uoe"	"k"	"uɤ"
"館"	"馆"	"kuɤ44"	"kuoe3"		3	44		"k"	"uoe"	"k"	"uɤ"
"貫"	"贯"	"kuɤ423"	"kuoe5"		5	423		"k"	"uoe"	"k"	"uɤ"
"罐"	"罐"	"kuɤ423"	"kuoe5"		5	423		"k"	"uoe"	"k"	"uɤ"
"灌"	"灌"	"kuɤ423"	"kuoe5"		5	423		"k"	"uoe"	"k"	"uɤ"
"寬"	"宽"	"kʰuɤ53"	"khuoe1"		1	53		"kh"	"uoe"	"kʰ"	"uɤ"
"款"	"款"	"kʰuɤ44"	"khuoe3"		3	44		"kh"	"uoe"	"kʰ"	"uɤ"
"玩"	"玩"	"ɦuɤ23"	"woe2"		2	23		"w"	"oe"	"ɦ"	"uɤ"
"玩"	"玩"	"mæ23"	"mae2"	"【白读】"	2	23		"m"	"ae"	"m"	"æ"
"歡"	"欢"	"huɤ53"	"huoe1"		1	53		"h"	"uoe"	"h"	"uɤ"
"喚"	"唤"	"huɤ423"	"huoe5"		5	423		"h"	"uoe"	"h"	"uɤ"
"完"	"完"	"ɦuɤ24"	"woe2"		2	24		"w"	"oe"	"ɦ"	"uɤ"
"緩"	"缓"	"uɤ44"	"uoe3"		3	44			"uoe"		"uɤ"
"皖"	"皖"	"ɦuɤ31"	"woe4"		4	31		"w"	"oe"	"ɦ"	"uɤ"
"換"	"换"	"ɦuɤ213"	"woe6"		6	213		"w"	"oe"	"ɦ"	"uɤ"
"豌"	"豌"	"uɤ53"	"uoe1"		1	53			"uoe"		"uɤ"
"蜿"	"蜿"	"uɤ53"	"uoe1"		1	53			"uoe"		"uɤ"
"宛"	"宛"	"uɤ44"	"uoe3"		3	44			"uoe"		"uɤ"
"婉"	"婉"	"uɤ44"	"uoe3"		3	44			"uoe"		"uɤ"
"碗"	"碗"	"uɤ44"	"uoe3"		3	44			"uoe"		"uɤ"
"腕"	"腕"	"uɤ423"	"uoe5"		5	423			"uoe"		"uɤ"
"撥"	"拨"	"poʔ5"	"poq7"		7	5		"p"	"oq"	"p"	"oʔ"
"潑"	"泼"	"pʰoʔ5"	"phoq7"		7	5		"ph"	"oq"	"pʰ"	"oʔ"
"抹"	"抹"	"moʔ23"	"moq8"		8	23		"m"	"oq"	"m"	"oʔ"
"末"	"末"	"moʔ23"	"moq8"		8	23		"m"	"oq"	"m"	"oʔ"
"脫"	"脱"	"tʰoʔ5"	"thoq7"	"动词：~衣裳。"	7	5		"th"	"oq"	"tʰ"	"oʔ"
"脫"	"脱"	"tʰᴇʔ5"	"theq7"	"助词，用在动词后表示动作完成，相当于“掉”：做~；坏~。"	7	5		"th"	"eq"	"tʰ"	"ᴇʔ"
"奪"	"夺"	"doʔ23"	"doq8"		8	23		"d"	"oq"	"d"	"oʔ"
"捋"	"捋"	"loʔ23"	"loq8"		8	23		"l"	"oq"	"l"	"oʔ"
"撮"	"撮"	"tsʰoʔ5"	"tshoq7"		7	5		"tsh"	"oq"	"tsʰ"	"oʔ"
"括"	"括"	"kuaʔ5"	"kuaeq7"		7	5		"k"	"uaeq"	"k"	"uaʔ"
"闊"	"阔"	"kʰuoʔ5"	"khuoq7"		7	5		"kh"	"uoq"	"kʰ"	"uoʔ"
"豁"	"豁"	"huaʔ5"	"huaeq7"		7	5		"h"	"uaeq"	"h"	"uaʔ"
"甩"	"甩"	"huaʔ5"	"huaeq7"		7	5		"h"	"uaeq"	"h"	"uaʔ"
"活"	"活"	"ɦuoʔ23"	"woq8"		8	23		"w"	"oq"	"ɦ"	"uoʔ"
"頑"	"顽"	"ɦuæ24"	"wae2"		2	24		"w"	"ae"	"ɦ"	"uæ"
"滑"	"滑"	"ɦuaʔ23"	"waeq8"		8	23		"w"	"aeq"	"ɦ"	"uaʔ"
"猾"	"猾"	"ɦuaʔ23"	"waeq8"		8	23		"w"	"aeq"	"ɦ"	"uaʔ"
"挖"	"挖"	"uaʔ5"	"uaeq7"		7	5			"uaeq"		"uaʔ"
"閂"	"闩"	"ʂᴇ53"	"shei1"		1	53		"sh"	"ei"	"ʂ"	"ᴇ"
"簒"	"篡"	"tʂʰᴇ423"	"chei5"		5	423		"ch"	"ei"	"tʂʰ"	"ᴇ"
"撰"	"撰"	"dʐᴇ31"	"jei4"		4	31		"j"	"ei"	"dʐ"	"ᴇ"
"饌"	"馔"	"dʐᴇ213"	"jei6"		6	213		"j"	"ei"	"dʐ"	"ᴇ"
"關"	"关"	"kuæ53"	"kuae1"		1	53		"k"	"uae"	"k"	"uæ"
"慣"	"惯"	"kuæ423"	"kuae5"		5	423		"k"	"uae"	"k"	"uæ"
"還"	"还"	"ɦuæ24"	"wae2"		2	24		"w"	"ae"	"ɦ"	"uæ"
"環"	"环"	"guæ24"	"guae2"		2	24		"g"	"uae"	"g"	"uæ"
"患"	"患"	"ɦuæ213"	"wae6"		6	213		"w"	"ae"	"ɦ"	"uæ"
"幻"	"幻"	"ɦuæ213"	"wae6"		6	213		"w"	"ae"	"ɦ"	"uæ"
"幻"	"幻"	"ɦu213"	"wu6"	"~溇（浙江湖州地名）。"	6	213		"w"	"u"	"ɦ"	"u"
"彎"	"弯"	"uæ53"	"uae1"		1	53			"uae"		"uæ"
"灣"	"湾"	"uæ53"	"uae1"		1	53			"uae"		"uæ"
"刷"	"刷"	"ʂᴇʔ5"	"sheq7"		7	5		"sh"	"eq"	"ʂ"	"ᴇʔ"
"刮"	"刮"	"kuaʔ5"	"kuaeq7"		7	5		"k"	"uaeq"	"k"	"uaʔ"
"戀"	"恋"	"lie213"	"lie6"		6	213		"l"	"ie"	"l"	"ie"
"攣"	"挛"	"lɤ24"	"loe2"		2	24		"l"	"oe"	"l"	"ɤ"
"孌"	"娈"	"lɤ24"	"loe2"		2	24		"l"	"oe"	"l"	"ɤ"
"孿"	"孪"	"lɤ24"	"loe2"		2	24		"l"	"oe"	"l"	"ɤ"
"泉"	"泉"	"dzie24"	"dzie2"		2	24		"dz"	"ie"	"dz"	"ie"
"全"	"全"	"zie24"	"zie2"		2	24		"z"	"ie"	"z"	"ie"
"宣"	"宣"	"sie53"	"sie1"		1	53		"s"	"ie"	"s"	"ie"
"選"	"选"	"sie44"	"sie3"		3	44		"s"	"ie"	"s"	"ie"
"旋"	"旋"	"dzie24"	"dzie2"		2	24		"dz"	"ie"	"dz"	"ie"
"轉"	"转"	"tʂᴇ44"	"cei3"		3	44		"c"	"ei"	"tʂ"	"ᴇ"
"傳"	"传"	"dʐᴇ24"	"jei2"		2	24		"j"	"ei"	"dʐ"	"ᴇ"
"椽"	"椽"	"dʐᴇ24"	"jei2"		2	24		"j"	"ei"	"dʐ"	"ᴇ"
"專"	"专"	"tʂᴇ53"	"cei1"		1	53		"c"	"ei"	"tʂ"	"ᴇ"
"磚"	"砖"	"tʂᴇ53"	"cei1"		1	53		"c"	"ei"	"tʂ"	"ᴇ"
"川"	"川"	"tʂʰᴇ53"	"chei1"		1	53		"ch"	"ei"	"tʂʰ"	"ᴇ"
"穿"	"穿"	"tʂʰᴇ53"	"chei1"		1	53		"ch"	"ei"	"tʂʰ"	"ᴇ"
"喘"	"喘"	"tʂʰᴇ44"	"chei3"		3	44		"ch"	"ei"	"tʂʰ"	"ᴇ"
"串"	"串"	"tʂʰᴇ423"	"chei5"		5	423		"ch"	"ei"	"tʂʰ"	"ᴇ"
"船"	"船"	"ʐᴇ24"	"zhei2"		2	24		"zh"	"ei"	"ʐ"	"ᴇ"
"軟"	"软"	"ŋᴇ̃31"	"ngen4"		4	31		"ng"	"en"	"ŋ"	"ᴇ̃"
"卷"	"卷"	"tɕiɤ44"	"cioe3"		3	44		"c"	"ioe"	"tɕ"	"iɤ"
"卷"	"卷"	"tɕiɤ423"	"cioe5"		5	423		"c"	"ioe"	"tɕ"	"iɤ"
"眷"	"眷"	"tɕiɤ423"	"cioe5"		5	423		"c"	"ioe"	"tɕ"	"iɤ"
"絹"	"绢"	"tɕiɤ423"	"cioe5"		5	423		"c"	"ioe"	"tɕ"	"iɤ"
"圈"	"圈"	"tɕʰiɤ53"	"chioe1"	"圆~。"	1	53		"ch"	"ioe"	"tɕʰ"	"iɤ"
"圈"	"圈"	"dʑiɤ31"	"jioe4"	"养家畜的栅栏：猪~。"	4	31		"j"	"ioe"	"dʑ"	"iɤ"
"權"	"权"	"dʑiɤ24"	"jioe2"		2	24		"j"	"ioe"	"dʑ"	"iɤ"
"拳"	"拳"	"dʑiɤ24"	"jioe2"		2	24		"j"	"ioe"	"dʑ"	"iɤ"
"顴"	"颧"	"dʑiɤ24"	"jioe2"		2	24		"j"	"ioe"	"dʑ"	"iɤ"
"倦"	"倦"	"dʑiɤ213"	"jioe6"		6	213		"j"	"ioe"	"dʑ"	"iɤ"
"員"	"员"	"ɦiɤ24"	"yoe2"		2	24		"y"	"oe"	"ɦ"	"iɤ"
"圓"	"圆"	"ɦiɤ24"	"yoe2"		2	24		"y"	"oe"	"ɦ"	"iɤ"
"院"	"院"	"ɦiɤ213"	"yoe6"		6	213		"y"	"oe"	"ɦ"	"iɤ"
"緣"	"缘"	"ɦiɤ24"	"yoe2"		2	24		"y"	"oe"	"ɦ"	"iɤ"
"鉛"	"铅"	"ɦie24"	"ye2"	"~山（江西地名）。"	2	24		"y"	"e"	"ɦ"	"ie"
"鉛"	"铅"	"kʰæ53"	"khae1"	"~笔。"	1	53		"kh"	"ae"	"kʰ"	"æ"
"沿"	"沿"	"ɦie24"	"ye2"		2	24		"y"	"e"	"ɦ"	"ie"
"捐"	"捐"	"tɕiɤ53"	"cioe1"		1	53		"c"	"ioe"	"tɕ"	"iɤ"
"涓"	"涓"	"tɕiɤ53"	"cioe1"		1	53		"c"	"ioe"	"tɕ"	"iɤ"
"娟"	"娟"	"tɕiɤ53"	"cioe1"		1	53		"c"	"ioe"	"tɕ"	"iɤ"
"劣"	"劣"	"liɪʔ23"	"liq8"		8	23		"l"	"iq"	"l"	"iɪʔ"
"埒"	"埒"	"liɪʔ23"	"liq8"		8	23		"l"	"iq"	"l"	"iɪʔ"
"絕"	"绝"	"dziɪʔ23"	"dziq8"		8	23		"dz"	"iq"	"dz"	"iɪʔ"
"雪"	"雪"	"siɪʔ5"	"siq7"		7	5		"s"	"iq"	"s"	"iɪʔ"
"說"	"说"	"ʂᴇʔ5"	"sheq7"		7	5		"sh"	"eq"	"ʂ"	"ᴇʔ"
"拙"	"拙"	"tʂᴇʔ5"	"ceq7"		7	5		"c"	"eq"	"tʂ"	"ᴇʔ"
"悅"	"悦"	"ɦioʔ23"	"yoq8"		8	23		"y"	"oq"	"ɦ"	"ioʔ"
"閱"	"阅"	"ɦioʔ23"	"yoq8"		8	23		"y"	"oq"	"ɦ"	"ioʔ"
"反"	"反"	"fæ44"	"fae3"		3	44		"f"	"ae"	"f"	"æ"
"販"	"贩"	"fæ423"	"fae5"		5	423		"f"	"ae"	"f"	"æ"
"番"	"番"	"fæ53"	"fae1"		1	53		"f"	"ae"	"f"	"æ"
"翻"	"翻"	"fæ53"	"fae1"		1	53		"f"	"ae"	"f"	"æ"
"煩"	"烦"	"væ24"	"vae2"		2	24		"v"	"ae"	"v"	"æ"
"繁"	"繁"	"væ24"	"vae2"		2	24		"v"	"ae"	"v"	"æ"
"飯"	"饭"	"væ213"	"vae6"		6	213		"v"	"ae"	"v"	"æ"
"晚"	"晚"	"mæ31"	"mae4"	"【白读】~娘（继母）；~稻。"	4	31		"m"	"ae"	"m"	"æ"
"晚"	"晚"	"væ31"	"vae4"	"【文读】"	4	31		"v"	"ae"	"v"	"æ"
"願"	"愿"	"ȵiɤ213"	"gnioe6"		6	213		"gn"	"ioe"	"ȵ"	"iɤ"
"楦"	"楦"	"ɕiɤ423"	"shioe5"		5	423		"sh"	"ioe"	"ɕ"	"iɤ"
"冤"	"冤"	"iɤ53"	"ioe1"		1	53			"ioe"		"iɤ"
"怨"	"怨"	"iɤ423"	"ioe5"		5	423			"ioe"		"iɤ"
"袁"	"袁"	"ɦiɤ24"	"yoe2"		2	24		"y"	"oe"	"ɦ"	"iɤ"
"園"	"园"	"ɦiɤ24"	"yoe2"		2	24		"y"	"oe"	"ɦ"	"iɤ"
"萬"	"万"	"mæ213"	"mae6"	"【白读】麻将中的“万”。"	6	213		"m"	"ae"	"m"	"æ"
"萬"	"万"	"væ213"	"vae6"	"【文读】"	6	213		"v"	"ae"	"v"	"æ"
"勸"	"劝"	"tɕʰiɤ423"	"chioe5"		5	423		"ch"	"ioe"	"tɕʰ"	"iɤ"
"券"	"券"	"tɕʰiɤ423"	"chioe5"		5	423		"ch"	"ioe"	"tɕʰ"	"iɤ"
"原"	"原"	"ȵiɤ24"	"gnioe2"		2	24		"gn"	"ioe"	"ȵ"	"iɤ"
"源"	"源"	"ȵiɤ24"	"gnioe2"		2	24		"gn"	"ioe"	"ȵ"	"iɤ"
"元"	"元"	"ɦiɤ24"	"yoe2"	"人民币单位，实为“圆”字。"	2	24		"y"	"oe"	"ɦ"	"iɤ"
"元"	"元"	"ȵiɤ24"	"gnioe2"		2	24		"gn"	"ioe"	"ȵ"	"iɤ"
"援"	"援"	"ɦiɤ24"	"yoe2"		2	24		"y"	"oe"	"ɦ"	"iɤ"
"遠"	"远"	"ɦiɤ31"	"yoe4"		4	31		"y"	"oe"	"ɦ"	"iɤ"
"髮"	"发"	"faʔ5"	"faeq7"		7	5		"f"	"aeq"	"f"	"aʔ"
"伐"	"伐"	"vaʔ23"	"vaeq8"		8	23		"v"	"aeq"	"v"	"aʔ"
"罰"	"罚"	"vaʔ23"	"vaeq8"		8	23		"v"	"aeq"	"v"	"aʔ"
"筏"	"筏"	"vaʔ23"	"vaeq8"		8	23		"v"	"aeq"	"v"	"aʔ"
"襪"	"袜"	"maʔ23"	"maeq8"		8	23		"m"	"aeq"	"m"	"aʔ"
"月"	"月"	"ŋᴇʔ23"	"ngeq8"		8	23		"ng"	"eq"	"ŋ"	"ᴇʔ"
"越"	"越"	"ɦioʔ23"	"yoq8"		8	23		"y"	"oq"	"ɦ"	"ioʔ"
"犬"	"犬"	"tɕʰiɤ44"	"chioe3"		3	44		"ch"	"ioe"	"tɕʰ"	"iɤ"
"縣"	"县"	"ɦiɤ213"	"yoe6"		6	213		"y"	"oe"	"ɦ"	"iɤ"
"決"	"决"	"tɕioʔ5"	"cioq7"		7	5		"c"	"ioq"	"tɕ"	"ioʔ"
"缺"	"缺"	"tɕʰioʔ5"	"chioq7"		7	5		"ch"	"ioq"	"tɕʰ"	"ioʔ"
"血"	"血"	"ɕioʔ5"	"shioq7"		7	5		"sh"	"ioq"	"ɕ"	"ioʔ"
"穴"	"穴"	"ɦioʔ23"	"yoq8"		8	23		"y"	"oq"	"ɦ"	"ioʔ"
"吞"	"吞"	"tʰᴇ̃53"	"then1"		1	53		"th"	"en"	"tʰ"	"ᴇ̃"
"跟"	"跟"	"kᴇ̃53"	"ken1"		1	53		"k"	"en"	"k"	"ᴇ̃"
"根"	"根"	"kᴇ̃53"	"ken1"		1	53		"k"	"en"	"k"	"ᴇ̃"
"懇"	"恳"	"kʰᴇ̃44"	"khen3"		3	44		"kh"	"en"	"kʰ"	"ᴇ̃"
"墾"	"垦"	"kʰᴇ̃44"	"khen3"		3	44		"kh"	"en"	"kʰ"	"ᴇ̃"
"痕"	"痕"	"ɦᴇ̃24"	"ghen2"		2	24		"gh"	"en"	"ɦ"	"ᴇ̃"
"很"	"很"	"hᴇ̃44"	"hen3"		3	44		"h"	"en"	"h"	"ᴇ̃"
"恨"	"恨"	"ɦᴇ̃213"	"ghen6"		6	213		"gh"	"en"	"ɦ"	"ᴇ̃"
"恩"	"恩"	"ᴇ̃53"	"en1"		1	53			"en"		"ᴇ̃"
"賓"	"宾"	"piŋ53"	"pin1"		1	53		"p"	"in"	"p"	"iŋ"
"彬"	"彬"	"piŋ53"	"pin1"		1	53		"p"	"in"	"p"	"iŋ"
"貧"	"贫"	"biŋ24"	"bin2"		2	24		"b"	"in"	"b"	"iŋ"
"頻"	"频"	"biŋ24"	"bin2"		2	24		"b"	"in"	"b"	"iŋ"
"民"	"民"	"miŋ24"	"min2"		2	24		"m"	"in"	"m"	"iŋ"
"閩"	"闽"	"miŋ31"	"min4"		4	31		"m"	"in"	"m"	"iŋ"
"敏"	"敏"	"miŋ31"	"min4"		4	31		"m"	"in"	"m"	"iŋ"
"鄰"	"邻"	"liŋ24"	"lin2"		2	24		"l"	"in"	"l"	"iŋ"
"磷"	"磷"	"liŋ24"	"lin2"		2	24		"l"	"in"	"l"	"iŋ"
"津"	"津"	"tsiŋ53"	"tsin1"		1	53		"ts"	"in"	"ts"	"iŋ"
"進"	"进"	"tsiŋ423"	"tsin5"		5	423		"ts"	"in"	"ts"	"iŋ"
"晉"	"晋"	"tsiŋ423"	"tsin5"		5	423		"ts"	"in"	"ts"	"iŋ"
"親"	"亲"	"tsʰiŋ53"	"tshin1"		1	53		"tsh"	"in"	"tsʰ"	"iŋ"
"秦"	"秦"	"dziŋ24"	"dzin2"		2	24		"dz"	"in"	"dz"	"iŋ"
"盡"	"尽"	"dziŋ31"	"dzin4"		4	31		"dz"	"in"	"dz"	"iŋ"
"辛"	"辛"	"siŋ53"	"sin1"		1	53		"s"	"in"	"s"	"iŋ"
"新"	"新"	"siŋ53"	"sin1"		1	53		"s"	"in"	"s"	"iŋ"
"信"	"信"	"siŋ423"	"sin5"		5	423		"s"	"in"	"s"	"iŋ"
"訊"	"讯"	"siŋ423"	"sin5"		5	423		"s"	"in"	"s"	"iŋ"
"迅"	"迅"	"siŋ423"	"sin5"		5	423		"s"	"in"	"s"	"iŋ"
"珍"	"珍"	"tʂᴇ̃53"	"cen1"		1	53		"c"	"en"	"tʂ"	"ᴇ̃"
"鎮"	"镇"	"tʂᴇ̃423"	"cen5"		5	423		"c"	"en"	"tʂ"	"ᴇ̃"
"趁"	"趁"	"tʂʰᴇ̃423"	"chen5"	"~车；~客。俗写作“乘”。"	5	423		"ch"	"en"	"tʂʰ"	"ᴇ̃"
"陳"	"陈"	"dʐᴇ̃24"	"jen2"		2	24		"j"	"en"	"dʐ"	"ᴇ̃"
"陳"	"陈"	"dʐʯ24"	"jyu2"	"~墓（江苏昆山地名）。"	2	24		"j"	"yu"	"dʐ"	"ʯ"
"塵"	"尘"	"dʐᴇ̃24"	"jen2"		2	24		"j"	"en"	"dʐ"	"ᴇ̃"
"陣"	"阵"	"dʐᴇ̃213"	"jen6"		6	213		"j"	"en"	"dʐ"	"ᴇ̃"
"襯"	"衬"	"tsʰᴇ̃423"	"tshen5"		5	423		"tsh"	"en"	"tsʰ"	"ᴇ̃"
"榛"	"榛"	"tsᴇ̃53"	"tsen1"		1	53		"ts"	"en"	"ts"	"ᴇ̃"
"臻"	"臻"	"tsᴇ̃53"	"tsen1"		1	53		"ts"	"en"	"ts"	"ᴇ̃"
"莘"	"莘"	"sᴇ̃53"	"sen1"	"~~学子；~县（山东地名）；~塔（江苏吴江地名）。"	1	53		"s"	"en"	"s"	"ᴇ̃"
"莘"	"莘"	"siŋ53"	"sin1"	"~庄（上海闵行地名）。"	1	53		"s"	"in"	"s"	"iŋ"
"真"	"真"	"tʂᴇ̃53"	"cen1"		1	53		"c"	"en"	"tʂ"	"ᴇ̃"
"診"	"诊"	"tʂᴇ̃44"	"cen3"		3	44		"c"	"en"	"tʂ"	"ᴇ̃"
"振"	"振"	"tʂᴇ̃423"	"cen5"		5	423		"c"	"en"	"tʂ"	"ᴇ̃"
"震"	"震"	"tʂᴇ̃423"	"cen5"		5	423		"c"	"en"	"tʂ"	"ᴇ̃"
"震"	"震"	"tsiŋ423"	"tsin5"	"~泽（太湖的别称，江苏吴江地名）。"	5	423		"ts"	"in"	"ts"	"iŋ"
"神"	"神"	"ʐᴇ̃24"	"zhen2"		2	24		"zh"	"en"	"ʐ"	"ᴇ̃"
"身"	"身"	"ʂᴇ̃53"	"shen1"		1	53		"sh"	"en"	"ʂ"	"ᴇ̃"
"申"	"申"	"ʂᴇ̃53"	"shen1"		1	53		"sh"	"en"	"ʂ"	"ᴇ̃"
"伸"	"伸"	"ʂᴇ̃53"	"shen1"		1	53		"sh"	"en"	"ʂ"	"ᴇ̃"
"晨"	"晨"	"ʐᴇ̃24"	"zhen2"		2	24		"zh"	"en"	"ʐ"	"ᴇ̃"
"辰"	"辰"	"ʐᴇ̃24"	"zhen2"		2	24		"zh"	"en"	"ʐ"	"ᴇ̃"
"臣"	"臣"	"dʐᴇ̃24"	"jen2"		2	24		"j"	"en"	"dʐ"	"ᴇ̃"
"腎"	"肾"	"ʐᴇ̃31"	"zhen4"		4	31		"zh"	"en"	"ʐ"	"ᴇ̃"
"慎"	"慎"	"ʐᴇ̃213"	"zhen6"		6	213		"zh"	"en"	"ʐ"	"ᴇ̃"
"人"	"人"	"ȵiŋ24"	"gnin2"	"【白读】一个~；~家；坏~。"	2	24		"gn"	"in"	"ȵ"	"iŋ"
"人"	"人"	"ʐᴇ̃24"	"zhen2"	"【文读】~民；~类。"	2	24		"zh"	"en"	"ʐ"	"ᴇ̃"
"仁"	"仁"	"ȵiŋ24"	"gnin2"	"【白读】杏~；桃~；虾~。"	2	24		"gn"	"in"	"ȵ"	"iŋ"
"仁"	"仁"	"ʐᴇ̃24"	"zhen2"	"【文读】~义。"	2	24		"zh"	"en"	"ʐ"	"ᴇ̃"
"忍"	"忍"	"ȵiŋ31"	"gnin4"	"【白读】"	4	31		"gn"	"in"	"ȵ"	"iŋ"
"忍"	"忍"	"ʐᴇ̃31"	"zhen4"	"【文读】"	4	31		"zh"	"en"	"ʐ"	"ᴇ̃"
"刃"	"刃"	"ʐᴇ̃213"	"zhen6"		6	213		"zh"	"en"	"ʐ"	"ᴇ̃"
"認"	"认"	"ȵiŋ213"	"gnin6"	"【白读】~得；~真。"	6	213		"gn"	"in"	"ȵ"	"iŋ"
"認"	"认"	"ʐᴇ̃213"	"zhen6"	"【文读】"	6	213		"zh"	"en"	"ʐ"	"ᴇ̃"
"巾"	"巾"	"tɕiŋ53"	"cin1"		1	53		"c"	"in"	"tɕ"	"iŋ"
"緊"	"紧"	"tɕiŋ44"	"cin3"		3	44		"c"	"in"	"tɕ"	"iŋ"
"僅"	"仅"	"dʑiŋ213"	"jin6"		6	213		"j"	"in"	"dʑ"	"iŋ"
"銀"	"银"	"ȵiŋ24"	"gnin2"		2	24		"gn"	"in"	"ȵ"	"iŋ"
"因"	"因"	"iŋ53"	"in1"		1	53			"in"		"iŋ"
"姻"	"姻"	"iŋ53"	"in1"		1	53			"in"		"iŋ"
"印"	"印"	"iŋ423"	"in5"		5	423			"in"		"iŋ"
"寅"	"寅"	"ɦiŋ24"	"yin2"		2	24		"y"	"in"	"ɦ"	"iŋ"
"引"	"引"	"ɦiŋ31"	"yin4"		4	31		"y"	"in"	"ɦ"	"iŋ"
"筆"	"笔"	"piɪʔ5"	"piq7"		7	5		"p"	"iq"	"p"	"iɪʔ"
"畢"	"毕"	"piɪʔ5"	"piq7"		7	5		"p"	"iq"	"p"	"iɪʔ"
"必"	"必"	"piɪʔ5"	"piq7"		7	5		"p"	"iq"	"p"	"iɪʔ"
"匹"	"匹"	"pʰiɪʔ5"	"phiq7"		7	5		"ph"	"iq"	"pʰ"	"iɪʔ"
"密"	"密"	"miɪʔ23"	"miq8"		8	23		"m"	"iq"	"m"	"iɪʔ"
"蜜"	"蜜"	"miɪʔ23"	"miq8"		8	23		"m"	"iq"	"m"	"iɪʔ"
